事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,平成30,2018,年平均,467598,563389,325098,361009,428750,260237,335576,25433,106589,134639,64861
30人以上,TL 調査産業計,平成31・令和元,2019,年平均,466397,562284,324423,361562,429711,260658,334350,27212,104835,132573,63765
30人以上,TL 調査産業計,令和２,2020,年平均,457856,547459,323332,358390,422798,261692,333481,24909,99466,124661,61640
30人以上,TL 調査産業計,令和３,2021,年平均,462052,549107,333955,363963,426438,272033,337274,26689,98089,122669,61922
30人以上,TL 調査産業計,令和４,2022,年平均,481344,577280,346530,374089,441237,279730,345861,28228,107255,136043,66800
30人以上,TL 調査産業計,令和５,2023,年平均,494145,591930,361345,384235,453197,290579,355205,29030,109910,138733,70766
30人以上,TL 調査産業計,令和５,2023,1月,396932,469819,295903,378072,446365,283412,350088,27984,18860,23454,12491
30人以上,TL 調査産業計,令和５,2023,2月,386005,459381,286818,373494,443265,279180,345599,27895,12511,16116,7638
30人以上,TL 調査産業計,令和５,2023,3月,440765,526419,323038,384722,453171,290643,354870,29852,56043,73248,32395
30人以上,TL 調査産業計,令和５,2023,4月,422764,499257,318693,391134,460043,297380,360282,30852,31630,39214,21313
30人以上,TL 調査産業計,令和５,2023,5月,414506,490688,311483,383014,450762,291396,353932,29082,31492,39926,20087
30人以上,TL 調査産業計,令和５,2023,6月,803828,977530,566390,383487,449945,292643,354615,28872,420341,527585,273747
30人以上,TL 調査産業計,令和５,2023,7月,531373,644767,377997,385599,454836,291949,356458,29141,145774,189931,86048
30人以上,TL 調査産業計,令和５,2023,8月,394879,466023,298711,383779,452398,291024,355370,28409,11100,13625,7687
30人以上,TL 調査産業計,令和５,2023,9月,407376,482036,305282,386282,454595,292867,358090,28192,21094,27441,12415
30人以上,TL 調査産業計,令和５,2023,10月,400112,474727,299570,383830,454390,288752,355418,28412,16282,20337,10818
30人以上,TL 調査産業計,令和５,2023,11月,414261,487145,316077,388693,459165,293758,358303,30390,25568,27980,22319
30人以上,TL 調査産業計,令和５,2023,12月,909435,1118288,629515,388515,459305,293637,359245,29270,520920,658983,335878
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,727494,801759,515086,546027,598271,396602,518096,27931,181467,203488,118484
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,802882,863788,591888,577972,621460,427321,545840,32132,224910,242328,164567
30人以上,"C 鉱業,採石業,砂利採取業",令和２,2020,年平均,825999,889972,607677,569232,609297,432501,534408,34824,256767,280675,175176
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,年平均,810732,886749,592801,567888,614807,433377,527454,40434,242844,271942,159424
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,年平均,774705,848328,564395,594183,642356,456572,551992,42191,180522,205972,107823
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,年平均,964430,1045851,715707,632581,679581,489007,593609,38972,331849,366270,226700
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,1月,609258,652139,469096,606732,649378,467337,569100,37632,2526,2761,1759
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,2月,615969,659791,473193,613336,657048,470916,573121,40215,2633,2743,2277
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,3月,×,×,×,×,×,×,×,×,×,×,×
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,4月,×,×,×,×,×,×,×,×,×,×,×
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,5月,637642,682555,499493,633535,678054,496598,590293,43242,4107,4501,2895
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,6月,2897653,3220103,1935391,624848,673664,479170,591515,33333,2272805,2546439,1456221
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,7月,639943,691431,488283,635408,686522,484849,596092,39316,4535,4909,3434
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,8月,639808,690653,490504,635556,686252,486687,597230,38326,4252,4401,3817
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,9月,639561,691923,484911,635014,687164,480988,601867,33147,4547,4759,3923
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,10月,650358,697844,508712,645693,692946,504743,608094,37599,4665,4898,3969
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,11月,1046861,1144833,755067,649476,697503,506436,605795,43681,397385,447330,248631
30人以上,"C 鉱業,採石業,砂利採取業",令和５,2023,12月,1893124,2051804,1419037,657337,707429,507677,615129,42208,1235787,1344375,911360
30人以上,D 建設業,平成30,2018,年平均,552988,586126,382568,400896,426740,267987,350245,50651,152092,159386,114581
30人以上,D 建設業,平成31・令和元,2019,年平均,609181,646697,406624,442029,468986,296482,393758,48271,167152,177711,110142
30人以上,D 建設業,令和２,2020,年平均,582822,609907,420895,422425,441818,306487,378024,44401,160397,168089,114408
30人以上,D 建設業,令和３,2021,年平均,570198,597738,419546,422889,442686,314592,379108,43781,147309,155052,104954
30人以上,D 建設業,令和４,2022,年平均,632938,678001,449227,465705,500706,323014,425226,40479,167233,177295,126213
30人以上,D 建設業,令和５,2023,年平均,630025,680203,440080,470617,506718,333961,430879,39738,159408,173485,106119
30人以上,D 建設業,令和５,2023,1月,470671,506723,328952,464542,499992,325189,424493,40049,6129,6731,3763
30人以上,D 建設業,令和５,2023,2月,456174,488072,325409,452323,483936,322727,412885,39438,3851,4136,2682
30人以上,D 建設業,令和５,2023,3月,571830,621103,379470,469279,504903,330204,425831,43448,102551,116200,49266
30人以上,D 建設業,令和５,2023,4月,509163,547584,361169,488955,525567,347930,444510,44445,20208,22017,13239
30人以上,D 建設業,令和５,2023,5月,483985,519516,344604,465026,499143,331193,425764,39262,18959,20373,13411
30人以上,D 建設業,令和５,2023,6月,1170685,1269882,812175,467488,507681,322228,428193,39295,703197,762201,489947
30人以上,D 建設業,令和５,2023,7月,688542,747925,463698,472959,507744,341254,433174,39785,215583,240181,122444
30人以上,D 建設業,令和５,2023,8月,475712,517874,328358,464205,504471,323479,427201,37004,11507,13403,4879
30人以上,D 建設業,令和５,2023,9月,483660,519911,349552,473312,508735,342267,437301,36011,10348,11176,7285
30人以上,D 建設業,令和５,2023,10月,492248,529651,351588,483024,519872,344451,443855,39169,9224,9779,7137
