"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2016120101,"港南",1,4,26,30,11,,,,30,,10,"NNW",,,
2016120102,"港南",1,6,23,29,12,,,,24,,7,"N",,,
2016120103,"港南",1,1,24,25,9,,,,26,,8,"NW",,,
2016120104,"港南",1,3,22,25,11,,,,19,,9,"NW",,,
2016120105,"港南",1,2,20,22,10,,,,27,,9,"NNW",,,
2016120106,"港南",0,4,19,23,10,,,,24,,11,"NW",,,
2016120107,"港南",0,6,26,32,5,,,,24,,14,"NW",,,
2016120108,"港南",0,18,32,50,2,,,,16,,8,"NNW",,,
2016120109,"港南",0,28,35,63,2,,,,19,,12,"NNW",,,
2016120110,"港南",0,24,32,56,5,,,,23,,10,"NW",,,
2016120111,"港南",1,29,30,59,9,,,,21,,18,"NNW",,,
2016120112,"港南",1,17,25,42,16,,,,18,,17,"NW",,,
2016120113,"港南",1,20,26,46,18,,,,19,,5,"W",,,
2016120114,"港南",9998,9998,9998,9998,9998,,,,9998,,10,"SW",,,
2016120115,"港南",8,74,57,131,2,,,,26,,7,"WSW",,,
2016120116,"港南",8,101,59,160,1,,,,48,,9,"S",,,
2016120117,"港南",13,111,55,166,1,,,,52,,2,"W",,,
2016120118,"港南",6,46,44,90,3,,,,26,,9,"WSW",,,
2016120119,"港南",2,13,25,38,15,,,,17,,9,"W",,,
2016120120,"港南",1,6,19,25,19,,,,18,,3,"NW",,,
2016120121,"港南",1,26,40,66,3,,,,27,,4,"NNE",,,
2016120122,"港南",2,65,54,119,1,,,,50,,6,"NW",,,
2016120123,"港南",2,53,50,103,0,,,,47,,8,"NW",,,
2016120124,"港南",2,56,50,106,0,,,,36,,3,"WSW",,,
2016120201,"港南",9996,67,47,114,0,,,,31,,5,"SSW",,,
2016120202,"港南",1,12,31,43,4,,,,20,,9,"N",,,
2016120203,"港南",0,2,11,13,26,,,,16,,18,"NNW",,,
2016120204,"港南",0,5,10,15,30,,,,9,,14,"NNE",,,
2016120205,"港南",0,5,12,17,27,,,,8,,14,"NW",,,
2016120206,"港南",0,4,13,17,27,,,,5,,18,"N",,,
