"施設_全国地方公共団体コード","施設_ID","施設_名称","施設_名称（カナ）","施設_名称（英字）","施設_施設通称","施設_POIコード","施設_概要","施設_説明","施設_関連施設","施設_状態","施設_防災施設情報","住所_全国地方公共団体コード","住所_町字ID","住所_都道府県","住所_市区町村（郡）","住所_町字","住所_番地以下","住所_建物名等(方書)","住所_連結表記","住所_緯度","住所_経度","住所_座標参照系","住所_座標参照系コード","住所_国名","住所_国コード","住所_郡","住所_市区町村","住所_政令市区","住所_大字・町","住所_小字","住所_住居表示フラグ","住所_街区符号","住所_住居番号","住所_地番","住所_建物名","住所_フロア名","住所_部屋番号","施設_設備","施設_サービス曜日","施設_開始時刻","施設_終了時刻","施設_日時備考","施設_料金種別","施設_料金","施設_料金備考","施設_決済種別","施設_収容人数","施設_アクセス方法","施設_駐車場情報","施設_駐車場料金","施設_都道府県コード","施設_市区町村コード","施設_町丁字","施設_ポリゴン","施設_備考","連絡先_名称","連絡先_電話番号","連絡先_内線番号","連絡先_メールアドレス","連絡先_FormURL","連絡先_備考（その他、SNSなど）","連絡先_郵便番号","連絡先_住所","アクセシビリティ_車椅子可","アクセシビリティ_車椅子貸出","アクセシビリティ_ツエ貸出","アクセシビリティ_バリアフリートイレ","アクセシビリティ_スロープ、エレベータ、エスカレータ","アクセシビリティ_点字ブロック等の移動支援","アクセシビリティ_点字や読上による支援","アクセシビリティ_盲導犬・介助犬、聴導犬同伴","アクセシビリティ_字幕","アクセシビリティ_筆談対応","アクセシビリティ_優先駐車場","アクセシビリティ_オストメイト対応トイレ","アクセシビリティ_備考","子育て支援_子供預かり種別（無料/有料）","子育て支援_子供預かり（料金）","子育て支援_子供預かり（料金備考）","子育て支援_最少年齢","子育て支援_最少月齢","子育て支援_最大年齢","子育て支援_子供預かり開所時間","子育て支援_子供預かり閉所時間","子育て支援_授乳室","子育て支援_おむつ替えコーナー","子育て支援_飲食可否","子育て支援_ベビーカー貸出","子育て支援_ベビーカー利用","子育て支援_備考"
"132136","132136M00001","東村山市役所","","","","","","","","","","132136","","東京都","東村山市","本町1丁目","2-3","","東京都東村山市本町1-2-3","35.754180","139.468301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00002","化成小学校","","","","","","","","","","132136","","東京都","東村山市","諏訪町1丁目","4-1","","東京都東村山市諏訪町1-4-1","35.764986","139.465841","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00003","回田小学校","","","","","","","","","","132136","","東京都","東村山市","廻田町3丁目","28-2","","東京都東村山市廻田町3-28-2","35.758817","139.445793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00004","大岱小学校","","","","","","","","","","132136","","東京都","東村山市","恩多町4丁目","17-1","","東京都東村山市恩多町4-17-1","35.756545","139.478064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00005","秋津小学校","","","","","","","","","","132136","","東京都","東村山市","秋津町3丁目","48-1","","東京都東村山市秋津町3-48-1","35.772788","139.481994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00006","八坂小学校","","","","","","","","","","132136","","東京都","東村山市","栄町3丁目","34-1","","東京都東村山市栄町3-34-1","35.749013","139.465727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00007","萩山小学校","","","","","","","","","","132136","","東京都","東村山市","萩山町4丁目","16-1","","東京都東村山市萩山町4-16-1","35.743933","139.477817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00008","南台小学校","","","","","","","","","","132136","","東京都","東村山市","富士見町1丁目","16-12","","東京都東村山市富士見町1-16-12","35.744380","139.455407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00009","久米川小学校","","","","","","","","","","132136","","東京都","東村山市","久米川町4丁目","11-1","","東京都東村山市久米川町4-11-1","35.762047","139.471642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00010","東萩山小学校","","","","","","","","","","132136","","東京都","東村山市","萩山町5丁目","7-1","","東京都東村山市萩山町5-7-1","35.745691","139.478585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00011","青葉小学校","","","","","","","","","","132136","","東京都","東村山市","青葉町2丁目","33-1","","東京都東村山市青葉町2-33-1","35.764670","139.490110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00012","北山小学校","","","","","","","","","","132136","","東京都","東村山市","野口町3丁目","45-1","","東京都東村山市野口町3-45-1","35.766343","139.455667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00013","秋津東小学校","","","","","","","","","","132136","","東京都","東村山市","秋津町4丁目","35-11","","東京都東村山市秋津町4-35-11","35.774834","139.488824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00014","野火止小学校","","","","","","","","","","132136","","東京都","東村山市","恩多町5丁目","47-1","","東京都東村山市恩多町5-47-1","35.756310","139.485649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00015","久米川東小学校","","","","","","","","","","132136","","東京都","東村山市","久米川町2丁目","40-10","","東京都東村山市久米川町2-40-10","35.765645","139.482639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00016","富士見小学校","","","","","","","","","","132136","","東京都","東村山市","富士見町5丁目","4-57","","東京都東村山市富士見町5-4-57","35.746670","139.458438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00017","東村山第一中学校","","","","","","","","","","132136","","東京都","東村山市","富士見町1丁目","5-2","","東京都東村山市富士見町1-5-2","35.742164","139.459624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00018","東村山第二中学校","","","","","","","","","","132136","","東京都","東村山市","久米川町2丁目","4-1","","東京都東村山市久米川町2-4-1","35.770055","139.474812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00019","東村山第三中学校","","","","","","","","","","132136","","東京都","東村山市","萩山町5丁目","2-1","","東京都東村山市萩山町5-2-1","35.747922","139.476758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00020","東村山第四中学校","","","","","","","","","","132136","","東京都","東村山市","野口町3丁目","24-1","","東京都東村山市野口町3-24-1","35.763999","139.453465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00021","東村山第五中学校","","","","","","","","","","132136","","東京都","東村山市","恩多町4丁目","38-1","","東京都東村山市恩多町4-38-1","35.760687","139.480776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00022","東村山第六中学校","","","","","","","","","","132136","","東京都","東村山市","秋津町2丁目","29-14","","東京都東村山市秋津町2-29-14","35.769799","139.489910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00023","東村山第七中学校","","","","","","","","","","132136","","東京都","東村山市","美住町2丁目","23-1","","東京都東村山市美住町2-23-1","35.755463","139.459433","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00024","本町児童館","","","","","","","","","","132136","","東京都","東村山市","本町4丁目","19-26","","東京都東村山市本町4-19-26","35.753746","139.474797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00025","萩山第二児童遊園","","","","","","","","","","132136","","東京都","東村山市","萩山町1丁目","36-3","","東京都東村山市萩山町1-36-3","35.738063","139.483685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00026","中央公民館","","","","","","","","","","132136","","東京都","東村山市","本町2丁目","33-2","","東京都東村山市本町2-33-2","35.759786","139.466863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00027","秋津文化センター","","","","","","","","","","132136","","東京都","東村山市","秋津町2丁目","17-10","","東京都東村山市秋津町2-17-10","35.771015","139.486598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00028","廻田文化センター","","","","","","","","","","132136","","東京都","東村山市","廻田町4丁目","19-1","","東京都東村山市廻田町4-19-1","35.759623","139.452093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00029","栄町ふれあいセンター","","","","","","","","","","132136","","東京都","東村山市","栄町2丁目","25-5","","東京都東村山市栄町2-25-5","35.747752","139.472420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00030","社会福祉協議会","","","","","","","","","","132136","","東京都","東村山市","野口町1丁目","25-15","","東京都東村山市野口町1-25-15","35.758257","139.464253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00031","市民スポーツセンター","","","","","","","","","","132136","","東京都","東村山市","久米川町3丁目","30-5","","東京都東村山市久米川町3-30-5","35.761085","139.479636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00032","運動公園事務室","","","","","","","","","","132136","","東京都","東村山市","恩多町1丁目","51-1","","東京都東村山市恩多町1-51-1","35.754234","139.489705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00033","東村山消防署","","","","","","","","","","132136","","東京都","東村山市","美住町2丁目","28-16","","東京都東村山市美住町2-28-16","35.752907","139.450608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00034","多摩湖町4丁目第2仲よし広場","","","","","","","","","","132136","","東京都","東村山市","多摩湖町4丁目","21-3","","東京都東村山市多摩湖町4-21-3","35.766844","139.449503","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00035","多摩湖町3丁目第1仲よし広場","","","","","","","","","","132136","","東京都","東村山市","多摩湖町3丁目","第1仲よし広場","","東京都東村山市多摩湖町3丁目第1仲よし広場","35.763153","139.443704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00036","多摩湖町2丁目第1仲よし広場","","","","","","","","","","132136","","東京都","東村山市","多摩湖町2丁目","第1仲よし広場","","東京都東村山市多摩湖町2丁目第1仲よし広場","35.762767","139.446933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00037","富士見第一児童遊園","","","","","","","","","","132136","","東京都","東村山市","富士見町4丁目","17-21","","東京都東村山市富士見町4-17-21","35.749731","139.448801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00038","富士見第二児童遊園","","","","","","","","","","132136","","東京都","東村山市","富士見町3丁目","16-5","","東京都東村山市富士見町3-16-5","35.747667","139.452903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00039","富士見第三児童遊園","","","","","","","","","","132136","","東京都","東村山市","富士見町2丁目","10-69","","東京都東村山市富士見町2-10-69","35.739268","139.453037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00040","いつよ自治会緑地","","","","","","","","","","132136","","東京都","東村山市","美住町1丁目","22-39","","東京都東村山市美住町1-22-39","35.749575","139.458523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00041","美住町1丁目第3仲よし広場","","","","","","","","","","132136","","東京都","東村山市","美住町1丁目","第3仲よし広場","","東京都東村山市美住町1丁目第3仲よし広場","35.751680","139.461907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00042","廻田ゲートボール場","","","","","","","","","","132136","","東京都","東村山市","廻田町1丁目","26","","東京都東村山市廻田町1-26","35.756053","139.452356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00043","消防団第４分団","","","","","","","","","","132136","","東京都","東村山市","野口町4丁目","3-6","","東京都東村山市野口町4-3-6","35.763358","139.460184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00044","野口町２丁目公園","","","","","","","","","","132136","","東京都","東村山市","野口町2丁目","6-5","","東京都東村山市野口町2-6-5","35.760519","139.459000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00045","全生園","","","","","","","","","","132136","","東京都","東村山市","青葉町4丁目","1-1","","東京都東村山市青葉町4-1-1","35.763047","139.497082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00046","東京白十字病院","","","","","","","","","","132136","","東京都","東村山市","諏訪町2丁目","26-1","","東京都東村山市諏訪町2-26-1","35.770671","139.463848","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00047","熊野公園","","","","","","","","","","132136","","東京都","東村山市","久米川町5丁目","13","","東京都東村山市久米川町5-13","35.771274","139.471705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00048","久米川ふれあいセンター","","","","","","","","","","132136","","東京都","東村山市","久米川町3丁目","16-4","","東京都東村山市久米川町3-16-4","35.766096","139.474206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136M00049","久米川少年野球場","","","","","","","","","","132136","","東京都","東村山市","久米川町4丁目","43-9","","東京都東村山市久米川町4-43-9","35.765841","139.469180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
