"防災行政無線_全国地方公共団体コード","施設_ID","設備_ID","防災行政無線_ID","防災行政無線_名称","防災行政無線_名称（カナ）","防災行政無線_名称（英字）","防災行政無線_説明","防災行政無線_緯度","防災行政無線_経度","防災行政無線_座標参照系","防災行政無線_座標参照系コード","防災行政無線_地区名","防災行政無線_備考"
"132136","132136M00001","132136M00001","132136M00001","東村山市役所","","","","","","","","",""
"132136","132136M00002","132136M00002","132136M00002","化成小学校","","","","","","","","",""
"132136","132136M00003","132136M00003","132136M00003","回田小学校","","","","","","","","",""
"132136","132136M00004","132136M00004","132136M00004","大岱小学校","","","","","","","","",""
"132136","132136M00005","132136M00005","132136M00005","秋津小学校","","","","","","","","",""
"132136","132136M00006","132136M00006","132136M00006","八坂小学校","","","","","","","","",""
"132136","132136M00007","132136M00007","132136M00007","萩山小学校","","","","","","","","",""
"132136","132136M00008","132136M00008","132136M00008","南台小学校","","","","","","","","",""
"132136","132136M00009","132136M00009","132136M00009","久米川小学校","","","","","","","","",""
"132136","132136M00010","132136M00010","132136M00010","東萩山小学校","","","","","","","","",""
"132136","132136M00011","132136M00011","132136M00011","青葉小学校","","","","","","","","",""
"132136","132136M00012","132136M00012","132136M00012","北山小学校","","","","","","","","",""
"132136","132136M00013","132136M00013","132136M00013","秋津東小学校","","","","","","","","",""
"132136","132136M00014","132136M00014","132136M00014","野火止小学校","","","","","","","","",""
"132136","132136M00015","132136M00015","132136M00015","久米川東小学校","","","","","","","","",""
"132136","132136M00016","132136M00016","132136M00016","富士見小学校","","","","","","","","",""
"132136","132136M00017","132136M00017","132136M00017","東村山第一中学校","","","","","","","","",""
"132136","132136M00018","132136M00018","132136M00018","東村山第二中学校","","","","","","","","",""
"132136","132136M00019","132136M00019","132136M00019","東村山第三中学校","","","","","","","","",""
"132136","132136M00020","132136M00020","132136M00020","東村山第四中学校","","","","","","","","",""
"132136","132136M00021","132136M00021","132136M00021","東村山第五中学校","","","","","","","","",""
"132136","132136M00022","132136M00022","132136M00022","東村山第六中学校","","","","","","","","",""
"132136","132136M00023","132136M00023","132136M00023","東村山第七中学校","","","","","","","","",""
"132136","132136M00024","132136M00024","132136M00024","本町児童館","","","","","","","","",""
"132136","132136M00025","132136M00025","132136M00025","萩山第二児童遊園","","","","","","","","",""
"132136","132136M00026","132136M00026","132136M00026","中央公民館","","","","","","","","",""
"132136","132136M00027","132136M00027","132136M00027","秋津文化センター","","","","","","","","",""
"132136","132136M00028","132136M00028","132136M00028","廻田文化センター","","","","","","","","",""
"132136","132136M00029","132136M00029","132136M00029","栄町ふれあいセンター","","","","","","","","",""
"132136","132136M00030","132136M00030","132136M00030","社会福祉協議会","","","","","","","","",""
"132136","132136M00031","132136M00031","132136M00031","市民スポーツセンター","","","","","","","","",""
"132136","132136M00032","132136M00032","132136M00032","運動公園事務室","","","","","","","","",""
"132136","132136M00033","132136M00033","132136M00033","東村山消防署","","","","","","","","",""
"132136","132136M00034","132136M00034","132136M00034","多摩湖町4丁目第2仲よし広場","","","","","","","","",""
"132136","132136M00035","132136M00035","132136M00035","多摩湖町3丁目第1仲よし広場","","","","","","","","",""
"132136","132136M00036","132136M00036","132136M00036","多摩湖町2丁目第1仲よし広場","","","","","","","","",""
"132136","132136M00037","132136M00037","132136M00037","富士見第一児童遊園","","","","","","","","",""
"132136","132136M00038","132136M00038","132136M00038","富士見第二児童遊園","","","","","","","","",""
"132136","132136M00039","132136M00039","132136M00039","富士見第三児童遊園","","","","","","","","",""
"132136","132136M00040","132136M00040","132136M00040","いつよ自治会緑地","","","","","","","","",""
"132136","132136M00041","132136M00041","132136M00041","美住町1丁目第3仲よし広場","","","","","","","","",""
"132136","132136M00042","132136M00042","132136M00042","廻田ゲートボール場","","","","","","","","",""
"132136","132136M00043","132136M00043","132136M00043","消防団第４分団","","","","","","","","",""
"132136","132136M00044","132136M00044","132136M00044","野口町２丁目公園","","","","","","","","",""
"132136","132136M00045","132136M00045","132136M00045","全生園","","","","","","","","",""
"132136","132136M00046","132136M00046","132136M00046","東京白十字病院","","","","","","","","",""
"132136","132136M00047","132136M00047","132136M00047","熊野公園","","","","","","","","",""
"132136","132136M00048","132136M00048","132136M00048","久米川ふれあいセンター","","","","","","","","",""
"132136","132136M00049","132136M00049","132136M00049","久米川少年野球場","","","","","","","","",""
"132136","132136M00050","132136M00050","132136M00050","久米川駅前広場","","","","","","","","",""
"132136","132136M00051","132136M00051","132136M00051","富士見文化センター","","","","","","","","",""
"132136","132136M00052","132136M00052","132136M00052","青葉町2丁目第3仲よし広場","","","","","","","","",""
"132136","132136M00053","132136M00053","132136M00053","伊豆殿公園","","","","","","","","",""
"132136","132136M00054","132136M00054","132136M00054","萩山駅前広場","","","","","","","","",""
"132136","132136M00055","132136M00055","132136M00055","稲荷公園","","","","","","","","",""
"132136","132136M00056","132136M00056","132136M00056","秋津町３丁目","","","","","","","","",""
"132136","132136M00057","132136M00057","132136M00057","秋津第二児童遊園","","","","","","","","",""
"132136","132136M00058","132136M00058","132136M00058","恩多町2丁目第1仲よし広場","","","","","","","","",""
"132136","132136M00059","132136M00059","132136M00059","青葉町1丁目第2仲よし広場","","","","","","","","",""
"132136","132136M00060","132136M00060","132136M00060","青葉町1丁目第5仲よし広場","","","","","","","","",""
"132136","132136M00061","132136M00061","132136M00061","星ヶ丘公園","","","","","","","","",""
"132136","132136M00062","132136M00062","132136M00062","青葉町3丁目第2仲よし広場","","","","","","","","",""
"132136","132136M00063","132136M00063","132136M00063","あきつの園","","","","","","","","",""
"132136","132136M00064","132136M00064","132136M00064","秋津町4丁目第1仲よし広場","","","","","","","","",""
"132136","132136M00065","132136M00065","132136M00065","秋津5丁目都営住宅公園","","","","","","","","",""
