"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20230601","芝地区総合支所管内","芝一丁目","819","855","1674"
"20230601","芝地区総合支所管内","芝二丁目","1359","1506","2865"
"20230601","芝地区総合支所管内","芝三丁目","1347","1549","2896"
"20230601","芝地区総合支所管内","芝四丁目","866","1045","1911"
"20230601","芝地区総合支所管内","芝五丁目","1010","1442","2452"
"20230601","芝地区総合支所管内","海岸一丁目","838","778","1616"
"20230601","芝地区総合支所管内","東新橋一丁目","591","668","1259"
"20230601","芝地区総合支所管内","東新橋二丁目","291","188","479"
"20230601","芝地区総合支所管内","新橋一丁目","5","4","9"
"20230601","芝地区総合支所管内","新橋二丁目","46","48","94"
"20230601","芝地区総合支所管内","新橋三丁目","76","74","150"
"20230601","芝地区総合支所管内","新橋四丁目","264","228","492"
"20230601","芝地区総合支所管内","新橋五丁目","514","405","919"
"20230601","芝地区総合支所管内","新橋六丁目","505","418","923"
"20230601","芝地区総合支所管内","西新橋一丁目","142","100","242"
"20230601","芝地区総合支所管内","西新橋二丁目","150","176","326"
"20230601","芝地区総合支所管内","西新橋三丁目","342","362","704"
"20230601","芝地区総合支所管内","三田一丁目","1243","1615","2858"
"20230601","芝地区総合支所管内","三田二丁目","1553","1964","3517"
"20230601","芝地区総合支所管内","三田三丁目","632","720","1352"
"20230601","芝地区総合支所管内","浜松町一丁目","919","896","1815"
"20230601","芝地区総合支所管内","浜松町二丁目","109","100","209"
"20230601","芝地区総合支所管内","芝大門一丁目","315","329","644"
"20230601","芝地区総合支所管内","芝大門二丁目","317","304","621"
"20230601","芝地区総合支所管内","芝公園一丁目","105","111","216"
"20230601","芝地区総合支所管内","芝公園二丁目","269","281","550"
"20230601","芝地区総合支所管内","芝公園三丁目","107","135","242"
"20230601","芝地区総合支所管内","芝公園四丁目","35","24","59"
"20230601","芝地区総合支所管内","虎ノ門一丁目","172","160","332"
"20230601","芝地区総合支所管内","虎ノ門二丁目","8","5","13"
"20230601","芝地区総合支所管内","虎ノ門三丁目","747","842","1589"
"20230601","芝地区総合支所管内","虎ノ門四丁目","241","382","623"
