"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20200301","芝浦港南地区総合支所管内","芝浦三丁目","788","874","1662"
"20200301","芝浦港南地区総合支所管内","芝浦四丁目","6044","6478","12522"
"20200301","芝浦港南地区総合支所管内","海岸二丁目","343","354","697"
"20200301","芝浦港南地区総合支所管内","海岸三丁目","1733","1381","3114"
"20200301","芝浦港南地区総合支所管内","港南一丁目","121","143","264"
"20200301","芝浦港南地区総合支所管内","港南二丁目","949","1115","2064"
"20200301","芝浦港南地区総合支所管内","港南三丁目","2385","2679","5064"
"20200301","芝浦港南地区総合支所管内","港南四丁目","3684","4264","7948"
"20200301","芝浦港南地区総合支所管内","港南五丁目","266","174","440"
"20200301","芝浦港南地区総合支所管内","台場一丁目","1616","1841","3457"
"20200301","芝浦港南地区総合支所管内","台場二丁目","371","388","759"

"町丁別選挙人名簿登録者数　令和2年3月1日時点","Ver202003",,,,
