"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20200301","芝地区総合支所管内","芝一丁目","781","868","1649"
"20200301","芝地区総合支所管内","芝二丁目","1390","1613","3003"
"20200301","芝地区総合支所管内","芝三丁目","1359","1549","2908"
"20200301","芝地区総合支所管内","芝四丁目","897","1019","1916"
"20200301","芝地区総合支所管内","芝五丁目","1012","1490","2502"
"20200301","芝地区総合支所管内","海岸一丁目","760","728","1488"
"20200301","芝地区総合支所管内","東新橋一丁目","547","662","1209"
"20200301","芝地区総合支所管内","東新橋二丁目","291","183","474"
"20200301","芝地区総合支所管内","新橋一丁目","5","8","13"
"20200301","芝地区総合支所管内","新橋二丁目","52","49","101"
"20200301","芝地区総合支所管内","新橋三丁目","94","89","183"
"20200301","芝地区総合支所管内","新橋四丁目","223","195","418"
"20200301","芝地区総合支所管内","新橋五丁目","395","349","744"
"20200301","芝地区総合支所管内","新橋六丁目","484","371","855"
"20200301","芝地区総合支所管内","西新橋一丁目","143","106","249"
"20200301","芝地区総合支所管内","西新橋二丁目","175","165","340"
"20200301","芝地区総合支所管内","西新橋三丁目","340","363","703"
"20200301","芝地区総合支所管内","三田一丁目","1480","1845","3325"
"20200301","芝地区総合支所管内","三田二丁目","1510","1942","3452"
"20200301","芝地区総合支所管内","三田三丁目","666","715","1381"
"20200301","芝地区総合支所管内","浜松町一丁目","885","849","1734"
"20200301","芝地区総合支所管内","浜松町二丁目","146","122","268"
"20200301","芝地区総合支所管内","芝大門一丁目","258","285","543"
"20200301","芝地区総合支所管内","芝大門二丁目","325","349","674"
"20200301","芝地区総合支所管内","芝公園一丁目","100","114","214"
"20200301","芝地区総合支所管内","芝公園二丁目","266","289","555"
"20200301","芝地区総合支所管内","芝公園三丁目","112","134","246"
"20200301","芝地区総合支所管内","芝公園四丁目","26","27","53"
"20200301","芝地区総合支所管内","虎ノ門一丁目","177","183","360"
"20200301","芝地区総合支所管内","虎ノ門二丁目","8","6","14"
"20200301","芝地区総合支所管内","虎ノ門三丁目","700","779","1479"
"20200301","芝地区総合支所管内","虎ノ門四丁目","174","325","499"
"20200301","芝地区総合支所管内","虎ノ門五丁目","126","147","273"
"20200301","芝地区総合支所管内","愛宕一丁目","10","12","22"
"20200301","芝地区総合支所管内","愛宕二丁目","117","131","248"
"20200301","麻布地区総合支所管内","麻布狸穴町","238","274","512"
"20200301","麻布地区総合支所管内","麻布永坂町","66","94","160"
"20200301","麻布地区総合支所管内","南麻布一丁目","1406","1829","3235"
"20200301","麻布地区総合支所管内","南麻布二丁目","1421","1741","3162"
"20200301","麻布地区総合支所管内","南麻布三丁目","1042","1330","2372"
"20200301","麻布地区総合支所管内","南麻布四丁目","1049","1432","2481"
"20200301","麻布地区総合支所管内","南麻布五丁目","606","877","1483"
"20200301","麻布地区総合支所管内","元麻布一丁目","367","498","865"
"20200301","麻布地区総合支所管内","元麻布二丁目","628","808","1436"
"20200301","麻布地区総合支所管内","元麻布三丁目","588","602","1190"
"20200301","麻布地区総合支所管内","西麻布一丁目","687","700","1387"
"20200301","麻布地区総合支所管内","西麻布二丁目","991","1098","2089"
"20200301","麻布地区総合支所管内","西麻布三丁目","1115","1359","2474"
"20200301","麻布地区総合支所管内","西麻布四丁目","1095","1376","2471"
"20200301","麻布地区総合支所管内","六本木一丁目","704","920","1624"
"20200301","麻布地区総合支所管内","六本木二丁目","311","275","586"
"20200301","麻布地区総合支所管内","六本木三丁目","1041","1007","2048"
"20200301","麻布地区総合支所管内","六本木四丁目","505","456","961"
"20200301","麻布地区総合支所管内","六本木五丁目","747","891","1638"
"20200301","麻布地区総合支所管内","六本木六丁目","473","586","1059"
"20200301","麻布地区総合支所管内","六本木七丁目","845","885","1730"
"20200301","麻布地区総合支所管内","麻布台一丁目","91","82","173"
"20200301","麻布地区総合支所管内","麻布台二丁目","170","175","345"
"20200301","麻布地区総合支所管内","麻布台三丁目","376","427","803"
"20200301","麻布地区総合支所管内","麻布十番一丁目","474","499","973"
"20200301","麻布地区総合支所管内","麻布十番二丁目","1059","1271","2330"
"20200301","麻布地区総合支所管内","麻布十番三丁目","705","746","1451"
"20200301","麻布地区総合支所管内","麻布十番四丁目","167","248","415"
"20200301","麻布地区総合支所管内","東麻布一丁目","854","1086","1940"
"20200301","麻布地区総合支所管内","東麻布二丁目","895","980","1875"
"20200301","麻布地区総合支所管内","東麻布三丁目","341","360","701"
"20200301","赤坂地区総合支所管内","元赤坂一丁目","136","148","284"
"20200301","赤坂地区総合支所管内","元赤坂二丁目","135","109","244"
"20200301","赤坂地区総合支所管内","赤坂一丁目","178","239","417"
"20200301","赤坂地区総合支所管内","赤坂二丁目","1178","1183","2361"
"20200301","赤坂地区総合支所管内","赤坂三丁目","125","88","213"
"20200301","赤坂地区総合支所管内","赤坂四丁目","939","925","1864"
"20200301","赤坂地区総合支所管内","赤坂五丁目","268","378","646"
"20200301","赤坂地区総合支所管内","赤坂六丁目","1448","1555","3003"
"20200301","赤坂地区総合支所管内","赤坂七丁目","960","1091","2051"
"20200301","赤坂地区総合支所管内","赤坂八丁目","1114","1498","2612"
"20200301","赤坂地区総合支所管内","赤坂九丁目","873","782","1655"
"20200301","赤坂地区総合支所管内","南青山一丁目","907","1151","2058"
"20200301","赤坂地区総合支所管内","南青山二丁目","838","994","1832"
"20200301","赤坂地区総合支所管内","南青山三丁目","427","572","999"
"20200301","赤坂地区総合支所管内","南青山四丁目","1157","1461","2618"
"20200301","赤坂地区総合支所管内","南青山五丁目","486","626","1112"
"20200301","赤坂地区総合支所管内","南青山六丁目","649","836","1485"
"20200301","赤坂地区総合支所管内","南青山七丁目","848","1091","1939"
"20200301","赤坂地区総合支所管内","北青山一丁目","469","724","1193"
"20200301","赤坂地区総合支所管内","北青山二丁目","206","254","460"
"20200301","赤坂地区総合支所管内","北青山三丁目","242","367","609"
"20200301","高輪地区総合支所管内","三田四丁目","1323","1678","3001"
"20200301","高輪地区総合支所管内","三田五丁目","2127","2790","4917"
"20200301","高輪地区総合支所管内","高輪一丁目","2415","3300","5715"
"20200301","高輪地区総合支所管内","高輪二丁目","2359","3039","5398"
"20200301","高輪地区総合支所管内","高輪三丁目","1744","2134","3878"
"20200301","高輪地区総合支所管内","高輪四丁目","1665","1857","3522"
"20200301","高輪地区総合支所管内","白金一丁目","1497","2000","3497"
"20200301","高輪地区総合支所管内","白金二丁目","850","1127","1977"
"20200301","高輪地区総合支所管内","白金三丁目","1459","1816","3275"
"20200301","高輪地区総合支所管内","白金四丁目","493","705","1198"
"20200301","高輪地区総合支所管内","白金五丁目","663","788","1451"
"20200301","高輪地区総合支所管内","白金六丁目","1310","1695","3005"
"20200301","高輪地区総合支所管内","白金台一丁目","345","480","825"
"20200301","高輪地区総合支所管内","白金台二丁目","982","1334","2316"
"20200301","高輪地区総合支所管内","白金台三丁目","1331","1793","3124"
"20200301","高輪地区総合支所管内","白金台四丁目","716","1001","1717"
"20200301","高輪地区総合支所管内","白金台五丁目","654","872","1526"
"20200301","芝浦港南地区総合支所管内","芝浦一丁目","1299","1257","2556"
"20200301","芝浦港南地区総合支所管内","芝浦二丁目","1365","1575","2940"
