科目,31決算額（円）,31構成比（％）,31指数（％）,02決算額（円）,02構成比（％）,02指数（％）,03決算額（円）,03構成比（％）,03指数（％）
貸付金,"80,767 ",100.00 ,100.00 ,"22,240 ",100.00 ,27.54 ,0 ,[sanitize],[sanitize]
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
