種別,学校名,校長,副校長,主幹教諭,主幹教諭(養護),主任教諭,主任養護教諭,教諭,養護教諭,小計,指導主事,産育代教諭,事務栄養士,計,非常勤等
小学校,三宅村立三宅小学校,1,1,2,0,4,1,8,0,17,1,0,2,20,0
小学校,御蔵島村立御蔵島小学校,1,1,2,0,1,1,5,0,11,,0,1,12,0
小学校,計,2,2,4,0,5,2,13,0,28,1,0,3,32,0
中学校,三宅村立三宅中学校,1,1,1,0,5,0,6,1,15,,0,1,16,2
中学校,御蔵島村立御蔵島中学校,,1,1,0,3,0,6,,11,,0,1,12,0
中学校,計,1,2,2,0,8,0,12,1,26,,0,2,28,2
合計,,3,4,6,0,13,2,25,1,54,1,0,5,60,2
