科目年度区分,31決算額（円）,31構成比（％）,31指数（％）,02決算額（円）,02構成比（％）,02指数（％）,03決算額（円）,03構成比（％）,03指数（％）
返還金,"127,250 ",100.00 ,100.00 ,"104,600 ",100.00 ,82.20 ,"60,000 ",100.00 ,47.15 
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
