地区,区分,生活,住宅,教育,介護,医療,出産,生業,葬祭
三宅村,世帯,43,34,1,17,45,0,1,0
三宅村,人員,48,36,1,17,51,0,1,0
御蔵島村,世帯,0,0,0,0,0,0,0,0
御蔵島村,人員,0,0,0,0,0,0,0,0
合計,世帯,43,34,1,17,45,0,1,0
合計,人員,48,36,1,17,51,0,1,0
