事業名,公単別,事業内容,事業主体,事業費（千円）,負担区分国（千円）,負担区分都（千円）,負担区分村（千円）
地域農政推進対策,単,担い手育成活動支援,三宅村,337 ,[sanitize],168 ,169 
農業次世代人材投資事業,公,新規就農者経営確立支援,三宅村,"3,750 ","3,750 ",[sanitize],[sanitize]
農業委員会交付金,公,農業委員会活動補助,三宅村,"12,293 ","1,022 ",[sanitize],"11,271 "
農業委員会交付金,公,農業委員会活動補助,御蔵島村,"9,631 ",477 ,[sanitize],"9,154 "
農業経営基盤強化事業事務取扱交付金,公,国有農地管理事務費,三宅村,66 ,66 ,[sanitize],[sanitize]
