村名,乳用牛経産（頭）,乳用牛未経産（頭）,乳用牛計（頭）,乳用牛戸数（戸）,肉用牛頭数（頭）,肉用牛戸数（戸）,豚肉豚（頭）,豚繁殖豚（頭）,豚戸数（戸）,採卵鶏羽数（羽）,採卵鶏戸数（戸）,肉養鶏（羽）,肉養鶏戸数（戸）
三宅村,0,0,0,0,0,0,0,14,1,259,6,1,1
御蔵島村,0,0,0,0,0,0,0,0,0,40,1,0,0
計,0,0,0,0,0,0,0,14,1,299,7,1,1
