地区１,地区２,１トン未満（隻）,１～３トン（隻）,３～５トン（隻）,５～１０トン（隻）,１０トン以上（隻）,計（隻）
三宅村,阿古,4,5,7,12,10,38
三宅村,伊ヶ谷,2,9,0,0,0,11
三宅村,伊豆,3,3,0,0,0,6
三宅村,神着,11,12,2,2,0,27
三宅村,坪田,4,6,3,6,2,21
三宅村,計,24,35,12,20,12,103
御蔵島村,,10,22,0,0,0,32
計,,34,57,12,20,12,135
