区分,,平成2年,平成7年,平成12年,平成17年,平成22年
15歳以上人口,,191236,189372,192338,206624,220808
労働力,就業者,130893,126065,121962,124006,123123
労働力,〔内・おもに仕事〕,108732,103693,102718,102993,103370
労働力,完全失業者,4059,6799,6626,8404,7747
労働力,小計,134952,132864,128588,132410,130870
非労働力,,54816,54958,59195,62442,57368
不詳,,1468,1550,4555,11772,32570
