"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","平和","Q27. 区では、平成 17 年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。","知っている（実際に見たことがある）","95","14.4"
"202003","平和","Q27. 区では、平成 17 年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。","知っているが、見たことはない","51","7.8"
"202003","平和","Q27. 区では、平成 17 年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。","知らなかったが、見てみたい","382","58.1"
"202003","平和","Q27. 区では、平成 17 年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。","知らないし、見たいとも思わない","120","18.2"
"202003","平和","Q27. 区では、平成 17 年に区立芝公園に「平和の灯（広島県広島市）」、「ナガサキ誓いの火（長崎県長崎市）」及び「平和の火（福岡県八女市）」の火を合わせた「平和の灯（ひ）」を設置しました。あなたは、この「平和の灯」を知っていますか。","無回答","10","1.5"

"第32回港区民世論調査単純集計表・平和Q27","Ver202003",,,,
