"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20231201","芝地区総合支所管内","芝一丁目","814","871","1685"
"20231201","芝地区総合支所管内","芝二丁目","1381","1505","2886"
"20231201","芝地区総合支所管内","芝三丁目","1379","1570","2949"
"20231201","芝地区総合支所管内","芝四丁目","882","1064","1946"
"20231201","芝地区総合支所管内","芝五丁目","1015","1444","2459"
"20231201","芝地区総合支所管内","海岸一丁目","833","770","1603"
"20231201","芝地区総合支所管内","東新橋一丁目","599","661","1260"
"20231201","芝地区総合支所管内","東新橋二丁目","278","192","470"
"20231201","芝地区総合支所管内","新橋一丁目","5","4","9"
"20231201","芝地区総合支所管内","新橋二丁目","47","52","99"
"20231201","芝地区総合支所管内","新橋三丁目","74","76","150"
"20231201","芝地区総合支所管内","新橋四丁目","268","227","495"
"20231201","芝地区総合支所管内","新橋五丁目","513","396","909"
"20231201","芝地区総合支所管内","新橋六丁目","511","418","929"
"20231201","芝地区総合支所管内","西新橋一丁目","145","96","241"
"20231201","芝地区総合支所管内","西新橋二丁目","155","172","327"
"20231201","芝地区総合支所管内","西新橋三丁目","339","412","751"
"20231201","芝地区総合支所管内","三田一丁目","1231","1615","2846"
"20231201","芝地区総合支所管内","三田二丁目","1553","1950","3503"
"20231201","芝地区総合支所管内","三田三丁目","648","723","1371"
"20231201","芝地区総合支所管内","浜松町一丁目","903","881","1784"
"20231201","芝地区総合支所管内","浜松町二丁目","109","93","202"
"20231201","芝地区総合支所管内","芝大門一丁目","314","326","640"
"20231201","芝地区総合支所管内","芝大門二丁目","328","301","629"
"20231201","芝地区総合支所管内","芝公園一丁目","102","114","216"
"20231201","芝地区総合支所管内","芝公園二丁目","271","269","540"
"20231201","芝地区総合支所管内","芝公園三丁目","102","136","238"
"20231201","芝地区総合支所管内","芝公園四丁目","35","23","58"
"20231201","芝地区総合支所管内","虎ノ門一丁目","170","159","329"
"20231201","芝地区総合支所管内","虎ノ門二丁目","12","9","21"
"20231201","芝地区総合支所管内","虎ノ門三丁目","747","834","1581"
"20231201","芝地区総合支所管内","虎ノ門四丁目","247","397","644"
"20231201","芝地区総合支所管内","虎ノ門五丁目","137","135","272"
"20231201","芝地区総合支所管内","愛宕一丁目","157","151","308"
"20231201","芝地区総合支所管内","愛宕二丁目","114","145","259"
"20231201","麻布地区総合支所管内","麻布狸穴町","230","265","495"
"20231201","麻布地区総合支所管内","麻布永坂町","74","102","176"
"20231201","麻布地区総合支所管内","南麻布一丁目","1524","2049","3573"
"20231201","麻布地区総合支所管内","南麻布二丁目","1442","1797","3239"
"20231201","麻布地区総合支所管内","南麻布三丁目","1026","1365","2391"
"20231201","麻布地区総合支所管内","南麻布四丁目","1113","1526","2639"
"20231201","麻布地区総合支所管内","南麻布五丁目","607","840","1447"
"20231201","麻布地区総合支所管内","元麻布一丁目","350","485","835"
"20231201","麻布地区総合支所管内","元麻布二丁目","589","758","1347"
"20231201","麻布地区総合支所管内","元麻布三丁目","485","588","1073"
"20231201","麻布地区総合支所管内","西麻布一丁目","675","660","1335"
"20231201","麻布地区総合支所管内","西麻布二丁目","1008","1094","2102"
"20231201","麻布地区総合支所管内","西麻布三丁目","1041","1306","2347"
"20231201","麻布地区総合支所管内","西麻布四丁目","1124","1366","2490"
"20231201","麻布地区総合支所管内","六本木一丁目","749","953","1702"
"20231201","麻布地区総合支所管内","六本木二丁目","348","277","625"
"20231201","麻布地区総合支所管内","六本木三丁目","1062","978","2040"
"20231201","麻布地区総合支所管内","六本木四丁目","451","430","881"
"20231201","麻布地区総合支所管内","六本木五丁目","743","865","1608"
"20231201","麻布地区総合支所管内","六本木六丁目","485","612","1097"
"20231201","麻布地区総合支所管内","六本木七丁目","796","861","1657"
"20231201","麻布地区総合支所管内","麻布台一丁目","70","70","140"
"20231201","麻布地区総合支所管内","麻布台二丁目","160","178","338"
"20231201","麻布地区総合支所管内","麻布台三丁目","399","414","813"
"20231201","麻布地区総合支所管内","麻布十番一丁目","412","420","832"
"20231201","麻布地区総合支所管内","麻布十番二丁目","1018","1255","2273"
"20231201","麻布地区総合支所管内","麻布十番三丁目","643","729","1372"
"20231201","麻布地区総合支所管内","麻布十番四丁目","147","235","382"
"20231201","麻布地区総合支所管内","東麻布一丁目","852","1104","1956"
"20231201","麻布地区総合支所管内","東麻布二丁目","880","973","1853"
"20231201","麻布地区総合支所管内","東麻布三丁目","337","380","717"
"20231201","赤坂地区総合支所管内","元赤坂一丁目","156","149","305"
"20231201","赤坂地区総合支所管内","元赤坂二丁目","136","99","235"
"20231201","赤坂地区総合支所管内","赤坂一丁目","186","242","428"
"20231201","赤坂地区総合支所管内","赤坂二丁目","1195","1190","2385"
"20231201","赤坂地区総合支所管内","赤坂三丁目","121","85","206"
"20231201","赤坂地区総合支所管内","赤坂四丁目","968","987","1955"
"20231201","赤坂地区総合支所管内","赤坂五丁目","273","387","660"
"20231201","赤坂地区総合支所管内","赤坂六丁目","1467","1617","3084"
"20231201","赤坂地区総合支所管内","赤坂七丁目","984","1136","2120"
"20231201","赤坂地区総合支所管内","赤坂八丁目","1088","1472","2560"
"20231201","赤坂地区総合支所管内","赤坂九丁目","894","840","1734"
"20231201","赤坂地区総合支所管内","南青山一丁目","893","1090","1983"
"20231201","赤坂地区総合支所管内","南青山二丁目","822","988","1810"
"20231201","赤坂地区総合支所管内","南青山三丁目","406","556","962"
"20231201","赤坂地区総合支所管内","南青山四丁目","1200","1432","2632"
"20231201","赤坂地区総合支所管内","南青山五丁目","479","588","1067"
"20231201","赤坂地区総合支所管内","南青山六丁目","662","836","1498"
"20231201","赤坂地区総合支所管内","南青山七丁目","1000","1284","2284"
"20231201","赤坂地区総合支所管内","北青山一丁目","439","675","1114"
"20231201","赤坂地区総合支所管内","北青山二丁目","188","250","438"
"20231201","赤坂地区総合支所管内","北青山三丁目","321","425","746"
