"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20200901","芝地区総合支所管内","芝一丁目","788","886","1674"
"20200901","芝地区総合支所管内","芝二丁目","1371","1601","2972"
"20200901","芝地区総合支所管内","芝三丁目","1385","1562","2947"
"20200901","芝地区総合支所管内","芝四丁目","894","1025","1919"
"20200901","芝地区総合支所管内","芝五丁目","1004","1482","2486"
"20200901","芝地区総合支所管内","海岸一丁目","758","730","1488"
"20200901","芝地区総合支所管内","東新橋一丁目","559","679","1238"
"20200901","芝地区総合支所管内","東新橋二丁目","272","175","447"
"20200901","芝地区総合支所管内","新橋一丁目","5","7","12"
"20200901","芝地区総合支所管内","新橋二丁目","52","48","100"
"20200901","芝地区総合支所管内","新橋三丁目","89","86","175"
"20200901","芝地区総合支所管内","新橋四丁目","222","196","418"
"20200901","芝地区総合支所管内","新橋五丁目","431","381","812"
"20200901","芝地区総合支所管内","新橋六丁目","491","363","854"
"20200901","芝地区総合支所管内","西新橋一丁目","143","105","248"
"20200901","芝地区総合支所管内","西新橋二丁目","166","163","329"
"20200901","芝地区総合支所管内","西新橋三丁目","350","384","734"
"20200901","芝地区総合支所管内","三田一丁目","1457","1839","3296"
"20200901","芝地区総合支所管内","三田二丁目","1529","1943","3472"
"20200901","芝地区総合支所管内","三田三丁目","652","721","1373"
"20200901","芝地区総合支所管内","浜松町一丁目","910","884","1794"
"20200901","芝地区総合支所管内","浜松町二丁目","140","114","254"
"20200901","芝地区総合支所管内","芝大門一丁目","264","285","549"
"20200901","芝地区総合支所管内","芝大門二丁目","340","342","682"
"20200901","芝地区総合支所管内","芝公園一丁目","99","121","220"
"20200901","芝地区総合支所管内","芝公園二丁目","273","294","567"
"20200901","芝地区総合支所管内","芝公園三丁目","114","132","246"
"20200901","芝地区総合支所管内","芝公園四丁目","29","27","56"
"20200901","芝地区総合支所管内","虎ノ門一丁目","183","194","377"
"20200901","芝地区総合支所管内","虎ノ門二丁目","9","6","15"
"20200901","芝地区総合支所管内","虎ノ門三丁目","710","778","1488"
"20200901","芝地区総合支所管内","虎ノ門四丁目","184","374","558"
"20200901","芝地区総合支所管内","虎ノ門五丁目","128","143","271"
"20200901","芝地区総合支所管内","愛宕一丁目","9","11","20"
"20200901","芝地区総合支所管内","愛宕二丁目","126","139","265"
"20200901","麻布地区総合支所管内","麻布狸穴町","237","284","521"
"20200901","麻布地区総合支所管内","麻布永坂町","66","94","160"
"20200901","麻布地区総合支所管内","南麻布一丁目","1452","1888","3340"
"20200901","麻布地区総合支所管内","南麻布二丁目","1423","1739","3162"
"20200901","麻布地区総合支所管内","南麻布三丁目","1046","1356","2402"
"20200901","麻布地区総合支所管内","南麻布四丁目","1066","1450","2516"
"20200901","麻布地区総合支所管内","南麻布五丁目","614","889","1503"
"20200901","麻布地区総合支所管内","元麻布一丁目","365","503","868"
