地域階層,地域コード,項番 Item number,地域,District,総床面積 Total floor space,新設 Newly constructed／総数 Total／戸数 Number,新設 Newly constructed／総数 Total／総床面積 Total floor space,新設 Newly constructed／持家 Owner's dwelling ／戸数 Number,新設 Newly constructed／持家 Owner's dwelling ／総床面積 Total floor space,新設 Newly constructed／貸家 For rent／戸数 Number,新設 Newly constructed／貸家 For rent／総床面積 Total floor space,新設 Newly constructed／給与住宅 Issued dwelling／戸数 Number,新設 Newly constructed／給与住宅 Issued dwelling／総床面積 Total floor space,新設 Newly constructed／分譲住宅 For sale／戸数 Number,新設 Newly constructed／分譲住宅 For sale／総床面積 Total floor space,その他 Others／総数 Total／戸数 Number,その他 Others／総数 Total／総床面積 Total floor space,その他 Others／持家 Owner's dwelling ／戸数 Number,その他 Others／持家 Owner's dwelling ／総床面積 Total floor space,その他 Others／貸家 For rent／戸数 Number,その他 Others／貸家 For rent／総床面積 Total floor space,その他 Others／給与住宅 Issued dwelling／戸数 Number,その他 Others／給与住宅 Issued dwelling／総床面積 Total floor space,その他 Others／分譲住宅 For sale／戸数 Number,その他 Others／分譲住宅 For sale／総床面積 Total floor space
0,13000,,総数,Tokyo-to,8872349,144813,8802591,15916,1808954,73572,2893047,1091,88478,54234,4012112,1654,69758,218,10381,488,13489,880,41636,68,4252
1,13100,,区部,All ku,6330004,111852,6282971,9582,1108950,61368,2358116,1004,81750,39898,2734155,1031,47033,92,5186,266,8559,656,32859,17,429
3,13101,1,千代田区,Chiyoda-ku,67178,1113,67079,10,1120,523,24813,62,10754,518,30392,3,99,-,-,2,80,1,19,-,-
3,13102,2,中央区,Chuo-ku,105165,1697,104882,27,3104,713,32791,106,11091,851,57896,2,283,1,13,-,-,1,270,-,-
3,13103,3,港区,Minato-ku,315210,3510,313761,84,14245,1448,93680,45,9660,1933,196176,7,1449,1,143,-,-,6,1306,-,-
3,13104,4,新宿区,Shinjuku-ku,216459,4630,215698,218,25561,2882,107246,23,2382,1507,80509,29,761,4,111,1,18,22,592,2,40
3,13105,5,文京区,Bunkyo-ku,106551,1629,106369,235,27831,670,27758,5,684,719,50096,8,182,1,14,1,11,5,137,1,20
3,13106,6,台東区,Taito-ku,198308,4369,197812,139,14642,2043,81959,2,244,2185,100967,17,496,2,112,2,36,13,348,-,-
3,13107,7,墨田区,Sumida-ku,186412,4002,186074,265,26788,2120,81044,1,123,1616,78119,12,338,1,51,2,30,9,257,-,-
3,13108,8,江東区,Koto-ku,524194,8650,514695,193,20334,3685,144109,3,306,4769,349946,101,9499,-,-,2,22,90,9228,9,249
3,13109,9,品川区,Shinagawa-ku,278953,5570,277758,444,48189,3004,109971,183,6094,1939,113504,28,1195,1,101,6,129,21,965,-,-
3,13110,10,目黒区,Meguro-ku,149676,2347,149447,377,53665,1498,63342,8,1464,464,30976,11,229,3,104,3,38,4,72,1,15
3,13111,11,大田区,Ota-ku,459865,8717,454108,795,88009,4781,177174,31,3033,3110,185892,106,5757,4,365,24,488,78,4904,-,-
3,13112,12,世田谷区,Setagaya-ku,608810,9350,605286,1640,195554,5154,213295,83,4502,2473,191935,103,3524,18,1174,33,715,52,1635,-,-
3,13113,13,渋谷区,Shibuya-ku,187572,3098,187489,232,31591,1921,79607,38,4255,907,72036,2,83,2,83,-,-,-,-,-,-
3,13114,14,中野区,Nakano-ku,200089,3993,199384,311,36050,2522,84975,1,91,1159,78268,22,705,3,170,5,88,14,447,-,-
3,13115,15,杉並区,Suginami-ku,334630,5807,332714,871,95543,3462,125390,91,4816,1383,106965,62,1916,10,754,26,467,25,680,1,15
3,13116,16,豊島区,Toshima-ku,151386,3193,151054,340,38347,1969,72448,4,669,880,39590,5,332,4,79,1,253,-,-,-,-
3,13117,17,北区,Kita-ku,232084,4733,230262,332,34233,2529,84908,218,15793,1654,95328,45,1822,4,182,5,105,36,1535,-,-
3,13118,18,荒川区,Arakawa-ku,119858,2193,119707,213,23129,1432,53932,2,166,546,42480,6,151,3,84,1,11,2,56,-,-
3,13119,19,板橋区,Itabashi-ku,336568,6381,334183,430,52746,3702,135808,-,-,2249,145629,56,2385,4,415,7,177,45,1793,-,-
3,13120,20,練馬区,Nerima-ku,457333,7688,451569,804,93967,3769,147036,8,657,3107,209909,100,5764,8,319,50,4006,40,1374,2,65
3,13121,21,足立区,Adachi-ku,475792,8886,470767,640,76643,5680,201732,34,2655,2532,189737,169,5025,10,347,62,1311,97,3367,-,-
3,13122,22,葛飾区,Katsushika-ku,301875,5221,298594,461,48874,2782,89309,34,1441,1944,158970,78,3281,4,69,16,305,58,2907,-,-
3,13123,23,江戸川区,Edogawa-ku,316036,5075,314279,521,58785,3079,125789,22,870,1453,128835,59,1757,4,496,17,269,37,967,1,25
1,13200,,市部,All shi,2508973,32599,2486453,6186,683890,12103,528989,78,6133,14232,1267441,618,22520,124,5060,220,4892,223,8745,51,3823
3,13201,1,八王子市,Hachioji-shi,312864,4349,310482,691,79694,1851,75112,1,108,1806,155568,62,2382,25,664,24,581,10,831,3,306
3,13202,2,立川市,Tachikawa-shi,102558,1570,101979,276,29973,884,36601,3,487,407,34918,19,579,5,135,9,144,5,300,-,-
3,13203,3,武蔵野市,Musashino-shi,86472,1115,85524,219,25078,598,33008,2,185,296,27253,21,948,4,200,9,449,6,208,2,91
3,13204,4,三鷹市,Mitaka-shi,146173,1726,143067,262,29814,388,18435,3,313,1073,94505,59,3106,3,118,8,143,11,352,37,2493
3,13205,5,青梅市,Ome-shi,49069,518,48950,187,20539,96,4928,1,138,234,23345,7,119,1,43,6,76,-,-,-,-
3,13206,6,府中市,Fuchu-shi,120082,1565,119591,305,32637,582,27447,5,698,673,58809,18,491,3,65,12,321,3,105,-,-
3,13207,7,昭島市,Akishima-shi,53114,650,52773,190,20220,219,9584,-,-,241,22969,11,341,5,245,3,53,3,43,-,-
3,13208,8,調布市,Chofu-shi,121559,1737,120881,322,34156,702,35352,22,1388,691,49985,27,678,3,160,19,348,5,170,-,-
3,13209,9,町田市,Machida-shi,224092,2789,221562,624,73000,1036,44228,11,747,1118,103587,45,2530,14,931,7,162,16,519,8,918
3,13210,10,小金井市,Koganei-shi,83605,1152,83077,196,20808,429,16505,1,191,526,45573,18,528,3,95,5,117,10,316,-,-
3,13211,11,小平市,Kodaira-shi,139894,1822,139480,362,38219,599,22934,2,150,859,78177,20,414,3,74,6,78,11,262,-,-
3,13212,12,日野市,Hino-shi,193811,2413,190617,321,36888,758,35021,1,83,1333,118625,95,3194,7,201,24,463,64,2530,-,-
3,13213,13,東村山市,Higashimurayama-shi,68888,827,68561,163,16859,183,7843,1,129,480,43730,10,327,4,166,5,119,1,42,-,-
3,13214,14,国分寺市,Kokubunji-shi,104656,1307,103730,212,23228,362,15487,-,-,733,65015,20,926,7,278,4,116,9,532,-,-
3,13215,15,国立市,Kunitachi-shi,38839,591,38689,119,13676,355,14191,-,-,117,10822,8,150,3,68,3,42,2,40,-,-
3,13218,16,福生市,Fussa-shi,24626,301,24501,99,11252,136,6830,1,118,65,6301,5,125,2,91,1,11,2,23,-,-
3,13219,17,狛江市,Komae-shi,64627,922,64017,153,16189,351,14703,19,591,399,32534,21,610,3,95,9,160,9,355,-,-
3,13220,18,東大和市,Higashiyamato-shi,68190,927,67155,163,17513,404,17467,-,-,360,32175,34,1035,1,37,9,153,24,845,-,-
3,13221,19,清瀬市,Kiyose-shi,33273,398,33220,89,10358,106,3915,1,353,202,18594,4,53,1,16,2,22,-,-,1,15
3,13222,20,東久留米市,Higashikurume-shi,57019,663,56359,161,16370,132,6425,1,176,369,33388,14,660,4,312,5,167,5,181,-,-
3,13223,21,武蔵村山市,Musashimurayama-shi,46401,524,46281,178,17983,110,5613,1,89,235,22596,7,120,2,54,4,54,1,12,-,-
3,13224,22,多摩市,Tama-shi,89268,1256,87983,156,18788,664,27586,-,-,436,41609,36,1285,6,361,19,606,11,318,-,-
3,13225,23,稲城市,Inagi-shi,79498,921,78953,178,20549,305,14499,1,26,437,43879,10,545,1,39,8,166,1,340,-,-
3,13227,24,羽村市,Hamura-shi,24271,252,24075,99,11632,59,3050,1,163,93,9230,4,196,2,145,2,51,-,-,-,-
3,13228,25,あきる野市,Akiruno-shi,53070,573,52475,210,22492,135,7118,-,-,228,22865,19,595,11,451,8,144,-,-,-,-
3,13229,26,西東京市,Nishitokyo-shi,123054,1731,122471,251,25975,659,25107,-,-,821,71389,24,583,1,16,9,146,14,421,-,-
1,13300,,郡部,All gun,26686,277,26535,112,12349,61,3708,1,154,103,10324,3,151,2,135,1,16,-,-,-,-
1,13350,,島部,All islands,6686,85,6632,36,3765,40,2234,8,441,1,192,2,54,-,-,1,22,1,32,-,-
2,13360,1,大島支庁,Oshima-shicho,3702,49,3648,19,1985,29,1597,1,66,-,-,2,54,-,-,1,22,1,32,-,-
2,13380,2,三宅支庁,Miyake-shicho,243,3,243,3,243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13400,3,八丈支庁,Hachijo-shicho,1951,20,1951,11,1246,8,591,1,114,-,-,-,-,-,-,-,-,-,-,-,-
2,13420,4,小笠原支庁,Ogasawara-shicho,790,13,790,3,291,3,46,6,261,1,192,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 )　3  建設・住居 3  CONSTRUCTION AND HOUSING,,,,,,,,,,,,,,,,,,,,,,,,,
3-11  地域別着工住宅数（平成30年）3-11  DWELLING  CONSTRUCTION STARTS BY DISTRICT ( 2018 ),,,,,,,,,,,,,,,,,,,,,,,,,
この表は，建築基準法に基づき建築主から知事に届出のあった建築工事届により，着工住宅を工事別に分類したもので，「新設」とは建築物の新築、増築又は改築によって住宅の戸が新たに造られる工事をいい，「その他」とは住宅が増築又は改築されるときで，住宅戸数が新たに増加しない工事をいう。 ,,,,,,,,,,,,,,,,,,,,,,,,,
"This table refers to the number of dwelling constructions started after submission of construction notification to the Governor by the builders as prescribed in the Building Standards Act， which have been classified by type of construction.   ""Newly constructed"" refers to the building of a new dwelling unit through new construction， extension， or reconstruction， and  ""Others"" refers to extension or reconstruction that does not result in an increase of dwelling units.",,,,,,,,,,,,,,,,,,,,,,,,,
資料：都都市整備局市街地建築部建築企画課 Source: Bureau of Urban Development， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,
（単位　面積　平方メートル）(Space in m2),,,,,,,,,,,,,,,,,,,,,,,,,
