地域階層,地域コード,項番 Item number,地域,District,登録自動車 Motor vehicles registered／総数 Total,登録自動車 Motor vehicles registered／貨物自動車 Trucks／計 Total,登録自動車 Motor vehicles registered／貨物自動車 Trucks／普通車 Ordinary,登録自動車 Motor vehicles registered／貨物自動車 Trucks／小型車 Small type,登録自動車 Motor vehicles registered／貨物自動車 Trucks／被けん引車 Trailer,登録自動車 Motor vehicles registered／乗用車 Passenger cars／計 Total,登録自動車 Motor vehicles registered／乗用車 Passenger cars／普通車 Ordinary,登録自動車 Motor vehicles registered／乗用車 Passenger cars／小型車 Small type,登録自動車 Motor vehicles registered／乗合自動車 Buses,登録自動車 Motor vehicles registered／特種用途車 Special use motor vehicles,登録自動車 Motor vehicles registered／大型特殊車 Heavy special kind motor vehicles,1)小型二輪車（検査） Light two-wheeled motor vehicles ( Inspected ),2)課税登録台数軽自動車(四輪車) Light four-wheeled motor vehicles registered,有料駐車場 Charged parking places／駐車場数 Numbers,有料駐車場 Charged parking places／収容台数 Capacity
0,13000,,総数,Tokyo-to,3132407,382727,125158,248746,8823,2639726,1541368,1098358,16442,79759,13753,169915,730081,1686,284326
1,13100,,区部,All ku,1955074,274781,88634,178136,8011,1609091,1006654,602437,10555,51583,9064,113037,313182,1301,204308
2,13101,1,千代田区,Chiyoda-ku,31578,4291,430,3853,8,26492,18256,8236,67,665,63,1005,2926,181,20676
2,13102,2,中央区,Chuo-ku,42488,6253,852,5347,54,34945,24444,10501,80,933,277,1747,4043,134,16377
2,13103,3,港区,Minato-ku,77081,8206,1796,6041,369,66740,52918,13822,298,1246,591,3496,5179,168,23116
2,13104,4,新宿区,Shinjuku-ku,52573,6468,1146,5313,9,44524,28980,15544,188,1360,33,3662,8147,92,15229
2,13105,5,文京区,Bunkyo-ku,31831,3645,540,3104,1,27729,18515,9214,24,425,8,2047,3978,29,3085
2,13106,6,台東区,Taito-ku,33696,6547,855,5657,35,26446,15485,10961,42,615,46,1912,6314,45,4330
2,13107,7,墨田区,Sumida-ku,48192,9313,2339,6947,27,37227,21393,15834,158,1138,356,2760,8889,25,4624
2,13108,8,江東区,Koto-ku,112909,26857,11875,13003,1979,78239,48380,29859,812,5279,1722,5345,13105,110,28045
2,13109,9,品川区,Shinagawa-ku,70327,11503,2881,6913,1709,56471,36750,19721,482,1561,310,4497,8962,69,10994
2,13110,10,目黒区,Meguro-ku,53326,3727,949,2751,27,48505,34860,13645,226,810,58,3562,5347,21,1988
2,13111,11,大田区,Ota-ku,157623,28739,10139,16156,2444,121710,75534,46176,1291,4891,992,9708,22663,49,20303
2,13112,12,世田谷区,Setagaya-ku,192475,13467,4081,9360,26,174493,120724,53769,787,3364,364,12764,23026,36,5230
2,13113,13,渋谷区,Shibuya-ku,51121,4058,652,3383,23,46151,34478,11673,156,715,41,3386,5071,85,9895
2,13114,14,中野区,Nakano-ku,45391,4431,825,3598,8,39783,24701,15082,289,835,53,4280,8100,15,1577
2,13115,15,杉並区,Suginami-ku,96423,7466,2012,5446,8,86561,54631,31930,454,1829,113,6132,14312,9,846
2,13116,16,豊島区,Toshima-ku,41666,5115,778,4330,7,35516,22025,13491,242,785,8,3012,6711,48,7107
2,13117,17,北区,Kita-ku,52891,6599,1530,5064,5,44782,24902,19880,388,1046,76,3717,9544,11,1517
2,13118,18,荒川区,Arakawa-ku,34710,6110,1645,4398,67,27396,15902,11494,112,902,190,1896,6456,11,1011
2,13119,19,板橋区,Itabashi-ku,108502,16367,5873,10466,28,88616,50955,37661,506,2781,232,6645,20107,33,6259
2,13120,20,練馬区,Nerima-ku,158264,16640,5062,11542,36,136990,80528,56462,829,3594,211,8611,30983,29,6628
2,13121,21,足立区,Adachi-ku,184854,33024,13572,19300,152,142257,78814,63443,1373,7290,910,8991,43994,48,7522
2,13122,22,葛飾区,Katsushika-ku,103899,14406,4778,9507,121,85179,46892,38287,635,2928,751,5392,22301,27,4423
2,13123,23,江戸川区,Edogawa-ku,173254,31549,14024,16657,868,132339,76587,55752,1116,6591,1659,8470,33024,26,3526
1,13200,,市部,All shi,1140217,99531,32582,66389,560,1006013,523766,482247,5519,25827,3327,55314,383666,385,80018
2,13201,1,八王子市,Hachioji-shi,177011,17869,6590,11083,196,152570,78035,74535,1181,4826,565,9030,69742,72,17115
2,13202,2,立川市,Tachikawa-shi,53709,5607,1450,4146,11,45987,23028,22959,257,1691,167,2538,19495,41,14733
2,13203,3,武蔵野市,Musashino-shi,27124,1484,290,1194,-,24734,14913,9821,352,489,65,1250,4486,25,2805
2,13204,4,三鷹市,Mitaka-shi,41307,3351,987,2353,11,37041,20955,16086,67,763,85,2381,8643,7,841
2,13205,5,青梅市,Ome-shi,47136,4415,1672,2660,83,41232,19864,21368,200,1066,223,2516,27881,7,1390
2,13206,6,府中市,Fuchu-shi,65029,6554,2300,4233,21,56310,30163,26147,258,1695,212,3149,17023,16,3952
2,13207,7,昭島市,Akishima-shi,33353,3224,1256,1963,5,29111,14418,14693,76,796,146,1547,12583,10,1461
2,13208,8,調布市,Chofu-shi,52253,4638,1429,3206,3,46087,26161,19926,279,1086,163,2490,10917,41,7034
2,13209,9,町田市,Machida-shi,128704,9185,2770,6389,26,116354,61118,55236,782,2134,249,5461,41468,41,7772
2,13210,10,小金井市,Koganei-shi,24830,1322,294,1027,1,22995,12529,10466,72,381,60,1291,5371,7,1017
2,13211,11,小平市,Kodaira-shi,48745,3722,1105,2614,3,43615,22725,20890,183,1039,186,2344,13206,4,236
2,13212,12,日野市,Hino-shi,49599,3059,865,2192,2,44925,23090,21835,213,1275,127,2509,14976,13,2440
2,13213,13,東村山市,Higashimurayama-shi,39409,3461,1100,2349,12,34802,17161,17641,121,936,89,1909,13506,5,868
2,13214,14,国分寺市,Kokubunji-shi,27536,1536,285,1250,1,25454,13645,11809,80,406,60,1304,6352,5,1023
2,13215,15,国立市,Kunitachi-shi,19720,2565,1190,1356,19,16390,9329,7061,37,636,92,801,4371,6,391
2,13218,16,福生市,Fussa-shi,25870,1682,474,1204,4,23496,10305,13191,212,397,83,1279,9395,12,1840
2,13219,17,狛江市,Komae-shi,17263,1659,442,1216,1,15119,8428,6691,152,304,29,979,3721,3,302
2,13220,18,東大和市,Higashiyamato-shi,25759,2422,693,1720,9,22648,11192,11456,57,571,61,1328,10580,2,119
2,13221,19,清瀬市,Kiyose-shi,18446,1329,266,1061,2,16696,8181,8515,97,282,42,861,6739,9,916
2,13222,20,東久留米市,Higashikurume-shi,31477,3267,973,2275,19,27191,13708,13483,194,753,72,1422,10122,3,164
2,13223,21,武蔵村山市,Musashimurayama-shi,27817,4563,1985,2522,56,21855,10997,10858,78,1242,79,1389,14813,1,257
2,13224,22,多摩市,Tama-shi,39347,2367,759,1605,3,35877,18823,17054,259,814,30,1857,10403,26,7952
2,13225,23,稲城市,Inagi-shi,25480,2215,753,1452,10,22622,12379,10243,54,551,38,1050,6523,11,2259
2,13227,24,羽村市,Hamura-shi,19286,1871,697,1149,25,16935,8343,8592,47,330,103,831,9848,2,185
2,13228,25,あきる野市,Akiruno-shi,28436,2856,1100,1750,6,24638,11946,12692,114,640,188,1605,20981,7,2147
2,13229,26,西東京市,Nishitokyo-shi,45571,3308,857,2420,31,41329,22330,18999,97,724,113,2193,10521,9,799
1,13300,,郡部,All gun,27782,6067,3023,2813,231,19515,9435,10080,237,1571,392,1266,17351,-,-
1,13350,,島部,All islands,9331,2348,919,1408,21,5105,1512,3593,130,778,970,297,15882,-,-
,,,地域不詳,Not reported,3,-,-,-,-,2,1,1,1,-,-,1,-,-,-
,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 ) 4　運輸 4　TRANSPORT ,,,,,,,,,,,,,,,,,,,
4-6  地域別自動車保有台数及び有料駐車場数 (平成30年度末) 4-6  MOTOR VEHICLES AND CHARGED PARKING PLACES BY DISTRICT ( End of Fiscal Year 2018 ),,,,,,,,,,,,,,,,,,,
登録自動車台数及び課税登録台数（軽自動車）には，外国軍人軍属の私有車を含む。 また， 駐車場は駐車場法に基づき届けられた500m2以上のものである。,,,,,,,,,,,,,,,,,,,
"""Motor vehicles registered"" and ""Light four-wheeled motor vehicles registered"" include private vehicles owned by U.S. Forces members and civilian members. ""Charged parking places"" refer to those of 500m2 and over notified under regulation of the Parking Lot Act.",,,,,,,,,,,,,,,,,,,
注 1) 総排気量が250㏄を超えるオートバイなど。,,,,,,,,,,,,,,,,,,,
2) 軽自動車の登録台数は年度当初の課税台数である。,,,,,,,,,,,,,,,,,,,
Note: 1) Motorcycles that meet certain criteria such as 250cc or more displacement.,,,,,,,,,,,,,,,,,,,
2) The number of light four-wheeled motor vehicles registered is the number of such vehicles taxed as of the beginning of the fiscal year.,,,,,,,,,,,,,,,,,,,
資料：一般財団法人自動車検査登録情報協会総務部広報・統計課， 都総務局行政部区政課， 都建設局道路管理部管理課 Source: Automobile Inspection & Registration Information Association; Bureau of General Affairs， TMG; Bureau of Construction， TMG,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,
