年度（平成）,Fiscal Year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Passengers getting on trains／総数 Total,乗車人員 Passengers getting on trains／定期 Commuter Pass,乗車人員 Passengers getting on trains／普通 Tickets,降車人員Passengers getting off trains／総数 Total,降車人員Passengers getting off trains／定期 Commuter Pass,降車人員Passengers getting off trains／普通 Tickets
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,池袋,Ikebukuro,※,90435,59492,30943,88510,59492,29018
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,椎名町,Shiinamachi,※,3807,2025,1782,3756,2025,1731
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東長崎,Higashi-Nagasaki,※,5114,3170,1944,5113,3170,1943
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,江古田,Ekoda,※,6187,3629,2558,6231,3629,2602
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,桜台,Sakuradai,※,2757,1373,1384,2750,1373,1377
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬,Nerima,◎※,17383,9586,7797,18178,9586,8592
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,中村橋,Nakamurabashi,※,7459,4715,2744,7429,4715,2714
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,富士見台,Fujimidai,※,5123,3013,2110,5055,3013,2042
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬高野台,Nerima-Takanodai,※,4996,2756,2240,4935,2756,2179
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,石神井公園,Shakujii-Koen,※,15065,9687,5378,15069,9687,5382
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,大泉学園,Oizumi-Gakuen,※,16110,9913,6197,16048,9913,6135
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,保谷,Hoya,,11517,7783,3734,11494,7783,3711
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,ひばりケ丘,Hibarigaoka,,13432,8256,5176,13435,8256,5179
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東久留米,Higashi-Kurume,,10043,6264,3779,10060,6264,3796
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,清瀬,Kiyose,,12925,8493,4432,12902,8493,4409
30,2018,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,秋津,Akitsu,,14873,9214,5659,14895,9214,5681
30,2018,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,,,※,33724,22428,11296,35144,22428,12716
30,2018,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,小竹向原,Kotake-Mukaihara,,25475,17153,8322,27277,17153,10124
30,2018,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,新桜台,Shin-Sakuradai,,1784,976,808,1695,976,719
30,2018,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,練馬,Nerima,◎,6465,4299,2166,6172,4299,1873
30,2018,西武鉄道,Seibu Railway,豊島線,Toshima Line,,,※,2828,1398,1430,2802,1398,1404
30,2018,西武鉄道,Seibu Railway,豊島線,Toshima Line,練馬,Nerima,◎,158,3,155,167,3,164
30,2018,西武鉄道,Seibu Railway,豊島線,Toshima Line,豊島園,Toshimaen,,2670,1395,1275,2635,1395,1240
30,2018,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,,,,43,1,42,44,1,43
30,2018,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,西武遊園地,Seibu-Yuenchi,◎,43,1,42,44,1,43
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,,,,195937,125983,69954,196069,125983,70086
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武新宿,Seibu-Shinjuku,※,35259,21948,13311,32111,21948,10163
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,高田馬場,Takadanobaba,※,53807,36748,17059,57790,36748,21042
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下落合,Shimo-Ochiai,※,2376,1051,1325,2179,1051,1128
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,中井,Nakai,※,5395,3269,2126,5494,3269,2225
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,新井薬師前,Araiyakushi-Mae,※,4194,2421,1773,4157,2421,1736
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,沼袋,Numabukuro,※,3792,2145,1647,3710,2145,1565
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,野方,Nogata,※,4674,2704,1970,4642,2704,1938
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,都立家政,Toritsu-Kasei,※,3524,2325,1199,3494,2325,1169
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,鷺ノ宮,Saginomiya,※,6121,3954,2167,5946,3954,1992
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下井草,Shimo-Igusa,※,4620,3111,1509,4571,3111,1460
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,井荻,Iogi,※,3731,2287,1444,3678,2287,1391
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上井草,Kami-Igusa,※,3915,2625,1290,3929,2625,1304
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上石神井,Kami-Shakujii,※,8224,5647,2577,8186,5647,2539
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,武蔵関,Musashi-Seki,※,5891,3869,2022,5768,3869,1899
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,東伏見,Higashi-Fushimi,,4618,3061,1557,4594,3061,1533
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武柳沢,Seibu-Yagisawa,,3088,1665,1423,3018,1665,1353
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,田無,Tanashi,,13888,9153,4735,13851,9153,4698
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,花小金井,Hana-Koganei,,10815,7137,3678,10801,7137,3664
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,小平,Kodaira,◎,5576,3330,2246,5566,3330,2236
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,久米川,Kumegawa,,5952,3355,2597,6049,3355,2694
30,2018,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,東村山,Higashi-Murayama,◎,6477,4178,2299,6535,4178,2357
30,2018,西武鉄道,Seibu Railway,拝島線,Haijima Line,,,,29442,18911,10531,29264,18911,10353
30,2018,西武鉄道,Seibu Railway,拝島線,Haijima Line,小平,Kodaira,◎,1654,873,781,1608,873,735
30,2018,西武鉄道,Seibu Railway,拝島線,Haijima Line,萩山,Hagiyama,◎,1235,705,530,1207,705,502
30,2018,西武鉄道,Seibu Railway,拝島線,Haijima Line,小川,Ogawa,◎,2851,1744,1107,2796,1744,1052
30,2018,西武鉄道,Seibu Railway,拝島線,Haijima Line,東大和市,Higashi-Yamatoshi,,4763,2878,1885,4714,2878,1836
30,2018,西武鉄道,Seibu Railway,拝島線,Haijima Line,玉川上水,Tamagawajosui,,7818,5188,2630,7814,5188,2626
30,2018,西武鉄道,Seibu Railway,拝島線,Haijima Line,武蔵砂川,Musashi-Sunagawa,,2243,1499,744,2211,1499,712
30,2018,西武鉄道,Seibu Railway,拝島線,Haijima Line,西武立川,Seibu-Tachikawa,,2190,1453,737,2181,1453,728
30,2018,西武鉄道,Seibu Railway,拝島線,Haijima Line,拝島,Haijima,,6688,4571,2117,6733,4571,2162
30,2018,西武鉄道,Seibu Railway,西武園線,Seibuen Line,,,,747,353,394,709,353,356
30,2018,西武鉄道,Seibu Railway,西武園線,Seibuen Line,東村山,Higashi-Murayama,◎,58,5,53,63,5,58
30,2018,西武鉄道,Seibu Railway,西武園線,Seibuen Line,西武園,Seibuen,,689,348,341,646,348,298
30,2018,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,,,,26560,17841,8719,26572,17841,8731
30,2018,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,国分寺,Kokubunji,◎,14231,9665,4566,14240,9665,4575
30,2018,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,恋ケ窪,Koigakubo,,2330,1456,874,2312,1456,856
30,2018,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,鷹の台,Takanodai,,4874,3448,1426,4832,3448,1384
30,2018,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,小川,Ogawa,◎,2698,1689,1009,2685,1689,996
30,2018,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,東村山,Higashi-Murayama,◎,2427,1583,844,2503,1583,920
30,2018,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,,,,16741,9869,6872,16723,9869,6854
30,2018,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,国分寺,Kokubunji,◎,7612,4483,3129,7760,4483,3277
30,2018,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,一橋学園,Hitotsubashi-Gakuen,,3969,2344,1625,3888,2344,1544
30,2018,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,青梅街道,Ome-Kaido,,1545,950,595,1539,950,589
30,2018,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,萩山,Hagiyama,◎,678,250,428,642,250,392
30,2018,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,八坂,Yasaka,,1112,645,467,1112,645,467
30,2018,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,武蔵大和,Musashi-Yamato,,1373,924,449,1338,924,414
30,2018,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,西武遊園地,Seibu-Yuenchi,◎,452,273,179,444,273,171
30,2018,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,,,,12019,7429,4590,12019,7429,4590
30,2018,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,武蔵境,Musashi-Sakai,,5627,3568,2059,5664,3568,2096
30,2018,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,新小金井,Shin-Koganei,,729,387,342,718,387,331
30,2018,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,多磨,Tama　　　,,2559,1483,1076,2541,1483,1058
30,2018,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,白糸台,Shiraitodai   ,,1133,678,455,1149,678,471
30,2018,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,競艇場前,Kyoteijo-Mae,,539,234,305,522,234,288
30,2018,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,是政,Koremasa,,1432,1079,353,1425,1079,346
30,2018,東京急行電鉄,Tokyu Corporation,,,,,,734103,435525,298578,712702,424269,288433
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,,,※,182757,100263,82494,182072,100263,81809
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,渋谷,Shibuya,◎,86762,49524,37238,85808,49524,36284
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,代官山,Daikan-Yama,,5603,1833,3770,6040,1833,4207
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,中目黒,Naka-Meguro,,36013,22599,13414,35822,22599,13223
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,祐天寺,Yutenji,,5852,2756,3096,5814,2756,3057
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,学芸大学,Gakugei-Daigaku,,14310,7788,6522,14252,7788,6464
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,都立大学,Toritsu-Daigaku,,9079,4164,4915,8891,4164,4726
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,自由が丘,Jiyugaoka,◎,18038,8247,9791,18482,8247,10235
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,田園調布,Den-En-Chofu,◎,4397,2240,2157,4417,2240,2177
30,2018,東京急行電鉄,Tokyu Corporation,東横線,Toyoko Line,多摩川,Tamagawa,◎,2701,1111,1591,2546,1111,1435
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,,,※,86843,53625,33218,87229,53625,33605
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,目黒,Meguro,,51659,34194,17465,52607,34194,18412
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,不動前,Fudo-Mae,,5883,3076,2808,5548,3076,2472
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,武蔵小山,Musashi-Koyama,,9805,5390,4415,9888,5390,4498
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,西小山,Nishi-Koyama,,6966,4657,2310,6789,4657,2133
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,洗足,Senzoku,,2776,1315,1461,2752,1315,1437
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,大岡山,Ookayama,◎,4099,2136,1963,4036,2136,1900
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,奥沢,Okusawa,,2615,1305,1310,2608,1305,1303
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,田園調布,Den-En-Chofu,◎,2319,1257,1061,2337,1257,1079
30,2018,東京急行電鉄,Tokyu Corporation,目黒線,Meguro Line,多摩川,Tamagawa　,◎,721,294,426,664,294,370
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,,,,233442,149059,84383,233761,149059,84702
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,渋谷,Shibuya,◎※,126206,86197,40009,127804,86197,41608
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,池尻大橋,Ikejiri-Ohashi,※,11803,6911,4892,11319,6911,4408
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,三軒茶屋,Sangen-Jaya,◎※,25839,14802,11036,25675,14802,10872
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,駒沢大学,Komazawa-Daigaku,※,14993,9158,5835,14561,9158,5403
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,桜新町,Sakura-Shimmachi,※,13508,8639,4869,13300,8639,4661
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,用賀,Yoga,※,12409,6882,5528,12305,6882,5423
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,二子玉川,Futako-Tamagawa  ,◎※,18867,9852,9014,19016,9852,9164
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,つくし野,Tsukushino,,2159,1405,753,2148,1405,743
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,すずかけ台,Suzukakedai,,2140,1421,719,2126,1421,704
30,2018,東京急行電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,南町田,Minami-Machida,,5519,3792,1727,5507,3792,1716
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,,,※,91344,48363,42981,90810,48363,42447
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,大井町,Oimachi,,26480,16211,10270,26335,16211,10124
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,下神明,Shimo-Shimmei,,1573,789,784,1581,789,792
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,戸越公園,Togoshi-Koen,,2479,1177,1302,2528,1177,1351
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,中延,Nakanobu,,4388,2540,1848,4519,2540,1979
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,荏原町,Ebara-Machi,,3287,1937,1350,3270,1937,1333
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,旗の台,Hatanodai,◎,4796,2399,2397,4630,2399,2230
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,北千束,Kita-Senzoku,,1319,606,713,1318,606,713
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,大岡山,Ookayama,◎,5394,2950,2444,5428,2950,2478
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,緑が丘,Midorigaoka,,1958,872,1086,1845,872,973
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,自由が丘,Jiyugaoka,◎,10623,3930,6693,10532,3930,6602
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,九品仏,Kuhombutsu,,2459,1304,1156,2433,1304,1130
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,尾山台,Oyamadai,,5682,3248,2434,5604,3248,2356
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,等々力,Todoroki,,5459,3163,2296,5388,3163,2225
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,上野毛,Kaminoge,,4208,2235,1973,4141,2235,1906
30,2018,東京急行電鉄,Tokyu Corporation,大井町線,Oimachi Line,二子玉川,Futako-Tamagawa ,◎,11237,5003,6235,11258,5003,6256
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,,,※,78845,47858,30986,79121,47858,31262
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,五反田,Gotanda,,20967,14345,6623,21140,14345,6795
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,大崎広小路,Osakihirokoji,,1495,606,889,1621,606,1014
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,戸越銀座,Togoshi-Ginza,,3798,1909,1889,3816,1909,1907
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,荏原中延,Ebara-Nakanobu,,2536,1481,1055,2531,1481,1050
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,旗の台,Hatanodai,◎,2809,1198,1611,2596,1198,1398
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,長原,Nagahara,,2864,1610,1254,3021,1610,1411
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,洗足池,Senzoku-Ike,,3506,2136,1371,3503,2136,1367
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,石川台,Ishikawa-Dai,,2849,1437,1412,2817,1437,1380
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,雪が谷大塚,Yukigaya-Otsuka,,4653,2797,1856,4709,2797,1912
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,御嶽山,Ontakesan,,4993,3549,1444,5016,3549,1467
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,久が原,Kugahara,,3039,1602,1437,3034,1602,1431
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,千鳥町,Chidoricho,,3037,1871,1167,2979,1871,1108
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,池上,Ikegami,,6759,3804,2955,6720,3804,2916
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,蓮沼,Hasunuma,,1634,740,894,1503,740,763
30,2018,東京急行電鉄,Tokyu Corporation,池上線,Ikegami Line,蒲田,Kamata,◎,13904,8773,5130,14116,8773,5343
30,2018,東京急行電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,,,※,39675,25100,14575,39709,25100,14608
30,2018,東京急行電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,多摩川,Tamagawa　,◎,791,345,445,741,345,396
30,2018,東京急行電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,沼部,Numabe,,2024,1136,888,2012,1136,877
30,2018,東京急行電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,鵜の木,Unoki,,3696,2121,1575,3663,2121,1542
30,2018,東京急行電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,下丸子,Shimomaruko,,6772,4716,2056,6690,4716,1974
30,2018,東京急行電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,武蔵新田,Musashi-Nitta,,4919,2923,1996,4859,2923,1935
30,2018,東京急行電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,矢口渡,Yaguchi-No-Watashi,,4802,2845,1958,4654,2845,1809
30,2018,東京急行電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,蒲田,Kamata,◎,16671,11014,5657,17089,11014,6076
30,2018,東京急行電鉄,Tokyu Corporation,世田谷線,Setagaya Line,,,※,21198,11256,9942,-,-,-
30,2018,京浜急行電鉄,Keikyu Corporation,,,,,,186448,95669,90779,186380,95669,90711
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,,,※,146740,81266,65474,145914,81266,64648
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,泉岳寺,Sengakuji,,36897,19595,17302,36581,19595,16986
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,品川,Shinagawa,,52161,28734,23427,52233,28734,23499
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,北品川,Kitashinagawa,,1759,1063,696,1751,1063,688
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,新馬場,Shimbamba,,3047,1518,1529,2994,1518,1476
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,青物横丁,Aomono-Yokocho,,7893,5292,2601,7886,5292,2594
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,鮫洲,Samezu,,2049,1153,896,2019,1153,866
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,立会川,Tachiaigawa,,3575,2072,1503,3505,2072,1433
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,大森海岸,Omorikaigan,,2950,1423,1527,2917,1423,1494
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,平和島,Heiwajima,,8824,5452,3372,8766,5452,3314
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,大森町,Omorimachi,,4038,2508,1530,4023,2508,1515
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,梅屋敷,Umeyashiki,,2984,1569,1415,2972,1569,1403
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,京急蒲田,Keikyu Kamata,◎,11749,5688,6061,11555,5688,5867
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,雑色,Zoshiki,,5803,3504,2299,5758,3504,2254
30,2018,京浜急行電鉄,Keikyu Corporation,本線,Main Line,六郷土手,Rokugodote,,3011,1695,1316,2954,1695,1259
30,2018,京浜急行電鉄,Keikyu Corporation,空港線,Airport Line,,,※,39708,14403,25305,40466,14403,26063
30,2018,京浜急行電鉄,Keikyu Corporation,空港線,Airport Line,糀谷,Kojiya,,5055,3031,2024,5077,3031,2046
