"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20210601","芝地区総合支所管内","芝一丁目","765","863","1628"
"20210601","芝地区総合支所管内","芝二丁目","1341","1559","2900"
"20210601","芝地区総合支所管内","芝三丁目","1333","1544","2877"
"20210601","芝地区総合支所管内","芝四丁目","884","1020","1904"
"20210601","芝地区総合支所管内","芝五丁目","1021","1478","2499"
"20210601","芝地区総合支所管内","海岸一丁目","820","784","1604"
"20210601","芝地区総合支所管内","東新橋一丁目","573","671","1244"
"20210601","芝地区総合支所管内","東新橋二丁目","284","178","462"
"20210601","芝地区総合支所管内","新橋一丁目","5","6","11"
"20210601","芝地区総合支所管内","新橋二丁目","47","46","93"
"20210601","芝地区総合支所管内","新橋三丁目","82","79","161"
"20210601","芝地区総合支所管内","新橋四丁目","233","207","440"
"20210601","芝地区総合支所管内","新橋五丁目","458","400","858"
"20210601","芝地区総合支所管内","新橋六丁目","448","360","808"
"20210601","芝地区総合支所管内","西新橋一丁目","139","100","239"
"20210601","芝地区総合支所管内","西新橋二丁目","160","151","311"
"20210601","芝地区総合支所管内","西新橋三丁目","346","358","704"
"20210601","芝地区総合支所管内","三田一丁目","1448","1855","3303"
"20210601","芝地区総合支所管内","三田二丁目","1520","1927","3447"
"20210601","芝地区総合支所管内","三田三丁目","639","709","1348"
"20210601","芝地区総合支所管内","浜松町一丁目","899","905","1804"
"20210601","芝地区総合支所管内","浜松町二丁目","133","111","244"
"20210601","芝地区総合支所管内","芝大門一丁目","279","290","569"
"20210601","芝地区総合支所管内","芝大門二丁目","331","319","650"
"20210601","芝地区総合支所管内","芝公園一丁目","101","119","220"
"20210601","芝地区総合支所管内","芝公園二丁目","271","292","563"
"20210601","芝地区総合支所管内","芝公園三丁目","118","135","253"
"20210601","芝地区総合支所管内","芝公園四丁目","31","29","60"
"20210601","芝地区総合支所管内","虎ノ門一丁目","181","193","374"
"20210601","芝地区総合支所管内","虎ノ門二丁目","7","6","13"
"20210601","芝地区総合支所管内","虎ノ門三丁目","707","792","1499"
