年度（平成）,元,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
純滞納繰越額（億円）,1528,1586,1757,2063,2359,2478,2422,1851,1599,1413,1269,1145,930,737,667,569,498,422,429,589,501,409,326,252,191,184,133,113,104
都税徴収率（％）,95.9,95.5,94.8,93.2,91.8,90.7,90.2,91.4,92.6,93.5,93.7,94.7,95.4,95.5,96.1,96.8,97.3,97.8,97.9,97.4,96.8,96.8,97,97.3,97.7,98.1,98.5,98.8,99
個人都民税徴収率（％）,92.9,92.7,92.2,91,89.6,87.7,87.8,87.4,87.9,87.5,87.6,88.1,88.8,89.4,90.1,91.3,92.9,93.7,94.7,93.6,92.8,91.9,91.8,92.3,93.5,94.3,95.4,96.1,96.8
