区分,平成元,２,３,４,５,６,７,８,９,１０,１１,１２,１３,１４,１５,１６,１７,１８,１９,２０,２１,２２,２３,２４,２５,２６
徴収率（％）,95.90,95.50,94.80,93.20,91.80,90.70,90.20,91.40,92.60,93.50,93.70,94.70,95.40,95.50,96.10,96.80,97.30,97.80,97.90,97.40,96.80,96.80,97.00,97.30,97.70,98.10
純滞納繰越額（億円）,"1,528","1,586",1757,"2,063","2,359","2,478","2,422","1,851","1,599","1,413","1,269","1,145",930 ,737 ,667 ,569 ,498 ,422 ,429 ,589 ,501 ,409 ,326 ,252 ,191 ,184 
