区分,平成8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
徴収率（％）,91.4,92.6,93.5,93.7,94.7,95.4,95.5,96.1,96.8,97.3,97.8,97.9,97.4,96.8,96.8,97,97.3,97.7,98.1,98.5,98.8,99,99.1
純滞納繰越額（億円）,1851,1599,1413,1269,1145,930,737,667,569,498,422,429,589,501,409,326,252,191,184,133,113,104,107
