区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
日野市／2000m2未満,250,1,611,7,47,5,128,5,297,1,740,7
日野市／5000m2未満,54,0,200,2,34,4,265,11,88,0,465,4
日野市／10000m2未満,14,0,111,1,7,1,91,4,21,0,202,2
日野市／10000m2以上,12,0,253,3,14,2,1633,65,26,0,1886,17
日野市／計,38473,100,8832,100,865,100,2504,100,39338,100,11336,100
東村山市／100m2未満,7472,23,554,8,160,19,9,1,7632,23,563,7
東村山市／200m2未満,18927,58,2428,36,203,24,30,3,19130,58,2457,32
東村山市／300m2未満,3068,9,724,11,105,12,26,3,3173,10,750,10
東村山市／500m2未満,1342,4,506,7,108,13,43,4,1450,4,549,7
東村山市／1000m2未満,762,2,534,8,115,14,82,9,877,3,616,8
東村山市／2000m2未満,469,1,650,10,69,8,91,9,538,2,741,10
東村山市／5000m2未満,311,1,948,14,52,6,156,16,363,1,1104,14
東村山市／10000m2未満,45,0,297,4,14,2,91,9,59,0,389,5
東村山市／10000m2以上,10,0,175,3,17,2,434,45,27,0,609,8
東村山市／計,32406,100,6816,100,843,100,962,100,33249,100,7778,100
国分寺市／100m2未満,6001,23,443,8,141,15,9,1,6142,22,451,7
国分寺市／200m2未満,15620,59,2076,39,212,22,31,3,15832,57,2107,33
国分寺市／300m2未満,2630,10,634,12,128,13,31,3,2758,10,665,10
国分寺市／500m2未満,1329,5,494,9,138,14,55,5,1467,5,549,9
国分寺市／1000m2未満,551,2,374,7,154,16,108,9,705,3,482,7
国分寺市／2000m2未満,288,1,401,8,105,11,144,13,393,1,544,8
国分寺市／5000m2未満,208,1,650,12,57,6,172,15,265,1,822,13
国分寺市／10000m2未満,28,0,177,3,17,2,115,10,45,0,292,5
国分寺市／10000m2以上,3,0,33,1,17,2,478,42,20,0,511,8
国分寺市／計,26658,100,5281,100,969,100,1143,100,27627,100,6424,100
国立市／100m2未満,2797,21,201,6,100,16,6,1,2897,21,207,5
国立市／200m2未満,6695,50,890,26,123,20,19,2,6818,49,909,22
国立市／300m2未満,1582,12,382,11,86,14,21,3,1668,12,403,10
国立市／500m2未満,1199,9,452,13,94,15,36,5,1293,9,488,12
国立市／1000m2未満,652,5,453,13,113,18,81,11,765,5,534,13
国立市／2000m2未満,257,2,360,11,67,11,98,13,324,2,458,11
国立市／5000m2未満,140,1,417,12,27,4,77,10,167,1,494,12
国立市／10000m2未満,20,0,135,4,8,1,56,7,28,0,191,5
国立市／10000m2以上,6,0,98,3,8,1,355,47,14,0,454,11
国立市／計,13348,100,3388,100,626,100,749,100,13974,100,4138,100
福生市／100m2未満,2032,19,150,5,47,11,2,0,2079,19,152,4
福生市／200m2未満,5566,53,741,24,74,18,11,2,5640,51,752,21
福生市／300m2未満,1221,12,294,9,44,11,10,2,1265,12,304,8
福生市／500m2未満,819,8,308,10,72,18,28,5,891,8,336,9
福生市／1000m2未満,508,5,355,11,73,18,50,10,581,5,405,11
福生市／2000m2未満,264,2,366,12,59,14,82,16,323,3,447,12
福生市／5000m2未満,143,1,425,14,28,7,79,15,171,2,504,14
福生市／10000m2未満,22,0,133,4,6,1,40,8,28,0,174,5
福生市／10000m2以上,13,0,330,11,7,2,220,42,20,0,550,15
福生市／計,10588,100,3102,100,410,100,523,100,10998,100,3625,100
狛江市／100m2未満,6452,37,465,15,214,34,18,5,6666,36,483,14
狛江市／200m2未満,8354,47,1181,38,190,30,46,13,8544,47,1227,36
狛江市／300m2未満,1671,9,431,14,73,11,21,6,1744,10,452,13
狛江市／500m2未満,688,4,327,11,77,12,43,12,765,4,370,11
狛江市／1000m2未満,325,2,292,9,43,7,48,13,368,2,340,10
狛江市／2000m2未満,118,1,178,6,22,3,40,11,140,1,218,6
狛江市／5000m2未満,25,0,77,2,9,1,35,10,34,0,112,3
狛江市／10000m2未満,6,0,43,1,2,0,20,5,8,0,63,2
狛江市／10000m2以上,5,0,95,3,5,1,90,25,10,0,185,5
狛江市／計,17644,100,3090,100,635,100,360,100,18279,100,3450,100
東大和市／100m2未満,3284,19,246,5,82,17,5,1,3366,18,250,5
東大和市／200m2未満,9753,55,1263,28,85,17,12,2,9838,54,1275,25
東大和市／300m2未満,2346,13,556,12,53,11,13,2,2399,13,569,11
東大和市／500m2未満,1075,6,408,9,81,17,31,4,1156,6,439,8
東大和市／1000m2未満,666,4,457,10,79,16,56,8,745,4,513,10
東大和市／2000m2未満,363,2,512,11,56,12,78,11,419,2,591,11
東大和市／5000m2未満,214,1,637,14,38,8,118,16,252,1,755,15
東大和市／10000m2未満,37,0,249,6,5,1,39,5,42,0,288,6
東大和市／10000m2以上,8,0,145,3,7,1,371,51,15,0,515,10
東大和市／計,17746,100,4473,100,486,100,723,100,18232,100,5195,100
清瀬市／100m2未満,2403,17,175,6,48,15,3,0,2451,17,178,5
清瀬市／200m2未満,9393,66,1184,39,63,20,9,1,9456,65,1193,32
清瀬市／300m2未満,1094,8,260,8,50,16,12,2,1144,8,272,7
清瀬市／500m2未満,566,4,214,7,34,11,13,2,600,4,227,6
清瀬市／1000m2未満,332,2,233,8,40,13,30,5,372,3,263,7
清瀬市／2000m2未満,220,2,306,10,36,12,50,8,256,2,356,10
清瀬市／5000m2未満,157,1,467,15,21,7,61,10,178,1,528,14
清瀬市／10000m2未満,20,0,138,4,12,4,78,13,32,0,216,6
清瀬市／10000m2以上,4,0,96,3,7,2,349,58,11,0,446,12
清瀬市／計,14189,100,3074,100,311,100,605,100,14500,100,3678,100
東久留米市／100m2未満,15737,43,994,18,352,34,31,3,16089,43,1026,15
東久留米市／200m2未満,16156,44,2154,39,263,25,75,6,16419,44,2228,33
東久留米市／300m2未満,2387,7,644,12,128,12,40,3,2515,7,684,10
東久留米市／500m2未満,1120,3,576,10,106,10,56,5,1226,3,632,9
東久留米市／1000m2未満,674,2,691,12,106,10,110,9,780,2,801,12
東久留米市／2000m2未満,250,1,408,7,46,4,95,8,296,1,503,7
東久留米市／5000m2未満,36,0,110,2,27,3,149,13,63,0,259,4
東久留米市／10000m2未満,1,0,7,0,11,1,149,13,12,0,155,2
東久留米市／10000m2以上,0,0,0,0,10,1,456,39,10,0,456,7
東久留米市／計,36361,100,5584,100,1049,100,1160,100,37410,100,6744,100
武蔵村山市／100m2未満,2676,14,206,4,44,9,2,0,2720,14,209,4
武蔵村山市／200m2未満,11994,64,1544,34,92,18,13,1,12086,63,1557,29
武蔵村山市／300m2未満,1683,9,396,9,54,11,13,2,1737,9,409,7
武蔵村山市／500m2未満,1042,6,398,9,70,14,27,3,1112,6,425,8
武蔵村山市／1000m2未満,730,4,520,11,100,20,72,8,830,4,593,11
武蔵村山市／2000m2未満,447,2,626,14,63,13,89,10,510,3,715,13
武蔵村山市／5000m2未満,228,1,683,15,49,10,152,18,277,1,836,15
武蔵村山市／10000m2未満,20,0,126,3,17,3,118,14,37,0,244,4
武蔵村山市／10000m2以上,6,0,96,2,13,3,374,43,19,0,470,9
武蔵村山市／計,18826,100,4595,100,502,100,861,100,19328,100,5456,100
多摩市／100m2未満,16952,43,796,13,207,26,8,0,17159,42,804,10
多摩市／200m2未満,16060,40,2204,37,127,16,19,1,16187,40,2223,27
多摩市／300m2未満,4225,11,987,17,82,10,20,1,4307,11,1008,12
多摩市／500m2未満,1416,4,519,9,99,12,38,2,1515,4,558,7
多摩市／1000m2未満,646,2,450,8,103,13,73,3,749,2,523,6
多摩市／2000m2未満,315,1,439,7,73,9,111,5,388,1,550,7
多摩市／5000m2未満,169,0,498,8,44,6,139,6,213,1,637,8
多摩市／10000m2未満,14,0,88,1,28,4,204,9,42,0,292,4
多摩市／10000m2以上,0,0,0,0,30,4,1574,72,30,0,1574,19
多摩市／計,39797,100,5982,100,793,100,2186,100,40590,100,8168,100
稲城市／100m2未満,2336,18,171,4,35,9,2,0,2371,18,174,4
稲城市／200m2未満,7322,56,1043,26,85,22,13,1,7407,55,1056,21
稲城市／300m2未満,1605,12,374,9,57,15,14,1,1662,12,388,8
稲城市／500m2未満,693,5,261,7,71,18,28,3,764,6,289,6
稲城市／1000m2未満,494,4,346,9,45,12,30,3,539,4,376,8
稲城市／2000m2未満,360,3,503,13,37,9,53,5,397,3,556,11
稲城市／5000m2未満,199,2,595,15,31,8,92,9,230,2,687,14
稲城市／10000m2未満,31,0,212,5,10,3,72,7,41,0,284,6
稲城市／10000m2以上,18,0,443,11,20,5,706,70,38,0,1149,23
稲城市／計,13058,100,3948,100,391,100,1010,100,13449,100,4958,100
羽村市／100m2未満,2017,16,155,4,22,6,1,0,2039,16,156,3
羽村市／200m2未満,7030,56,954,26,52,13,8,0,7082,54,961,18
羽村市／300m2未満,1440,11,347,10,38,10,9,1,1478,11,356,7
羽村市／500m2未満,1033,8,389,11,62,16,24,1,1095,8,413,8
羽村市／1000m2未満,617,5,437,12,75,19,55,3,692,5,491,9
羽村市／2000m2未満,315,2,440,12,42,11,61,3,357,3,501,9
羽村市／5000m2未満,174,1,518,14,52,13,169,9,226,2,688,13
羽村市／10000m2未満,32,0,219,6,20,5,147,8,52,0,366,7
羽村市／10000m2以上,8,0,144,4,23,6,1384,74,31,0,1528,28
羽村市／計,12666,100,3603,100,386,100,1858,100,13052,100,5461,100
あきる野市／100m2未満,1933,8,132,2,42,8,2,0,1975,8,134,2
あきる野市／200m2未満,13913,55,1974,26,109,21,16,2,14022,55,1990,24
あきる野市／300m2未満,3579,14,864,12,58,11,14,2,3637,14,878,10
あきる野市／500m2未満,2683,11,1013,14,84,16,32,4,2767,11,1045,12
あきる野市／1000m2未満,1791,7,1265,17,90,17,64,7,1881,7,1329,16
あきる野市／2000m2未満,926,4,1260,17,65,12,95,11,991,4,1355,16
あきる野市／5000m2未満,312,1,878,12,56,11,178,20,368,1,1056,13
あきる野市／10000m2未満,15,0,96,1,14,3,97,11,29,0,193,2
あきる野市／10000m2以上,0,0,0,0,11,2,393,44,11,0,393,5
あきる野市／計,25152,100,7481,100,529,100,891,100,25681,100,8372,100
西東京市／100m2未満,24417,45,1322,17,1276,42,62,5,25693,45,1384,16
西東京市／200m2未満,23201,43,2965,38,961,32,125,11,24162,42,3090,35
西東京市／300m2未満,3377,6,809,10,221,7,54,5,3598,6,863,10
西東京市／500m2未満,1845,3,697,9,210,7,82,7,2055,4,779,9
西東京市／1000m2未満,1076,2,743,10,194,6,137,12,1270,2,881,10
西東京市／2000m2未満,392,1,535,7,103,3,145,13,495,1,681,8
西東京市／5000m2未満,90,0,244,3,30,1,88,8,120,0,332,4
西東京市／10000m2未満,23,0,150,2,18,1,129,11,41,0,280,3
西東京市／10000m2以上,12,0,285,4,17,1,327,28,29,0,612,7
西東京市／計,54433,100,7751,100,3030,100,1150,100,57463,100,8901,100
市部計／100m2未満,190981,22,13380,7,5133,19,370,1,196114,22,13751,6
市部計／200m2未満,474319,54,65540,33,6423,23,1194,3,480742,54,66734,27
市部計／300m2未満,104440,12,25439,13,3358,12,929,2,107798,12,26368,11
市部計／500m2未満,49945,6,19925,10,3805,14,1698,4,53750,6,21622,9
市部計／1000m2未満,28808,3,21511,11,3834,14,3188,7,32642,4,24699,10
市部計／2000m2未満,13922,2,19658,10,2413,9,3799,8,16335,2,23456,10
市部計／5000m2未満,6859,1,20381,10,1561,6,5230,11,8420,1,25611,10
市部計／10000m2未満,1079,0,7057,4,597,2,4388,9,1676,0,11445,5
市部計／10000m2以上,346,0,6988,3,604,2,25568,55,950,0,32556,13
市部計／計,870699,100,199878,100,27728,100,46365,100,898427,100,246243,100
