順位,標準地番号,都道府県,標準地の所在地,価　　格,変動率
1,港－４,東京都　　,赤坂１丁目１４２４番１,4010000,9
2,千代田－３,東京都　　,六番町６番１外,3850000,2.7
3,港－２９,東京都　　,白金台３丁目５５番４外,3360000,8.4
4,港－１６,東京都　　,南麻布４丁目１９番１,3010000,9.5
5,千代田－１,東京都　　,三番町６番２５,2970000,3.1
6,千代田－７,東京都　　,一番町１６番３,2900000,3.2
7,港－２８,東京都　　,南麻布１丁目３５番１外,2810000,8.1
8,千代田－５,東京都　　,九段北２丁目６番２６,2800000,2.9
9,千代田－６,東京都　　,平河町２丁目２番２３,2460000,4.2
10,港－１,東京都　　,赤坂６丁目１９１１番,2410000,7.1
