区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
八王子市／100m2未満,338,7,19,0,11,13,1,1,349,7,19,0
八王子市／200m2未満,635,13,96,1,9,10,1,2,644,13,98,1
八王子市／300m2未満,488,10,122,2,10,12,2,3,498,10,124,2
八王子市／500m2未満,609,12,240,3,10,12,4,4,619,12,244,3
八王子市／1000m2未満,996,20,715,9,23,27,17,18,1019,20,732,9
八王子市／2000m2未満,848,17,1201,16,13,15,17,18,861,17,1218,16
八王子市／5000m2未満,801,16,2491,32,8,9,28,30,809,16,2518,32
八王子市／10000m2未満,284,6,1885,24,1,1,8,9,285,6,1893,24
八王子市／10000m2以上,65,1,953,12,1,1,14,15,66,1,967,12
八王子市／計,5064,100,7722,100,86,100,92,100,5150,100,7814,100
立川市／100m2未満,33,5,1,0,0,0,0,0,33,5,1,0
立川市／200m2未満,45,6,7,0,1,33,0,11,46,7,7,0
立川市／300m2未満,36,5,9,0,0,0,0,0,36,5,9,0
立川市／500m2未満,66,10,26,1,1,33,0,22,67,10,26,1
立川市／1000m2未満,89,13,66,3,1,33,1,67,90,13,67,3
立川市／2000m2未満,100,14,145,6,0,0,0,0,100,14,145,6
立川市／5000m2未満,147,21,476,19,0,0,0,0,147,21,476,19
立川市／10000m2未満,111,16,787,32,0,0,0,0,111,16,787,32
立川市／10000m2以上,66,10,943,38,0,0,0,0,66,9,943,38
立川市／計,693,100,2460,100,3,100,1,100,696,100,2461,100
武蔵野市／100m2未満,3,3,0,0,0,,0,,3,3,0,0
武蔵野市／200m2未満,5,5,1,0,0,,0,,5,5,1,0
武蔵野市／300m2未満,3,3,1,0,0,,0,,3,3,1,0
武蔵野市／500m2未満,5,5,2,1,0,,0,,5,5,2,1
武蔵野市／1000m2未満,21,19,14,5,0,,0,,21,19,14,5
武蔵野市／2000m2未満,22,20,32,12,0,,0,,22,20,32,12
武蔵野市／5000m2未満,41,37,133,51,0,,0,,41,37,133,51
武蔵野市／10000m2未満,10,9,68,26,0,,0,,10,9,68,26
武蔵野市／10000m2以上,1,1,11,4,0,,0,,1,1,11,4
武蔵野市／計,111,100,261,100,0,0,0,0,111,100,261,100
三鷹市／100m2未満,10,2,1,0,0,0,0,0,10,2,1,0
三鷹市／200m2未満,38,8,6,0,0,0,0,0,38,8,6,0
三鷹市／300m2未満,23,5,6,0,0,0,0,0,23,5,6,0
三鷹市／500m2未満,34,7,13,1,1,50,0,32,35,7,13,1
三鷹市／1000m2未満,61,13,42,3,1,50,1,68,62,13,43,3
三鷹市／2000m2未満,91,19,130,9,0,0,0,0,91,19,130,9
三鷹市／5000m2未満,116,25,368,26,0,0,0,0,116,25,368,26
三鷹市／10000m2未満,80,17,559,40,0,0,0,0,80,17,559,40
三鷹市／10000m2以上,18,4,289,20,0,0,0,0,18,4,289,20
三鷹市／計,471,100,1413,100,2,100,1,100,473,100,1415,100
青梅市／100m2未満,206,6,12,0,6,12,0,0,212,6,12,0
青梅市／200m2未満,343,11,53,1,8,15,1,2,351,11,54,1
青梅市／300m2未満,325,10,79,2,7,13,2,3,332,10,81,2
