年中(平成・令和),10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,元,2,"S58.1.1～
R3.1.1"
100m2未満(千m2),510,555,554,568,589,642,603,828,468,391,458,623,2412,587,643,627,56,467,379,873,490,360,471,16674
200m2未満(千m2),649,694,709,642,717,727,601,709,413,238,415,526,446,299,270,356,274,225,116,170,134,29,42,14293
300m2未満(千m2),132,156,127,120,80,93,58,85,-22,-76,47,88,-795,11,-86,-79,290,-89,-143,-556,-133,-228,-150,637
500m2未満(千m2),-30,-29,-63,-18,-66,-38,-140,-21,-159,-216,-32,-9,-1026,-113,-181,-158,604,-231,-216,-1022,-183,-215,-165,-4609
1000m2未満(千m2),-162,-153,-172,-153,-99,-191,-193,45,-210,-204,-60,-104,-897,-131,-206,-232,1019,-239,-252,-1488,-148,-274,-216,-8411
2000m2未満(千m2),-201,-192,-181,-173,-141,-114,-195,323,-218,-116,-90,-63,-982,-201,-133,-164,1142,-176,-253,-1412,-153,-138,-126,-8197
5000m2未満(千m2),-255,-271,-376,-207,-427,-290,-401,-607,-452,-238,-174,-178,94,-287,-320,-333,-1087,-475,-273,441,-511,-284,-228,-13839
10000m2未満(千m2),-357,-376,-319,-264,-358,-573,-495,-1216,-296,-490,-398,-274,669,-305,-384,-352,-1573,-218,-213,1167,-308,-189,-272,-13608
10000m2以上(千m2),-478,-565,-315,-384,-500,-349,-410,-1061,-275,-305,-187,-310,262,-256,-296,-179,-1688,-111,-153,1054,-389,-126,-159,-15797
計(千m2),-192,-181,-36,131,-204,-93,-572,-916,-751,-1017,-20,297,184,-395,-692,-515,-964,-846,-1009,-773,-1201,-1064,-804,-32857
