区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
羽村市／2000m2未満,9 ,4 ,11 ,15 ,4 ,13 ,6 ,8 ,13 ,5 ,17 ,12 
羽村市／5000m2未満,2 ,1 ,6 ,8 ,1 ,3 ,2 ,3 ,3 ,1 ,8 ,5 
羽村市／10000m2未満,1 ,0 ,5 ,7 ,0 ,0 ,0 ,0 ,1 ,0 ,5 ,4 
羽村市／10000m2以上,2 ,1 ,25 ,32 ,1 ,3 ,59 ,82 ,3 ,1 ,84 ,56 
羽村市／計,212 ,100 ,77 ,100 ,30 ,100 ,71 ,100 ,242 ,100 ,148 ,100 
あきる野市／100m2未満,840 ,30 ,33 ,1 ,78 ,28 ,2 ,0 ,918 ,30 ,35 ,1 
あきる野市／200m2未満,577 ,21 ,85 ,3 ,43 ,16 ,6 ,0 ,620 ,20 ,91 ,2 
あきる野市／300m2未満,325 ,12 ,80 ,3 ,33 ,12 ,8 ,0 ,358 ,12 ,88 ,2 
あきる野市／500m2未満,343 ,12 ,136 ,5 ,26 ,9 ,11 ,0 ,369 ,12 ,146 ,3 
あきる野市／1000m2未満,337 ,12 ,237 ,8 ,31 ,11 ,22 ,1 ,368 ,12 ,260 ,5 
あきる野市／2000m2未満,188 ,7 ,264 ,9 ,19 ,7 ,28 ,1 ,207 ,7 ,291 ,5 
あきる野市／5000m2未満,76 ,3 ,223 ,7 ,21 ,8 ,64 ,2 ,97 ,3 ,287 ,5 
あきる野市／10000m2未満,27 ,1 ,196 ,7 ,8 ,3 ,64 ,2 ,35 ,1 ,260 ,5 
あきる野市／10000m2以上,44 ,2 ,1752 ,58 ,15 ,5 ,2422 ,92 ,59 ,2 ,4175 ,74 
あきる野市／計,2757 ,100 ,3007 ,100 ,274 ,100 ,2627 ,100 ,3031 ,100 ,5634 ,100 
西東京市／100m2未満,98 ,44 ,3 ,4 ,273 ,43 ,11 ,6 ,371 ,43 ,15 ,5 
西東京市／200m2未満,37 ,16 ,5 ,7 ,107 ,17 ,16 ,8 ,144 ,17 ,21 ,7 
西東京市／300m2未満,19 ,8 ,5 ,6 ,60 ,10 ,15 ,7 ,79 ,9 ,19 ,7 
西東京市／500m2未満,28 ,12 ,10 ,13 ,75 ,12 ,28 ,14 ,103 ,12 ,39 ,14 
西東京市／1000m2未満,28 ,12 ,20 ,24 ,81 ,13 ,54 ,27 ,109 ,13 ,74 ,26 
西東京市／2000m2未満,10 ,4 ,15 ,18 ,30 ,5 ,39 ,19 ,40 ,5 ,54 ,19 
西東京市／5000m2未満,3 ,1 ,10 ,12 ,3 ,0 ,8 ,4 ,6 ,1 ,17 ,6 
西東京市／10000m2未満,2 ,1 ,14 ,17 ,0 ,0 ,0 ,0 ,2 ,0 ,14 ,5 
西東京市／10000m2以上,0 ,0 ,0 ,0 ,1 ,0 ,31 ,15 ,1 ,0 ,31 ,11 
西東京市／計,225 ,100 ,83 ,100 ,630 ,100 ,202 ,100 ,855 ,100 ,285 ,100 
市部計／100m2未満,9973 ,40 ,324 ,2 ,1624 ,38 ,65 ,0 ,11597 ,40 ,388 ,1 
市部計／200m2未満,4597 ,18 ,688 ,5 ,553 ,13 ,130 ,0 ,5150 ,18 ,818 ,2 
市部計／300m2未満,2639 ,11 ,663 ,5 ,326 ,8 ,125 ,0 ,2965 ,10 ,788 ,2 
市部計／500m2未満,2815 ,11 ,1136 ,8 ,409 ,10 ,220 ,1 ,3224 ,11 ,1356 ,3 
市部計／1000m2未満,2602 ,10 ,1901 ,13 ,482 ,11 ,462 ,2 ,3084 ,11 ,2363 ,6 
市部計／2000m2未満,1424 ,6 ,2014 ,14 ,306 ,7 ,619 ,2 ,1730 ,6 ,2633 ,6 
市部計／5000m2未満,720 ,3 ,2194 ,15 ,251 ,6 ,1039 ,4 ,971 ,3 ,3233 ,8 
市部計／10000m2未満,160 ,1 ,1111 ,8 ,81 ,2 ,805 ,3 ,241 ,1 ,1916 ,5 
市部計／10000m2以上,139 ,1 ,4607 ,31 ,229 ,5 ,24040 ,87 ,368 ,1 ,28647 ,68 
市部計／計,25069 ,100 ,14638 ,100 ,4261 ,100 ,27505 ,100 ,29330 ,100 ,42143 ,100 
