区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
新宿区／1000m2未満,718,2 ,471 ,10 ,644,12 ,452 ,14 ,1362,4 ,923 ,11 
新宿区／2000m2未満,160,0 ,213 ,4 ,356,7 ,491 ,15 ,516,1 ,704 ,9 
新宿区／5000m2未満,39,0 ,117 ,2 ,190,4 ,582 ,18 ,229,1 ,699 ,9 
新宿区／10000m2未満,9,0 ,60 ,1 ,54,1 ,364 ,11 ,63,0 ,424 ,5 
新宿区／10000m2以上,1,0 ,11 ,0 ,35,1 ,623 ,19 ,36,0 ,634 ,8 
新宿区／計,32917,100 ,4867 ,100 ,5423,100 ,3277 ,100 ,38340,100 ,8144 ,100 
文京区／50m2未満,4541,18 ,166 ,5 ,245,9 ,7 ,0 ,4786,17 ,173 ,3 
文京区／100m2未満,9912,39 ,716 ,22 ,434,16 ,33 ,2 ,10346,36 ,749 ,15 
文京区／150m2未満,4881,19 ,593 ,18 ,402,14 ,49 ,3 ,5283,19 ,643 ,13 
文京区／200m2未満,2519,10 ,435 ,13 ,319,11 ,56 ,3 ,2838,10 ,490 ,10 
文京区／300m2未満,2054,8 ,496 ,15 ,368,13 ,90 ,5 ,2422,8 ,586 ,12 
文京区／500m2未満,1305,5 ,489 ,15 ,391,14 ,151 ,9 ,1696,6 ,641 ,13 
文京区／1000m2未満,449,2 ,290 ,9 ,321,12 ,219 ,13 ,770,3 ,509 ,10 
文京区／2000m2未満,55,0 ,71 ,2 ,178,6 ,247 ,15 ,233,1 ,318 ,6 
文京区／5000m2未満,12,0 ,33 ,1 ,88,3 ,285 ,17 ,100,0 ,318 ,6 
文京区／10000m2未満,3,0 ,18 ,1 ,23,1 ,150 ,9 ,26,0 ,168 ,3 
文京区／10000m2以上,0,0 ,0 ,0 ,16,1 ,391 ,23 ,16,0 ,391 ,8 
文京区／計,25731,100 ,3307 ,100 ,2785,100 ,1679 ,100 ,28516,100 ,4986 ,100 
台東区／50m2未満,5950,26 ,215 ,9 ,472,10 ,16 ,1 ,6422,24 ,231 ,6 
台東区／100m2未満,9084,40 ,654 ,27 ,916,20 ,69 ,4 ,10000,37 ,723 ,18 
台東区／150m2未満,3661,16 ,443 ,18 ,788,17 ,97 ,6 ,4449,16 ,540 ,13 
台東区／200m2未満,1634,7 ,281 ,11 ,547,12 ,95 ,6 ,2181,8 ,375 ,9 
台東区／300m2未満,1242,5 ,300 ,12 ,594,13 ,146 ,9 ,1836,7 ,446 ,11 
台東区／500m2未満,660,3 ,246 ,10 ,542,12 ,208 ,13 ,1202,4 ,454 ,11 
台東区／1000m2未満,292,1 ,194 ,8 ,410,9 ,283 ,18 ,702,3 ,477 ,12 
台東区／2000m2未満,52,0 ,67 ,3 ,156,3 ,218 ,14 ,208,1 ,285 ,7 
台東区／5000m2未満,12,0 ,33 ,1 ,66,1 ,201 ,13 ,78,0 ,235 ,6 
台東区／10000m2未満,1,0 ,7 ,0 ,14,0 ,94 ,6 ,15,0 ,101 ,2 
台東区／10000m2以上,1,0 ,18 ,1 ,7,0 ,180 ,11 ,8,0 ,199 ,5 
台東区／計,22589,100 ,2457 ,100 ,4512,100 ,1607 ,100 ,27101,100 ,4065 ,100 
墨田区／50m2未満,6138,21 ,229 ,6 ,220,7 ,7 ,0 ,6358,19 ,236 ,4 
墨田区／100m2未満,12231,42 ,874 ,22 ,483,15 ,38 ,2 ,12714,39 ,911 ,15 
墨田区／150m2未満,4721,16 ,572 ,14 ,500,15 ,62 ,3 ,5221,16 ,635 ,11 
墨田区／200m2未満,2340,8 ,403 ,10 ,396,12 ,68 ,3 ,2736,8 ,471 ,8 
墨田区／300m2未満,1852,6 ,448 ,11 ,448,14 ,110 ,5 ,2300,7 ,558 ,9 
墨田区／500m2未満,1263,4 ,475 ,12 ,502,15 ,193 ,9 ,1765,5 ,668 ,11 
墨田区／1000m2未満,640,2 ,433 ,11 ,414,13 ,288 ,14 ,1054,3 ,721 ,12 
墨田区／2000m2未満,191,1 ,256 ,6 ,168,5 ,225 ,11 ,359,1 ,481 ,8 
墨田区／5000m2未満,56,0 ,167 ,4 ,104,3 ,324 ,16 ,160,0 ,490 ,8 
墨田区／10000m2未満,12,0 ,79 ,2 ,43,1 ,282 ,14 ,55,0 ,362 ,6 
墨田区／10000m2以上,1,0 ,14 ,0 ,22,1 ,456 ,22 ,23,0 ,471 ,8 
墨田区／計,29445,100 ,3950 ,100 ,3300,100 ,2054 ,100 ,32745,100 ,6004 ,100 
江東区／50m2未満,6734,23 ,253 ,6 ,276,7 ,8 ,0 ,7010,21 ,261 ,2 
江東区／100m2未満,13191,44 ,935 ,24 ,490,12 ,37 ,0 ,13681,40 ,971 ,8 
江東区／150m2未満,4598,15 ,555 ,14 ,448,11 ,56 ,1 ,5046,15 ,610 ,5 
江東区／200m2未満,1904,6 ,326 ,8 ,310,8 ,54 ,1 ,2214,7 ,380 ,3 
江東区／300m2未満,1508,5 ,364 ,9 ,399,10 ,99 ,1 ,1907,6 ,463 ,4 
江東区／500m2未満,1084,4 ,411 ,10 ,559,14 ,214 ,3 ,1643,5 ,625 ,5 
江東区／1000m2未満,553,2 ,374 ,10 ,565,14 ,404 ,5 ,1118,3 ,777 ,6 
江東区／2000m2未満,225,1 ,311 ,8 ,411,10 ,595 ,7 ,636,2 ,906 ,7 
江東区／5000m2未満,81,0 ,231 ,6 ,308,8 ,987 ,12 ,389,1 ,1218 ,10 
江東区／10000m2未満,16,0 ,103 ,3 ,163,4 ,1152 ,14 ,179,1 ,1255 ,10 
江東区／10000m2以上,5,0 ,63 ,2 ,160,4 ,4897 ,58 ,165,0 ,4959 ,40 
江東区／計,29899,100 ,3924 ,100 ,4089,100 ,8501 ,100 ,33988,100 ,12426 ,100 
品川区／50m2未満,7354,18 ,282 ,5 ,289,8 ,8 ,0 ,7643,17 ,290 ,3 
品川区／100m2未満,17030,41 ,1200 ,20 ,519,14 ,40 ,1 ,17549,39 ,1240 ,13 
品川区／150m2未満,7062,17 ,861 ,15 ,461,12 ,58 ,1 ,7523,17 ,918 ,9 
品川区／200m2未満,3658,9 ,630 ,11 ,384,10 ,67 ,2 ,4042,9 ,696 ,7 
品川区／300m2未満,3055,7 ,738 ,13 ,487,13 ,120 ,3 ,3542,8 ,858 ,9 
品川区／500m2未満,1963,5 ,738 ,13 ,522,14 ,201 ,5 ,2485,6 ,939 ,10 
品川区／1000m2未満,933,2 ,629 ,11 ,487,13 ,335 ,8 ,1420,3 ,964 ,10 
品川区／2000m2未満,270,1 ,367 ,6 ,279,8 ,382 ,9 ,549,1 ,749 ,8 
品川区／5000m2未満,93,0 ,267 ,5 ,167,5 ,526 ,13 ,260,1 ,793 ,8 
品川区／10000m2未満,13,0 ,87 ,1 ,63,2 ,442 ,11 ,76,0 ,529 ,5 
品川区／10000m2以上,4,0 ,58 ,1 ,48,1 ,1840 ,46 ,52,0 ,1898 ,19 
品川区／計,41435,100 ,5856 ,100 ,3706,100 ,4019 ,100 ,45141,100 ,9875 ,100 
目黒区／50m2未満,3274,9 ,117 ,2 ,136,5 ,3 ,0 ,3410,9 ,121 ,1 
目黒区／100m2未満,12913,36 ,953 ,15 ,370,13 ,28 ,1 ,13283,34 ,981 ,12 
目黒区／150m2未満,7720,21 ,940 ,15 ,439,15 ,55 ,3 ,8159,21 ,994 ,12 
目黒区／200m2未満,4725,13 ,819 ,13 ,333,12 ,58 ,3 ,5058,13 ,877 ,11 
目黒区／300m2未満,3981,11 ,963 ,16 ,445,15 ,110 ,6 ,4426,11 ,1072 ,13 
目黒区／500m2未満,2416,7 ,906 ,15 ,469,16 ,182 ,9 ,2885,7 ,1088 ,13 
目黒区／1000m2未満,891,2 ,596 ,10 ,363,13 ,255 ,13 ,1254,3 ,851 ,11 
目黒区／2000m2未満,272,1 ,371 ,6 ,187,6 ,260 ,14 ,459,1 ,631 ,8 
目黒区／5000m2未満,79,0 ,235 ,4 ,95,3 ,282 ,15 ,174,0 ,517 ,6 
目黒区／10000m2未満,18,0 ,123 ,2 ,28,1 ,184 ,10 ,46,0 ,307 ,4 
目黒区／10000m2以上,7,0 ,145 ,2 ,24,1 ,499 ,26 ,31,0 ,644 ,8 
目黒区／計,36296,100 ,6167 ,100 ,2889,100 ,1917 ,100 ,39185,100 ,8084 ,100 
大田区／50m2未満,11387,13 ,442 ,3 ,317,5 ,9 ,0 ,11704,12 ,451 ,2 
大田区／100m2未満,33600,38 ,2426 ,15 ,698,11 ,55 ,1 ,34298,36 ,2481 ,11 
大田区／150m2未満,16931,19 ,2050 ,13 ,782,12 ,98 ,1 ,17713,18 ,2148 ,10 
大田区／200m2未満,9464,11 ,1636 ,10 ,620,9 ,108 ,2 ,10084,11 ,1744 ,8 
大田区／300m2未満,7999,9 ,1943 ,12 ,828,13 ,203 ,3 ,8827,9 ,2146 ,9 
大田区／500m2未満,5628,6 ,2125 ,13 ,1078,16 ,413 ,6 ,6706,7 ,2538 ,11 
大田区／1000m2未満,2788,3 ,1887 ,12 ,1041,16 ,739 ,11 ,3829,4 ,2626 ,12 
大田区／2000m2未満,1007,1 ,1365 ,9 ,628,10 ,871 ,13 ,1635,2 ,2236 ,10 
大田区／5000m2未満,433,0 ,1282 ,8 ,410,6 ,1241 ,18 ,843,1 ,2523 ,11 
大田区／10000m2未満,66,0 ,441 ,3 ,127,2 ,883 ,13 ,193,0 ,1324 ,6 
大田区／10000m2以上,18,0 ,228 ,1 ,81,1 ,2163 ,32 ,99,0 ,2391 ,11 
大田区／計,89321,100 ,15825 ,100 ,6610,100 ,6784 ,100 ,95931,100 ,22609 ,100 
世田谷区／50m2未満,8663,7 ,302 ,1 ,347,5 ,8 ,0 ,9010,7 ,310 ,1 
世田谷区／100m2未満,39764,31 ,3039 ,12 ,752,11 ,59 ,1 ,40516,30 ,3098 ,10 
世田谷区／150m2未満,33249,26 ,3997 ,16 ,922,14 ,115 ,2 ,34171,25 ,4112 ,13 
世田谷区／200m2未満,17299,13 ,2994 ,12 ,814,12 ,141 ,3 ,18113,13 ,3135 ,10 
世田谷区／300m2未満,15235,12 ,3676 ,14 ,1005,15 ,247 ,4 ,16240,12 ,3923 ,13 
世田谷区／500m2未満,9541,7 ,3575 ,14 ,1099,16 ,424 ,8 ,10640,8 ,3999 ,13 
世田谷区／1000m2未満,3906,3 ,2616 ,10 ,844,13 ,587 ,10 ,4750,3 ,3203 ,10 
世田谷区／2000m2未満,1473,1 ,2026 ,8 ,509,8 ,706 ,13 ,1982,1 ,2733 ,9 
世田谷区／5000m2未満,734,1 ,2180 ,9 ,293,4 ,912 ,16 ,1027,1 ,3092 ,10 
世田谷区／10000m2未満,124,0 ,804 ,3 ,77,1 ,537 ,10 ,201,0 ,1341 ,4 
世田谷区／10000m2以上,19,0 ,236 ,1 ,71,1 ,1903 ,34 ,90,0 ,2139 ,7 
世田谷区／計,130007,100 ,25446 ,100 ,6733,100 ,5638 ,100 ,136740,100 ,31085 ,100 
渋谷区／50m2未満,3148,13 ,115 ,3 ,284,6 ,8 ,0 ,3432,12 ,123 ,2 
渋谷区／100m2未満,8164,34 ,588 ,15 ,655,15 ,50 ,2 ,8819,31 ,638 ,9 
渋谷区／150m2未満,4627,19 ,567 ,14 ,601,13 ,75 ,3 ,5228,18 ,642 ,10 
渋谷区／200m2未満,2854,12 ,493 ,13 ,533,12 ,93 ,3 ,3387,12 ,585 ,9 
渋谷区／300m2未満,2660,11 ,646 ,16 ,590,13 ,147 ,5 ,3250,11 ,793 ,12 
渋谷区／500m2未満,1788,7 ,668 ,17 ,690,15 ,263 ,9 ,2478,9 ,931 ,14 
渋谷区／1000m2未満,669,3 ,450 ,11 ,594,13 ,416 ,15 ,1263,4 ,866 ,13 
渋谷区／2000m2未満,137,1 ,189 ,5 ,289,6 ,408 ,14 ,426,1 ,597 ,9 
渋谷区／5000m2未満,50,0 ,137 ,3 ,178,4 ,542 ,19 ,228,1 ,679 ,10 
渋谷区／10000m2未満,3,0 ,22 ,1 ,56,1 ,369 ,13 ,59,0 ,391 ,6 
渋谷区／10000m2以上,3,0 ,45 ,1 ,23,1 ,449 ,16 ,26,0 ,493 ,7 
渋谷区／計,24103,100 ,3918 ,100 ,4493,100 ,2820 ,100 ,28596,100 ,6738 ,100 
中野区／50m2未満,5665,12 ,205 ,3 ,274,9 ,8 ,0 ,5939,12 ,212 ,2 
中野区／100m2未満,17706,37 ,1312 ,17 ,539,17 ,41 ,3 ,18245,36 ,1354 ,15 
中野区／150m2未満,10144,21 ,1231 ,16 ,484,15 ,60 ,4 ,10628,21 ,1291 ,14 
中野区／200m2未満,5614,12 ,970 ,13 ,423,13 ,73 ,5 ,6037,12 ,1044 ,11 
中野区／300m2未満,4531,9 ,1092 ,14 ,415,13 ,102 ,7 ,4946,10 ,1194 ,13 
中野区／500m2未満,2597,5 ,967 ,13 ,447,14 ,170 ,11 ,3044,6 ,1137 ,12 
中野区／1000m2未満,964,2 ,637 ,8 ,328,10 ,224 ,14 ,1292,3 ,861 ,9 
中野区／2000m2未満,326,1 ,448 ,6 ,134,4 ,189 ,12 ,460,1 ,637 ,7 
中野区／5000m2未満,175,0 ,521 ,7 ,76,2 ,233 ,15 ,251,0 ,754 ,8 
中野区／10000m2未満,28,0 ,184 ,2 ,27,1 ,191 ,12 ,55,0 ,375 ,4 
中野区／10000m2以上,0,0 ,0 ,0 ,14,0 ,279 ,18 ,14,0 ,279 ,3 
中野区／計,47750,100 ,7566 ,100 ,3161,100 ,1571 ,100 ,50911,100 ,9137 ,100 
杉並区／50m2未満,6556,7 ,224 ,1 ,287,6 ,7 ,0 ,6843,7 ,231 ,1 
杉並区／100m2未満,28449,31 ,2200 ,13 ,653,15 ,51 ,2 ,29102,30 ,2250 ,11 
杉並区／150m2未満,24402,26 ,2930 ,17 ,643,14 ,80 ,3 ,25045,26 ,3011 ,15 
杉並区／200m2未満,12567,14 ,2175 ,13 ,514,12 ,89 ,3 ,13081,13 ,2264 ,11 
杉並区／300m2未満,10921,12 ,2640 ,15 ,626,14 ,154 ,6 ,11547,12 ,2794 ,14 
杉並区／500m2未満,6446,7 ,2405 ,14 ,678,15 ,259 ,10 ,7124,7 ,2664 ,13 
杉並区／1000m2未満,2365,3 ,1581 ,9 ,538,12 ,371 ,14 ,2903,3 ,1952 ,10 
杉並区／2000m2未満,790,1 ,1087 ,6 ,282,6 ,393 ,15 ,1072,1 ,1480 ,7 
杉並区／5000m2未満,405,0 ,1221 ,7 ,150,3 ,465 ,17 ,555,1 ,1686 ,8 
杉並区／10000m2未満,88,0 ,557 ,3 ,36,1 ,240 ,9 ,124,0 ,797 ,4 
杉並区／10000m2以上,21,0 ,328 ,2 ,30,1 ,555 ,21 ,51,0 ,883 ,4 
杉並区／計,93010,100 ,17348 ,100 ,4437,100 ,2663 ,100 ,97447,100 ,20012 ,100 
豊島区／50m2未満,5469,15 ,201 ,4 ,275,8 ,8 ,0 ,5744,15 ,209 ,3 
豊島区／100m2未満,13682,39 ,984 ,19 ,632,18 ,48 ,3 ,14314,37 ,1032 ,15 
豊島区／150m2未満,6656,19 ,810 ,15 ,550,16 ,68 ,4 ,7206,19 ,878 ,13 
豊島区／200m2未満,3602,10 ,621 ,12 ,406,12 ,71 ,4 ,4008,10 ,692 ,10 
豊島区／300m2未満,2952,8 ,716 ,13 ,474,14 ,116 ,7 ,3426,9 ,832 ,12 
豊島区／500m2未満,1818,5 ,681 ,13 ,437,13 ,168 ,10 ,2255,6 ,850 ,12 
豊島区／1000m2未満,835,2 ,570 ,11 ,343,10 ,238 ,14 ,1178,3 ,808 ,12 
豊島区／2000m2未満,236,1 ,316 ,6 ,177,5 ,241 ,14 ,413,1 ,558 ,8 
豊島区／5000m2未満,91,0 ,266 ,5 ,83,2 ,252 ,15 ,174,0 ,518 ,7 
豊島区／10000m2未満,14,0 ,90 ,2 ,28,1 ,200 ,12 ,42,0 ,290 ,4 
豊島区／10000m2以上,4,0 ,53 ,1 ,17,0 ,304 ,18 ,21,0 ,357 ,5 
豊島区／計,35359,100 ,5310 ,100 ,3422,100 ,1714 ,100 ,38781,100 ,7024 ,100 
北区／50m2未満,7043,18 ,265 ,4 ,242,9 ,7 ,0 ,7285,17 ,272 ,3 
北区／100m2未満,16862,42 ,1204 ,20 ,420,16 ,32 ,1 ,17282,41 ,1235 ,14 
北区／150m2未満,6862,17 ,832 ,14 ,350,14 ,43 ,2 ,7212,17 ,875 ,10 
北区／200m2未満,3366,8 ,580 ,10 ,261,10 ,45 ,2 ,3627,9 ,625 ,7 
北区／300m2未満,2699,7 ,651 ,11 ,307,12 ,75 ,3 ,3006,7 ,726 ,8 
北区／500m2未満,1707,4 ,644 ,11 ,331,13 ,128 ,5 ,2038,5 ,772 ,9 
北区／1000m2未満,906,2 ,619 ,10 ,313,12 ,221 ,8 ,1219,3 ,840 ,10 
北区／2000m2未満,344,1 ,470 ,8 ,166,6 ,227 ,8 ,510,1 ,697 ,8 
北区／5000m2未満,164,0 ,476 ,8 ,96,4 ,286 ,10 ,260,1 ,761 ,9 
北区／10000m2未満,27,0 ,174 ,3 ,59,2 ,422 ,15 ,86,0 ,595 ,7 
北区／10000m2以上,8,0 ,99 ,2 ,43,2 ,1247 ,46 ,51,0 ,1346 ,15 
北区／計,39988,100 ,6013 ,100 ,2588,100 ,2731 ,100 ,42576,100 ,8744 ,100 
荒川区／50m2未満,5836,24 ,214 ,6 ,209,11 ,6 ,0 ,6045,23 ,219 ,5 
荒川区／100m2未満,9642,40 ,680 ,19 ,295,16 ,22 ,2 ,9937,38 ,703 ,15 
荒川区／150m2未満,3606,15 ,435 ,12 ,225,12 ,28 ,2 ,3831,15 ,463 ,10 
荒川区／200m2未満,1780,7 ,306 ,9 ,230,12 ,40 ,3 ,2010,8 ,346 ,7 
荒川区／300m2未満,1426,6 ,343 ,10 ,242,13 ,60 ,5 ,1668,6 ,402 ,8 
荒川区／500m2未満,971,4 ,368 ,11 ,250,13 ,97 ,8 ,1221,5 ,465 ,10 
荒川区／1000m2未満,575,2 ,392 ,11 ,228,12 ,159 ,13 ,803,3 ,551 ,12 
荒川区／2000m2未満,212,1 ,289 ,8 ,121,6 ,166 ,13 ,333,1 ,455 ,10 
荒川区／5000m2未満,97,0 ,294 ,8 ,58,3 ,179 ,14 ,155,1 ,474 ,10 
荒川区／10000m2未満,17,0 ,122 ,3 ,18,1 ,139 ,11 ,35,0 ,261 ,5 
荒川区／10000m2以上,5,0 ,64 ,2 ,10,1 ,357 ,29 ,15,0 ,421 ,9 
荒川区／計,24167,100 ,3508 ,100 ,1886,100 ,1252 ,100 ,26053,100 ,4761 ,100 
板橋区／50m2未満,6739,11 ,246 ,2 ,239,6 ,6 ,0 ,6978,10 ,253 ,2 
板橋区／100m2未満,27973,44 ,2022 ,17 ,525,13 ,40 ,1 ,28498,42 ,2062 ,13 
板橋区／150m2未満,12381,19 ,1486 ,13 ,445,11 ,56 ,1 ,12826,19 ,1542 ,10 
板橋区／200m2未満,5575,9 ,962 ,8 ,377,10 ,66 ,2 ,5952,9 ,1027 ,6 
板橋区／300m2未満,4885,8 ,1179 ,10 ,512,13 ,125 ,3 ,5397,8 ,1304 ,8 
板橋区／500m2未満,2972,5 ,1128 ,10 ,551,14 ,210 ,5 ,3523,5 ,1337 ,8 
板橋区／1000m2未満,1927,3 ,1326 ,11 ,592,15 ,423 ,10 ,2519,4 ,1749 ,11 
板橋区／2000m2未満,901,1 ,1240 ,11 ,363,9 ,509 ,12 ,1264,2 ,1749 ,11 
板橋区／5000m2未満,475,1 ,1403 ,12 ,205,5 ,632 ,15 ,680,1 ,2035 ,13 
板橋区／10000m2未満,76,0 ,486 ,4 ,81,2 ,539 ,13 ,157,0 ,1025 ,6 
板橋区／10000m2以上,11,0 ,145 ,1 ,56,1 ,1621 ,38 ,67,0 ,1766 ,11 
板橋区／計,63915,100 ,11622 ,100 ,3946,100 ,4226 ,100 ,67861,100 ,15848 ,100 
練馬区／50m2未満,6465,5 ,206 ,1 ,305,7 ,7 ,0 ,6770,5 ,213 ,1 
練馬区／100m2未満,38946,32 ,3048 ,13 ,572,14 ,45 ,2 ,39518,32 ,3093 ,12 
練馬区／150m2未満,40559,34 ,4759 ,20 ,559,13 ,69 ,2 ,41118,33 ,4827 ,18 
練馬区／200m2未満,13004,11 ,2240 ,10 ,454,11 ,79 ,3 ,13458,11 ,2319 ,9 
練馬区／300m2未満,10547,9 ,2530 ,11 ,516,12 ,126 ,4 ,11063,9 ,2656 ,10 
練馬区／500m2未満,5690,5 ,2130 ,9 ,573,14 ,222 ,8 ,6263,5 ,2352 ,9 
練馬区／1000m2未満,2728,2 ,1878 ,8 ,602,14 ,428 ,15 ,3330,3 ,2307 ,9 
練馬区／2000m2未満,1316,1 ,1832 ,8 ,337,8 ,474 ,16 ,1653,1 ,2306 ,9 
練馬区／5000m2未満,968,1 ,2984 ,13 ,187,4 ,563 ,19 ,1155,1 ,3547 ,13 
練馬区／10000m2未満,223,0 ,1495 ,6 ,36,1 ,242 ,8 ,259,0 ,1737 ,7 
練馬区／10000m2以上,31,0 ,406 ,2 ,25,1 ,678 ,23 ,56,0 ,1084 ,4 
練馬区／計,120477,100 ,23509 ,100 ,4166,100 ,2932 ,100 ,124643,100 ,26441 ,100 
足立区／50m2未満,10318,10 ,361 ,2 ,316,6 ,8 ,0 ,10634,10 ,369 ,1 
足立区／100m2未満,42946,42 ,3229 ,16 ,538,11 ,40 ,1 ,43484,41 ,3269 ,13 
足立区／150m2未満,21734,21 ,2559 ,13 ,513,10 ,64 ,1 ,22247,21 ,2623 ,10 
足立区／200m2未満,8321,8 ,1433 ,7 ,496,10 ,86 ,2 ,8817,8 ,1519 ,6 
足立区／300m2未満,6870,7 ,1665 ,8 ,564,11 ,140 ,3 ,7434,7 ,1804 ,7 
足立区／500m2未満,4943,5 ,1882 ,9 ,776,16 ,303 ,6 ,5719,5 ,2185 ,8 
足立区／1000m2未満,3534,3 ,2442 ,12 ,768,16 ,541 ,10 ,4302,4 ,2983 ,12 
足立区／2000m2未満,1649,2 ,2291 ,11 ,522,11 ,720 ,13 ,2171,2 ,3011 ,12 
足立区／5000m2未満,1014,1 ,3100 ,15 ,274,6 ,820 ,15 ,1288,1 ,3920 ,15 
足立区／10000m2未満,195,0 ,1248 ,6 ,85,2 ,592 ,11 ,280,0 ,1840 ,7 
足立区／10000m2以上,18,0 ,222 ,1 ,65,1 ,2038 ,38 ,83,0 ,2260 ,9 
足立区／計,101542,100 ,20432 ,100 ,4917,100 ,5352 ,100 ,106459,100 ,25784 ,100 
葛飾区／50m2未満,9657,14 ,361 ,3 ,301,9 ,8 ,0 ,9958,13 ,369 ,2 
葛飾区／100m2未満,32574,46 ,2389 ,19 ,489,15 ,37 ,1 ,33063,44 ,2426 ,16 
葛飾区／150m2未満,12579,18 ,1500 ,12 ,373,11 ,46 ,2 ,12952,17 ,1547 ,10 
