区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
八王子市／100㎡未満,342,7,18548,0,13,15,863,1,355,7,19411,0
八王子市／200㎡未満,645,12,97081,1,8,9,1275,2,653,12,98356,1
八王子市／300㎡未満,517,10,129165,2,12,14,2893,4,529,10,132059,2
八王子市／500㎡未満,649,12,254938,3,14,16,5237,6,663,12,260175,3
"八王子市／1,000㎡未満",1015,19,722771,9,21,24,15637,19,1036,19,738408,9
"八王子市／2,000㎡未満",883,17,1247072,15,7,8,7476,9,890,17,1254548,15
"八王子市／5,000㎡未満",829,16,2590049,32,9,10,27686,34,838,16,2617735,32
"八王子市／10,000㎡未満",298,6,1974561,24,1,1,8263,10,299,6,1982824,24
"八王子市／10,000㎡以上",71,1,1029311,13,1,1,11857,15,72,1,1041168,13
八王子市／計,5249,100,8063496,100,86,100,81187,100,5335,100,8144683,100
立川市／100㎡未満,28,4,1301,0,0,0,0,0,28,4,1301,0
立川市／200㎡未満,40,6,6063,0,0,0,0,0,40,6,6063,0
立川市／300㎡未満,38,5,9657,0,0,0,0,0,38,5,9657,0
立川市／500㎡未満,66,9,26098,1,1,33,328,12,67,10,26426,1
"立川市／1,000㎡未満",91,13,67501,3,1,33,995,37,92,13,68496,3
"立川市／2,000㎡未満",99,14,143580,6,1,33,1372,51,100,14,144952,6
"立川市／5,000㎡未満",156,22,505828,20,0,0,0,0,156,22,505828,20
"立川市／10,000㎡未満",114,16,809586,32,0,0,0,0,114,16,809586,32
"立川市／10,000㎡以上",69,10,983563,39,0,0,0,0,69,10,983563,38
立川市／計,701,100,2553177,100,3,100,2695,100,704,100,2555872,100
武蔵野市／100㎡未満,6,5,247,0,0,0,0,0,6,5,247,0
武蔵野市／200㎡未満,2,2,305,0,0,0,0,0,2,2,305,0
