区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
八王子市／100m2未満,342,7,19,0,12,13,1,1,354,7,20,0
八王子市／200m2未満,629,13,95,1,17,18,3,3,646,13,98,1
八王子市／300m2未満,478,10,119,2,9,10,2,3,487,10,122,2
八王子市／500m2未満,603,12,239,3,12,13,5,6,615,12,243,3
八王子市／1000m2未満,983,20,706,9,26,28,19,23,1009,20,725,9
八王子市／2000m2未満,852,17,1203,16,10,11,12,15,862,17,1216,16
八王子市／5000m2未満,787,16,2445,32,5,5,19,23,792,15,2463,32
八王子市／10000m2未満,280,6,1859,24,1,1,8,10,281,5,1868,24
八王子市／10000m2以上,66,1,972,13,1,1,14,17,67,1,986,13
八王子市／計,5020,100,7658,100,93,100,82,100,5113,100,7739,100
立川市／100m2未満,33,5,2,0,0,0,0,0,33,5,2,0
立川市／200m2未満,41,6,6,0,1,33,0,8,42,6,6,0
立川市／300m2未満,36,5,9,0,0,0,0,0,36,5,9,0
立川市／500m2未満,62,9,25,1,1,33,0,17,63,9,25,1
立川市／1000m2未満,86,13,64,3,0,0,0,0,86,13,64,3
立川市／2000m2未満,97,14,140,6,1,33,1,75,98,14,141,6
立川市／5000m2未満,146,22,474,20,0,0,0,0,146,22,474,20
立川市／10000m2未満,106,16,750,31,0,0,0,0,106,16,750,31
立川市／10000m2以上,68,10,959,40,0,0,0,0,68,10,959,39
立川市／計,675,100,2429,100,3,100,2,100,678,100,2431,100
武蔵野市／100m2未満,4,4,0,0,0,,0,,4,4,0,0
武蔵野市／200m2未満,5,5,1,0,0,,0,,5,5,1,0
武蔵野市／300m2未満,3,3,1,0,0,,0,,3,3,1,0
武蔵野市／500m2未満,5,5,2,1,0,,0,,5,5,2,1
武蔵野市／1000m2未満,21,19,14,6,0,,0,,21,19,14,6
武蔵野市／2000m2未満,22,20,32,12,0,,0,,22,20,32,12
武蔵野市／5000m2未満,40,36,130,50,0,,0,,40,36,130,50
武蔵野市／10000m2未満,9,8,58,22,0,,0,,9,8,58,22
武蔵野市／10000m2以上,2,2,22,9,0,,0,,2,2,22,9
武蔵野市／計,111,100,260,100,0,0,0,0,111,100,260,100
三鷹市／100m2未満,12,3,1,0,0,0,0,0,12,3,1,0
三鷹市／200m2未満,38,8,6,0,0,0,0,0,38,8,6,0
三鷹市／300m2未満,22,5,5,0,0,0,0,0,22,5,5,0
三鷹市／500m2未満,34,7,13,1,2,67,1,47,36,8,14,1
三鷹市／1000m2未満,60,13,42,3,1,33,1,53,61,13,43,3
三鷹市／2000m2未満,90,19,129,9,0,0,0,0,90,19,129,9
三鷹市／5000m2未満,115,25,360,26,0,0,0,0,115,24,360,26
三鷹市／10000m2未満,80,17,560,40,0,0,0,0,80,17,560,40
三鷹市／10000m2以上,18,4,289,21,0,0,0,0,18,4,289,21
三鷹市／計,469,100,1403,100,3,100,2,100,472,100,1405,100
青梅市／100m2未満,210,6,12,0,6,12,0,0,216,7,12,0
青梅市／200m2未満,346,11,53,1,6,12,1,1,352,11,54,1
青梅市／300m2未満,325,10,79,2,6,12,1,2,331,10,81,2
青梅市／500m2未満,519,16,203,5,6,12,3,4,525,16,205,5
青梅市／1000m2未満,638,20,463,11,13,25,8,13,651,20,472,11
青梅市／2000m2未満,573,18,806,19,8,15,11,17,581,18,818,19
青梅市／5000m2未満,464,14,1427,33,4,8,10,14,468,14,1437,33
青梅市／10000m2未満,132,4,895,21,1,2,5,8,133,4,900,20
青梅市／10000m2以上,29,1,397,9,2,4,27,41,31,1,425,10
青梅市／計,3236,100,4336,100,52,100,67,100,3288,100,4403,100
府中市／100m2未満,29,4,2,0,0,0,0,0,29,4,2,0
府中市／200m2未満,54,8,8,1,2,67,0,18,56,8,8,1
府中市／300m2未満,55,8,14,1,0,0,0,0,55,8,14,1
府中市／500m2未満,85,13,32,3,0,0,0,0,85,13,32,3
府中市／1000m2未満,131,20,93,8,0,0,0,0,131,20,93,8
府中市／2000m2未満,114,17,167,15,1,33,2,82,115,17,169,15
府中市／5000m2未満,150,23,481,42,0,0,0,0,150,22,481,42
府中市／10000m2未満,38,6,248,22,0,0,0,0,38,6,248,22
府中市／10000m2以上,8,1,97,9,0,0,0,0,8,1,97,9
府中市／計,664,100,1142,100,3,100,2,100,667,100,1144,100
昭島市／100m2未満,21,6,1,0,1,33,0,1,22,6,1,0
昭島市／200m2未満,27,8,4,1,0,0,0,0,27,8,4,1
昭島市／300m2未満,24,7,6,1,0,0,0,0,24,7,6,1
昭島市／500m2未満,48,14,19,3,2,67,1,99,50,14,20,3
昭島市／1000m2未満,73,21,50,9,0,0,0,0,73,21,50,9
昭島市／2000m2未満,71,20,100,17,0,0,0,0,71,20,100,17
昭島市／5000m2未満,57,16,186,32,0,0,0,0,57,16,186,32
昭島市／10000m2未満,27,8,187,32,0,0,0,0,27,8,187,32
昭島市／10000m2以上,2,1,27,5,0,0,0,0,2,1,27,5
昭島市／計,350,100,580,100,3,100,1,100,353,100,581,100
調布市／100m2未満,22,4,21,2,1,25,0,9,23,4,22,2
調布市／200m2未満,35,7,47,4,1,25,0,22,36,7,47,4
調布市／300m2未満,35,7,75,6,0,0,0,0,35,7,75,6
調布市／500m2未満,81,16,213,18,2,50,1,69,83,16,214,18
調布市／1000m2未満,167,33,407,35,0,0,0,0,167,32,407,35
調布市／2000m2未満,142,28,306,26,0,0,0,0,142,28,306,26
調布市／5000m2未満,28,5,100,9,0,0,0,0,28,5,100,9
調布市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
調布市／10000m2以上,0,0,0,0,0,0,0,0,0,0,0,0
調布市／計,510,100,1169,100,4,100,1,100,514,100,1171,100
町田市／100m2未満,162,6,9,0,5,12,0,1,167,6,10,0
町田市／200m2未満,330,12,51,1,5,12,1,2,335,12,52,1
町田市／300m2未満,225,8,56,1,8,20,2,4,233,8,58,1
町田市／500m2未満,370,13,144,3,3,7,1,3,373,13,145,3
町田市／1000m2未満,499,18,360,7,7,17,5,11,506,18,365,7
町田市／2000m2未満,454,16,643,13,5,12,7,13,459,16,650,13
町田市／5000m2未満,466,17,1467,30,5,12,15,30,471,17,1482,30
町田市／10000m2未満,193,7,1315,27,3,7,19,38,196,7,1335,27
町田市／10000m2以上,58,2,809,17,0,0,0,0,58,2,809,16
