,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,（昭和58年=100）,
昭和・平成　年,58,59,60,61,62,63,64,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,最大値,"下落率
（％）"
東 京 都,100.0 ,108.4 ,120.1 ,143.6 ,251.2 ,343.4 ,340.7 ,346.5 ,348.6 ,320.7 ,250.5 ,193.9 ,158.0 ,128.3 ,110.7 ,102.7 ,93.7 ,86.2 ,80.9 ,76.6 ,73.6 ,71.6 ,71.0 ,73.0 ,83.2 ,96.3 ,89.1 ,81.1 ,78.8 ,77.3 ,77.0 ,78.8 ,81.1 ,84.4 ,88.5 ,93.3 ,348.6 ,-73.2 
区　　部,100.0 ,109.3 ,122.9 ,150.2 ,264.7 ,340.7 ,337.7 ,344.1 ,346.1 ,316.0 ,244.9 ,186.9 ,149.5 ,119.1 ,101.5 ,93.9 ,85.9 ,79.2 ,74.4 ,70.6 ,68.2 ,66.7 ,66.4 ,68.8 ,79.8 ,93.6 ,86.0 ,77.5 ,75.2 ,73.6 ,73.3 ,75.3 ,77.8 ,81.6 ,86.1 ,91.5 ,346.1 ,-73.6 
都 心 部（区部）,100.0 ,115.1 ,140.5 ,192.3 ,330.3 ,373.2 ,369.5 ,377.6 ,379.1 ,348.0 ,268.7 ,193.5 ,147.2 ,110.0 ,91.2 ,84.9 ,77.6 ,71.8 ,67.5 ,63.7 ,61.5 ,60.0 ,59.9 ,62.9 ,74.4 ,89.5 ,81.6 ,71.4 ,68.7 ,66.7 ,66.4 ,68.8 ,72.1 ,76.8 ,82.1 ,88.0 ,379.1 ,-76.8 
南 西 部（区部）,100.0 ,106.1 ,115.0 ,138.5 ,267.0 ,332.4 ,324.4 ,327.3 ,326.7 ,292.7 ,223.3 ,171.7 ,143.1 ,120.9 ,105.9 ,98.1 ,90.9 ,84.5 ,80.6 ,78.1 ,76.4 ,75.4 ,75.1 ,77.2 ,87.6 ,100.6 ,91.4 ,84.5 ,82.7 ,81.5 ,81.3 ,82.7 ,84.7 ,87.9 ,91.9 ,97.0 ,332.4 ,-70.8 
北 東 部（区部）,100.0 ,103.8 ,107.7 ,114.4 ,191.4 ,308.2 ,304.2 ,311.2 ,316.5 ,291.8 ,232.0 ,193.5 ,161.7 ,134.9 ,117.1 ,107.1 ,96.5 ,87.3 ,80.4 ,75.1 ,72.0 ,69.9 ,69.0 ,69.8 ,78.7 ,88.4 ,83.6 ,78.4 ,76.9 ,76.1 ,75.9 ,77.0 ,78.2 ,79.9 ,82.6 ,87.2 ,316.5 ,-72.5 
多摩地域,100.0 ,104.2 ,109.1 ,117.7 ,198.7 ,360.1 ,357.9 ,360.4 ,362.6 ,347.7 ,282.7 ,230.7 ,200.9 ,172.8 ,155.7 ,145.6 ,130.4 ,118.4 ,110.5 ,103.5 ,97.1 ,92.2 ,89.7 ,89.7 ,94.7 ,104.0 ,98.8 ,92.8 ,90.8 ,89.8 ,89.4 ,90.6 ,91.9 ,93.5 ,95.3 ,97.2 ,362.6 ,-73.2 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
