区分／年（昭和・平成）,50,58,5,10,15,20,21,22,23,24,25,26,27,28,29,30
民有地(千m2),345579,342651,342439,337123,335090,334056,333803,333567,333178,333125,333048,332997,332776,332784,332698,332627
民有地／個人(千m2),259980,258118,243983,239519,241387,232323,232940,233899,234801,234088,243764,243662,243289,243166,242668,242263
民有地／法人(千m2),85599,84533,98456,97604,93703,101732,100863,99668,98377,99037,89284,89336,89488,89618,90030,90364
民有地／宅地(千m2),297340,310039,314191,312655,314185,314860,314841,314893,314970,315092,315302,315465,315419,315621,315705,315844
民有地／宅地／個人(千m2),221166,233311,228841,227954,232708,225728,226493,227616,228311,228307,237660,237757,237542,237592,237262,237047
民有地／宅地／法人(千m2),76174,76728,85350,84701,81477,89132,88348,87276,86658,86785,77643,77708,77877,78029,78442,78797
民有地／農地(千m2),31951,21577,13909,10715,8150,6930,6752,6535,6148,6000,5804,5618,5454,5304,5146,4958
民有地／農地／個人(千m2),31206,21471,13869,10683,8134,6208,6079,5916,6140,5447,5789,5609,5444,5295,5136,4952
民有地／農地／法人(千m2),745,106,40,31,16,722,673,619,8,553,15,8,10,9,9,6
民有地／山林(千m2),1906,975,538,399,271,210,203,199,193,194,187,178,168,160,158,151
民有地／山林／個人(千m2),1730,887,463,334,219,160,151,148,145,143,140,130,130,122,119,111
民有地／山林／法人(千m2),176,88,75,64,52,50,52,51,48,51,47,48,38,38,39,40
民有地／その他(千m2),14382,10060,13800,13355,12484,12055,12007,11940,11868,11839,11755,11737,11736,11700,11690,11674
民有地／その他／個人(千m2),5878,2449,810,547,325,227,217,218,205,191,176,165,173,157,151,153
民有地／その他／法人(千m2),8504,7611,12991,12808,12159,11828,11790,11722,11663,11648,11579,11572,11563,11543,11539,11521
