区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
小平市／300m2未満,3618,8,994,12,214,13,73,4,3832,8,1067,10
小平市／500m2未満,1934,4,957,11,226,14,142,8,2160,4,1099,11
小平市／1000m2未満,1003,2,985,11,141,9,339,19,1144,2,1323,13
小平市／2000m2未満,394,1,604,7,75,5,318,18,469,1,922,9
小平市／5000m2未満,62,0,178,2,41,3,186,11,103,0,364,4
小平市／10000m2未満,12,0,89,1,17,1,140,8,29,0,229,2
小平市／10000m2以上,10,0,173,2,13,1,385,22,23,0,558,5
小平市／計,47677,100,8604,100,1630,100,1749,100,49307,100,10354,100
日野市／100m2未満,5876,15,443,5,122,13,6,0,5998,15,449,4
日野市／200m2未満,23174,59,3191,36,213,22,31,1,23387,58,3222,28
日野市／300m2未満,5910,15,1395,16,141,14,34,1,6051,15,1429,13
日野市／500m2未満,2286,6,852,10,149,15,57,2,2435,6,908,8
日野市／1000m2未満,1236,3,862,10,144,15,100,4,1380,3,962,8
日野市／2000m2未満,586,1,817,9,92,9,124,5,678,2,941,8
日野市／5000m2未満,285,1,819,9,62,6,192,8,347,1,1011,9
日野市／10000m2未満,31,0,202,2,25,3,176,7,56,0,378,3
日野市／10000m2以上,15,0,296,3,26,3,1775,71,41,0,2071,18
日野市／計,39399,100,8875,100,974,100,2495,100,40373,100,11370,100
東村山市／100m2未満,7480,23,554,8,165,19,10,1,7645,23,564,7
東村山市／200m2未満,19357,59,2478,36,217,25,31,3,19574,58,2509,32
東村山市／300m2未満,3060,9,722,11,104,12,26,3,3164,9,747,10
東村山市／500m2未満,1350,4,510,7,107,12,42,4,1457,4,552,7
東村山市／1000m2未満,754,2,527,8,124,14,87,9,878,3,614,8
東村山市／2000m2未満,462,1,643,9,66,8,88,9,528,2,731,9
東村山市／5000m2未満,306,1,930,14,51,6,150,16,357,1,1081,14
東村山市／10000m2未満,47,0,307,4,15,2,98,10,62,0,405,5
東村山市／10000m2以上,10,0,175,3,16,2,418,44,26,0,593,8
東村山市／計,32826,100,6847,100,865,100,949,100,33691,100,7796,100
国分寺市／100m2未満,6077,22,449,8,140,14,8,1,6217,22,458,7
国分寺市／200m2未満,15992,59,2122,40,227,23,33,3,16219,58,2155,33
国分寺市／300m2未満,2628,10,634,12,119,12,29,3,2747,10,663,10
国分寺市／500m2未満,1326,5,493,9,145,15,58,5,1471,5,550,9
国分寺市／1000m2未満,551,2,372,7,154,16,107,9,705,3,479,7
国分寺市／2000m2未満,284,1,396,7,106,11,147,13,390,1,543,8
国分寺市／5000m2未満,209,1,657,12,55,6,162,14,264,1,819,13
国分寺市／10000m2未満,26,0,166,3,17,2,114,10,43,0,281,4
国分寺市／10000m2以上,3,0,33,1,17,2,478,42,20,0,511,8
国分寺市／計,27096,100,5322,100,980,100,1136,100,28076,100,6458,100
国立市／100m2未満,2845,21,205,6,112,17,7,1,2957,21,211,5
国立市／200m2未満,6785,50,901,27,128,20,19,3,6913,49,920,22
国立市／300m2未満,1572,12,380,11,78,12,19,3,1650,12,399,10
国立市／500m2未満,1185,9,445,13,103,16,40,5,1288,9,485,12
国立市／1000m2未満,646,5,449,13,116,18,84,11,762,5,533,13
国立市／2000m2未満,252,2,351,10,62,10,89,12,314,2,440,11
国立市／5000m2未満,141,1,417,12,30,5,83,11,171,1,500,12
国立市／10000m2未満,21,0,141,4,8,1,56,7,29,0,196,5
国立市／10000m2以上,6,0,98,3,8,1,355,47,14,0,454,11
国立市／計,13453,100,3386,100,645,100,753,100,14098,100,4139,100
福生市／100m2未満,2024,19,149,5,52,12,3,0,2076,19,152,4
福生市／200m2未満,5642,53,751,24,74,18,11,2,5716,52,762,21
福生市／300m2未満,1226,12,295,9,41,10,10,2,1267,11,304,8
福生市／500m2未満,818,8,308,10,81,19,32,6,899,8,340,9
福生市／1000m2未満,502,5,351,11,68,16,46,9,570,5,397,11
福生市／2000m2未満,268,3,373,12,60,14,85,16,328,3,458,13
福生市／5000m2未満,138,1,409,13,30,7,86,16,168,2,495,14
福生市／10000m2未満,23,0,138,4,6,1,40,8,29,0,178,5
福生市／10000m2以上,13,0,330,11,7,2,220,41,20,0,549,15
福生市／計,10654,100,3103,100,419,100,533,100,11073,100,3635,100
狛江市／100m2未満,6479,36,467,15,211,33,17,5,6690,36,483,14
狛江市／200m2未満,8519,48,1202,39,191,30,41,11,8710,47,1243,36
狛江市／300m2未満,1649,9,426,14,76,12,21,6,1725,9,447,13
狛江市／500m2未満,685,4,324,10,81,13,44,12,766,4,368,11
狛江市／1000m2未満,326,2,291,9,46,7,51,14,372,2,342,10
狛江市／2000m2未満,120,1,179,6,22,3,38,11,142,1,217,6
狛江市／5000m2未満,25,0,77,2,9,1,35,10,34,0,112,3
狛江市／10000m2未満,6,0,43,1,2,0,20,6,8,0,63,2
狛江市／10000m2以上,5,0,95,3,5,1,90,25,10,0,185,5
狛江市／計,17814,100,3103,100,643,100,357,100,18457,100,3461,100
東大和市／100m2未満,3256,18,244,5,79,16,4,1,3335,18,248,5
東大和市／200m2未満,9974,56,1291,29,84,17,12,2,10058,55,1303,25
東大和市／300m2未満,2339,13,555,12,54,11,13,2,2393,13,568,11
東大和市／500m2未満,1083,6,411,9,76,16,29,4,1159,6,439,8
東大和市／1000m2未満,654,4,451,10,87,18,62,8,741,4,512,10
東大和市／2000m2未満,350,2,493,11,57,12,80,11,407,2,572,11
東大和市／5000m2未満,217,1,644,14,37,8,117,16,254,1,761,15
東大和市／10000m2未満,38,0,258,6,5,1,40,5,43,0,297,6
東大和市／10000m2以上,8,0,145,3,7,1,371,51,15,0,515,10
東大和市／計,17919,100,4490,100,486,100,727,100,18405,100,5217,100
清瀬市／100m2未満,2409,17,176,6,52,17,3,1,2461,17,179,5
清瀬市／200m2未満,9686,67,1220,39,67,21,10,2,9753,66,1230,33
清瀬市／300m2未満,1093,8,259,8,47,15,11,2,1140,8,271,7
清瀬市／500m2未満,562,4,213,7,39,12,15,3,601,4,228,6
清瀬市／1000m2未満,333,2,233,8,34,11,24,4,367,2,258,7
清瀬市／2000m2未満,224,2,312,10,37,12,53,9,261,2,365,10
清瀬市／5000m2未満,156,1,466,15,20,6,58,10,176,1,525,14
清瀬市／10000m2未満,20,0,141,5,11,4,74,12,31,0,214,6
清瀬市／10000m2以上,3,0,85,3,7,2,353,59,10,0,438,12
清瀬市／計,14486,100,3107,100,314,100,601,100,14800,100,3707,100
東久留米市／100m2未満,15843,43,998,18,357,34,32,3,16200,43,1031,15
東久留米市／200m2未満,16493,45,2194,39,279,26,84,7,16772,44,2278,34
東久留米市／300m2未満,2371,6,640,11,122,12,39,3,2493,7,679,10
東久留米市／500m2未満,1112,3,572,10,106,10,55,5,1218,3,627,9
東久留米市／1000m2未満,671,2,687,12,102,10,105,9,773,2,792,12
東久留米市／2000m2未満,246,1,404,7,43,4,92,8,289,1,496,7
東久留米市／5000m2未満,38,0,117,2,25,2,143,13,63,0,260,4
東久留米市／10000m2未満,1,0,7,0,10,1,140,12,11,0,147,2
東久留米市／10000m2以上,0,0,0,0,10,1,456,40,10,0,456,7
東久留米市／計,36775,100,5619,100,1054,100,1147,100,37829,100,6766,100
武蔵村山市／100m2未満,2659,14,205,4,47,9,2,0,2706,14,208,4
武蔵村山市／200m2未満,12205,64,1571,34,90,18,13,1,12295,63,1584,29
武蔵村山市／300m2未満,1686,9,397,9,54,11,13,2,1740,9,410,7
武蔵村山市／500m2未満,1049,6,400,9,61,12,24,3,1110,6,424,8
武蔵村山市／1000m2未満,718,4,509,11,95,19,69,8,813,4,578,11
武蔵村山市／2000m2未満,439,2,615,13,66,13,93,10,505,3,707,13
武蔵村山市／5000m2未満,235,1,698,15,53,11,161,18,288,1,859,16
武蔵村山市／10000m2未満,21,0,135,3,18,4,123,14,39,0,259,5
武蔵村山市／10000m2以上,4,0,70,2,15,3,388,44,19,0,457,8
武蔵村山市／計,19016,100,4601,100,499,100,886,100,19515,100,5487,100
多摩市／100m2未満,17018,42,799,13,211,26,8,0,17229,42,807,10
多摩市／200m2未満,16260,41,2229,37,139,17,21,1,16399,40,2250,27
多摩市／300m2未満,4233,11,989,16,79,10,20,1,4312,11,1009,12
多摩市／500m2未満,1415,4,519,9,94,12,36,2,1509,4,556,7
多摩市／1000m2未満,642,2,448,7,105,13,74,3,747,2,522,6
多摩市／2000m2未満,318,1,443,7,68,8,102,5,386,1,545,7
多摩市／5000m2未満,165,0,486,8,45,6,142,6,210,1,628,8
多摩市／10000m2未満,14,0,88,1,32,4,234,11,46,0,322,4
多摩市／10000m2以上,0,0,0,0,29,4,1558,71,29,0,1558,19
多摩市／計,40065,100,6003,100,802,100,2194,100,40867,100,8197,100
稲城市／100m2未満,2357,18,173,4,35,9,2,0,2392,17,175,3
稲城市／200m2未満,7620,57,1083,27,81,21,12,1,7701,56,1095,22
稲城市／300m2未満,1618,12,378,9,58,15,14,1,1676,12,392,8
稲城市／500m2未満,698,5,263,7,73,19,28,3,771,6,291,6
稲城市／1000m2未満,484,4,339,8,49,13,33,3,533,4,372,7
稲城市／2000m2未満,361,3,503,13,33,8,50,5,394,3,553,11
稲城市／5000m2未満,203,2,607,15,28,7,85,8,231,2,692,14
稲城市／10000m2未満,32,0,219,5,12,3,84,8,44,0,303,6
稲城市／10000m2以上,18,0,443,11,20,5,725,70,38,0,1168,23
稲城市／計,13391,100,4007,100,389,100,1034,100,13780,100,5041,100
羽村市／100m2未満,2008,16,154,4,24,6,1,0,2032,15,155,3
羽村市／200m2未満,7155,56,971,27,61,15,9,1,7216,55,980,18
羽村市／300m2未満,1435,11,346,10,44,11,11,1,1479,11,356,7
羽村市／500m2未満,1023,8,385,11,59,15,23,1,1082,8,408,7
羽村市／1000m2未満,617,5,438,12,78,19,57,3,695,5,494,9
羽村市／2000m2未満,318,2,444,12,44,11,63,3,362,3,506,9
羽村市／5000m2未満,170,1,506,14,48,12,156,8,218,2,662,12
羽村市／10000m2未満,33,0,226,6,21,5,152,8,54,0,378,7
羽村市／10000m2以上,8,0,140,4,23,6,1387,75,31,0,1527,28
羽村市／計,12767,100,3609,100,402,100,1858,100,13169,100,5467,100
あきる野市／100m2未満,1918,8,131,2,47,8,3,0,1965,8,133,2
あきる野市／200m2未満,14110,56,2003,27,124,22,18,2,14234,55,2021,24
あきる野市／300m2未満,3599,14,869,12,58,10,15,2,3657,14,883,11
あきる野市／500m2未満,2699,11,1020,14,88,16,34,4,2787,11,1054,13
あきる野市／1000m2未満,1807,7,1277,17,97,17,70,8,1904,7,1347,16
あきる野市／2000m2未満,908,4,1237,16,67,12,97,11,975,4,1334,16
あきる野市／5000m2未満,313,1,878,12,49,9,160,18,362,1,1038,12
あきる野市／10000m2未満,14,0,90,1,15,3,100,11,29,0,190,2
あきる野市／10000m2以上,0,0,0,0,11,2,393,44,11,0,393,5
あきる野市／計,25368,100,7504,100,556,100,888,100,25924,100,8392,100
西東京市／100m2未満,24647,45,1338,17,1234,42,56,5,25881,45,1394,16
西東京市／200m2未満,23644,43,3015,39,878,30,115,10,24522,42,3130,35
西東京市／300m2未満,3340,6,800,10,226,8,55,5,3566,6,855,10
西東京市／500m2未満,1834,3,692,9,210,7,82,7,2044,4,774,9
西東京市／1000m2未満,1076,2,744,10,191,7,135,12,1267,2,879,10
西東京市／2000m2未満,390,1,533,7,103,4,145,13,493,1,678,8
西東京市／5000m2未満,90,0,246,3,31,1,92,8,121,0,338,4
西東京市／10000m2未満,23,0,150,2,17,1,124,11,40,0,274,3
西東京市／10000m2以上,12,0,285,4,17,1,327,29,29,0,612,7
西東京市／計,55056,100,7803,100,2907,100,1131,100,57963,100,8934,100
市部計／100m2未満,190806,22,13281,7,5183,18,363,1,195989,22,13644,6
市部計／200m2未満,483088,55,66445,33,6450,23,1155,2,489538,54,67600,27
市部計／300m2未満,104865,12,25366,13,3347,12,907,2,108212,12,26272,11
市部計／500m2未満,50122,6,19675,10,3885,14,1675,4,54007,6,21350,9
市部計／1000m2未満,29015,3,21054,10,3929,14,3185,7,32944,4,24238,10
市部計／2000m2未満,14195,2,19764,10,2435,9,3764,8,16630,2,23528,10
市部計／5000m2未満,7093,1,20998,10,1592,6,5163,11,8685,1,26161,11
市部計／10000m2未満,1095,0,7145,4,614,2,4487,10,1709,0,11632,5
市部計／10000m2以上,345,0,6996,3,604,2,25607,55,949,0,32604,13
市部計／計,880624,100,200724,100,28039,100,46305,100,908663,100,247029,100
