区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
"新宿区／10,000m2以上",2,0,21,0,39,1,1118,33,41,0,1139,14
新宿区／計,32954,100,4818,100,5261,100,3441,100,38215,100,8259,100
文京区／50m2未満,4548,18,167,5,265,10,8,0,4813,17,175,4
文京区／100m2未満,10046,39,725,22,428,16,33,2,10474,37,757,15
文京区／150m2未満,4848,19,589,18,416,15,51,3,5264,18,640,13
文京区／200m2未満,2523,10,435,13,329,12,57,3,2852,10,493,10
文京区／300m2未満,2043,8,493,15,381,14,94,6,2424,9,587,12
文京区／500m2未満,1270,5,476,14,376,14,145,9,1646,6,621,12
"文京区／1,000m2未満",429,2,279,8,266,10,182,11,695,2,460,9
"文京区／2,000m2未満",61,0,78,2,148,5,205,12,209,1,283,6
"文京区／5,000m2未満",12,0,32,1,79,3,247,15,91,0,278,6
"文京区／10,000m2未満",3,0,18,1,26,1,171,10,29,0,189,4
"文京区／10,000m2以上",0,0,0,0,18,1,494,29,18,0,494,10
文京区／計,25783,100,3292,100,2732,100,1685,100,28515,100,4977,100
台東区／50m2未満,5986,27,216,9,473,11,16,1,6459,24,232,6
台東区／100m2未満,9149,41,658,27,978,22,74,5,10127,38,732,18
台東区／150m2未満,3625,16,439,18,791,18,97,6,4416,16,536,13
台東区／200m2未満,1611,7,277,11,535,12,93,6,2146,8,369,9
台東区／300m2未満,1186,5,286,12,580,13,141,9,1766,7,427,11
台東区／500m2未満,611,3,227,9,504,11,194,12,1115,4,422,10
"台東区／1,000m2未満",264,1,177,7,352,8,246,15,616,2,423,10
"台東区／2,000m2未満",57,0,76,3,149,3,206,13,206,1,282,7
"台東区／5,000m2未満",18,0,49,2,68,2,205,13,86,0,255,6
"台東区／10,000m2未満",1,0,7,0,12,0,84,5,13,0,91,2
"台東区／10,000m2以上",1,0,18,1,11,0,265,16,12,0,283,7
台東区／計,22509,100,2431,100,4453,100,1621,100,26962,100,4052,100
墨田区／50m2未満,6245,21,233,6,236,7,7,0,6481,20,240,4
墨田区／100m2未満,12432,42,887,23,495,15,39,2,12927,39,925,15
墨田区／150m2未満,4742,16,574,15,498,15,62,3,5240,16,636,11
墨田区／200m2未満,2293,8,394,10,383,12,66,3,2676,8,460,8
墨田区／300m2未満,1787,6,432,11,446,14,110,5,2233,7,542,9
墨田区／500m2未満,1180,4,444,11,469,15,180,9,1649,5,624,10
"墨田区／1,000m2未満",629,2,424,11,389,12,271,13,1018,3,694,12
"墨田区／2,000m2未満",179,1,240,6,151,5,201,10,330,1,441,7
"墨田区／5,000m2未満",56,0,163,4,83,3,258,13,139,0,420,7
"墨田区／10,000m2未満",11,0,75,2,45,1,297,14,56,0,372,6
"墨田区／10,000m2以上",4,0,54,1,25,1,567,28,29,0,621,10
墨田区／計,29558,100,3919,100,3220,100,2057,100,32778,100,5977,100
江東区／50m2未満,6825,23,257,7,276,7,8,0,7101,21,265,2
江東区／100m2未満,13409,45,948,24,509,13,38,0,13918,41,986,8
江東区／150m2未満,4538,15,547,14,477,12,59,1,5015,15,606,5
江東区／200m2未満,1872,6,321,8,326,8,57,1,2198,6,378,3
江東区／300m2未満,1482,5,357,9,395,10,97,1,1877,6,455,4
江東区／500m2未満,1035,3,392,10,567,14,217,3,1602,5,609,5
"江東区／1,000m2未満",552,2,374,10,506,13,359,4,1058,3,733,6
"江東区／2,000m2未満",207,1,288,7,378,9,549,6,585,2,838,7
"江東区／5,000m2未満",87,0,252,6,286,7,908,11,373,1,1160,9
"江東区／10,000m2未満",19,0,122,3,130,3,941,11,149,0,1063,9
"江東区／10,000m2以上",4,0,50,1,143,4,5330,62,147,0,5380,43
江東区／計,30030,100,3908,100,3993,100,8563,100,34023,100,12471,100
品川区／50m2未満,7495,18,287,5,275,8,8,0,7770,17,295,3
品川区／100m2未満,17403,42,1225,21,518,14,40,1,17921,40,1265,13
品川区／150m2未満,7056,17,860,15,483,13,60,1,7539,17,920,9
品川区／200m2未満,3570,9,614,11,415,12,72,2,3985,9,687,7
品川区／300m2未満,2989,7,721,12,491,14,120,3,3480,8,841,9
品川区／500m2未満,1857,4,696,12,502,14,193,5,2359,5,888,9
"品川区／1,000m2未満",898,2,604,10,435,12,301,7,1333,3,904,9
"品川区／2,000m2未満",244,1,330,6,237,7,320,8,481,1,650,7
"品川区／5,000m2未満",100,0,285,5,127,4,403,10,227,1,688,7
"品川区／10,000m2未満",17,0,114,2,56,2,383,9,73,0,497,5
"品川区／10,000m2以上",5,0,75,1,51,1,2134,53,56,0,2209,22
品川区／計,41634,100,5811,100,3590,100,4032,100,45224,100,9844,100
目黒区／50m2未満,3288,9,118,2,154,5,4,0,3442,9,122,2
目黒区／100m2未満,13130,36,968,16,399,14,30,2,13529,34,999,12
目黒区／150m2未満,7814,21,950,15,468,17,58,3,8282,21,1008,13
目黒区／200m2未満,4733,13,820,13,335,12,58,3,5068,13,878,11
目黒区／300m2未満,3963,11,957,16,446,16,110,6,4409,11,1067,13
目黒区／500m2未満,2362,6,885,14,430,15,168,9,2792,7,1054,13
"目黒区／1,000m2未満",828,2,553,9,325,11,228,12,1153,3,780,10
"目黒区／2,000m2未満",239,1,325,5,156,6,218,11,395,1,544,7
"目黒区／5,000m2未満",82,0,252,4,77,3,231,12,159,0,482,6
"目黒区／10,000m2未満",17,0,108,2,23,1,154,8,40,0,262,3
"目黒区／10,000m2以上",8,0,205,3,21,1,664,35,29,0,870,11
目黒区／計,36464,100,6141,100,2834,100,1925,100,39298,100,8066,100
大田区／50m2未満,11693,13,456,3,332,5,9,0,12025,12,465,2
大田区／100m2未満,34763,39,2506,16,715,11,56,1,35478,37,2562,11
大田区／150m2未満,17083,19,2066,13,804,13,100,1,17887,19,2167,10
大田区／200m2未満,9352,10,1616,10,636,10,111,2,9988,10,1726,8
大田区／300m2未満,7840,9,1903,12,820,13,201,3,8660,9,2105,9
大田区／500m2未満,5335,6,2017,13,1052,16,403,6,6387,7,2420,11
"大田区／1,000m2未満",2619,3,1776,11,935,15,663,10,3554,4,2439,11
"大田区／2,000m2未満",902,1,1221,8,559,9,775,11,1461,2,1996,9
"大田区／5,000m2未満",416,0,1244,8,351,5,1082,16,767,1,2326,10
"大田区／10,000m2未満",93,0,620,4,115,2,784,12,208,0,1404,6
"大田区／10,000m2以上",21,0,332,2,89,1,2617,38,110,0,2949,13
大田区／計,90117,100,15756,100,6408,100,6802,100,96525,100,22558,100
世田谷区／50m2未満,8808,7,308,1,365,6,9,0,9173,7,317,1
世田谷区／100m2未満,40925,31,3127,12,786,12,61,1,41711,30,3189,10
世田谷区／150m2未満,33936,26,4077,16,920,14,115,2,34856,25,4192,14
世田谷区／200m2未満,17233,13,2981,12,856,13,148,3,18089,13,3130,10
世田谷区／300m2未満,15078,11,3637,14,987,15,240,4,16065,12,3877,12
世田谷区／500m2未満,9257,7,3467,14,1046,16,403,7,10303,7,3870,12
"世田谷区／1,000m2未満",3662,3,2453,10,777,12,538,10,4439,3,2991,10
"世田谷区／2,000m2未満",1336,1,1836,7,355,5,489,9,1691,1,2325,7
"世田谷区／5,000m2未満",758,1,2255,9,218,3,683,12,976,1,2939,9
"世田谷区／10,000m2未満",140,0,933,4,70,1,493,9,210,0,1427,5
"世田谷区／10,000m2以上",22,0,309,1,77,1,2482,44,99,0,2790,9
世田谷区／計,131155,100,25383,100,6457,100,5663,100,137612,100,31046,100
渋谷区／50m2未満,3185,13,116,3,303,7,8,0,3488,12,125,2
渋谷区／100m2未満,8284,34,597,15,701,16,53,2,8985,32,651,10
渋谷区／150m2未満,4581,19,561,14,632,14,79,3,5213,18,640,10
渋谷区／200m2未満,2865,12,495,13,533,12,93,3,3398,12,587,9
渋谷区／300m2未満,2584,11,626,16,600,14,150,5,3184,11,776,12
渋谷区／500m2未満,1762,7,658,17,666,15,254,9,2428,9,912,14
"渋谷区／1,000m2未満",637,3,426,11,515,12,362,13,1152,4,789,12
"渋谷区／2,000m2未満",137,1,189,5,238,5,329,12,375,1,518,8
"渋谷区／5,000m2未満",50,0,137,4,128,3,389,14,178,1,527,8
"渋谷区／10,000m2未満",5,0,34,1,45,1,301,11,50,0,335,5
"渋谷区／10,000m2以上",3,0,47,1,28,1,827,29,31,0,874,13
渋谷区／計,24093,100,3888,100,4389,100,2846,100,28482,100,6733,100
中野区／50m2未満,5664,12,205,3,294,9,8,1,5958,12,213,2
中野区／100m2未満,18070,38,1338,18,552,18,43,3,18622,36,1381,15
中野区／150m2未満,10187,21,1237,16,501,16,62,4,10688,21,1298,14
中野区／200m2未満,5578,12,963,13,409,13,71,4,5987,12,1034,11
中野区／300m2未満,4439,9,1069,14,416,13,103,6,4855,10,1172,13
中野区／500m2未満,2546,5,946,13,425,14,162,10,2971,6,1107,12
"中野区／1,000m2未満",943,2,630,8,304,10,207,13,1247,2,837,9
"中野区／2,000m2未満",293,1,401,5,132,4,187,12,425,1,588,6
"中野区／5,000m2未満",181,0,550,7,51,2,155,10,232,0,704,8
"中野区／10,000m2未満",27,0,175,2,28,1,195,12,55,0,369,4
"中野区／10,000m2以上",3,0,32,0,16,1,399,25,19,0,431,5
中野区／計,47931,100,7545,100,3128,100,1590,100,51059,100,9135,100
杉並区／50m2未満,6541,7,223,1,293,7,7,0,6834,7,231,1
杉並区／100m2未満,29220,31,2262,13,650,15,50,2,29870,30,2312,12
杉並区／150m2未満,24895,27,2987,17,648,15,81,3,25543,26,3068,15
杉並区／200m2未満,12595,13,2180,13,517,12,90,3,13112,13,2270,11
杉並区／300m2未満,10792,12,2607,15,615,14,151,6,11407,12,2759,14
杉並区／500m2未満,6251,7,2336,13,620,15,236,9,6871,7,2572,13
"杉並区／1,000m2未満",2278,2,1521,9,482,11,331,12,2760,3,1852,9
"杉並区／2,000m2未満",736,1,1012,6,226,5,310,12,962,1,1322,7
"杉並区／5,000m2未満",389,0,1154,7,123,3,374,14,512,1,1528,8
"杉並区／10,000m2未満",102,0,671,4,31,1,215,8,133,0,886,4
"杉並区／10,000m2以上",23,0,360,2,41,1,822,31,64,0,1182,6
杉並区／計,93822,100,17314,100,4246,100,2668,100,98068,100,19981,100
豊島区／50m2未満,5540,16,205,4,278,8,8,0,5818,15,212,3
豊島区／100m2未満,13879,39,997,19,621,18,48,3,14500,37,1044,15
豊島区／150m2未満,6671,19,811,15,569,17,70,4,7240,19,882,13
豊島区／200m2未満,3615,10,623,12,398,12,69,4,4013,10,692,10
豊島区／300m2未満,2843,8,689,13,498,15,122,7,3341,9,811,12
豊島区／500m2未満,1739,5,653,12,434,13,167,10,2173,6,820,12
"豊島区／1,000m2未満",779,2,531,10,306,9,210,12,1085,3,742,11
"豊島区／2,000m2未満",235,1,317,6,155,5,212,12,390,1,529,8
"豊島区／5,000m2未満",95,0,288,5,71,2,209,12,166,0,496,7
"豊島区／10,000m2未満",12,0,75,1,20,1,129,7,32,0,204,3
"豊島区／10,000m2以上",5,0,81,2,22,1,487,28,27,0,568,8
豊島区／計,35413,100,5270,100,3372,100,1730,100,38785,100,7000,100
北区／50m2未満,7127,18,269,4,254,10,7,0,7381,17,276,3
北区／100m2未満,17223,43,1228,20,445,18,34,1,17668,41,1261,14
北区／150m2未満,6919,17,838,14,361,14,44,2,7280,17,882,10
北区／200m2未満,3342,8,576,10,269,11,46,2,3611,8,622,7
北区／300m2未満,2593,6,625,10,322,13,79,3,2915,7,704,8
北区／500m2未満,1634,4,616,10,296,12,114,4,1930,5,731,8
"北区／1,000m2未満",844,2,576,10,250,10,175,6,1094,3,751,9
"北区／2,000m2未満",324,1,443,7,148,6,201,7,472,1,644,7
"北区／5,000m2未満",159,0,467,8,89,4,261,10,248,1,728,8
"北区／10,000m2未満",35,0,237,4,39,2,292,11,74,0,528,6
"北区／10,000m2以上",7,0,120,2,50,2,1475,54,57,0,1594,18
北区／計,40207,100,5994,100,2523,100,2729,100,42730,100,8723,100
荒川区／50m2未満,5865,24,215,6,218,11,6,0,6083,23,221,5
荒川区／100m2未満,9846,41,693,20,320,17,24,2,10166,39,718,15
荒川区／150m2未満,3567,15,431,12,263,14,32,3,3830,15,463,10
荒川区／200m2未満,1743,7,300,9,234,12,40,3,1977,8,340,7
荒川区／300m2未満,1413,6,340,10,227,12,56,4,1640,6,396,8
荒川区／500m2未満,919,4,348,10,246,13,95,8,1165,4,444,9
"荒川区／1,000m2未満",532,2,361,10,221,11,157,12,753,3,517,11
"荒川区／2,000m2未満",209,1,284,8,107,6,146,12,316,1,430,9
"荒川区／5,000m2未満",80,0,241,7,53,3,168,13,133,1,409,9
"荒川区／10,000m2未満",27,0,192,6,21,1,158,12,48,0,351,7
"荒川区／10,000m2以上",6,0,76,2,12,1,383,30,18,0,459,10
荒川区／計,24207,100,3480,100,1922,100,1268,100,26129,100,4748,100
板橋区／50m2未満,6826,11,250,2,260,7,7,0,7086,10,257,2
板橋区／100m2未満,28698,45,2075,18,542,14,41,1,29240,43,2117,13
板橋区／150m2未満,12555,20,1505,13,453,12,56,1,13008,19,1562,10
板橋区／200m2未満,5480,9,945,8,397,10,69,2,5877,9,1014,6
板橋区／300m2未満,4719,7,1138,10,524,14,128,3,5243,8,1266,8
板橋区／500m2未満,2783,4,1057,9,550,14,210,5,3333,5,1267,8
"板橋区／1,000m2未満",1677,3,1150,10,506,13,361,8,2183,3,1511,10
"板橋区／2,000m2未満",788,1,1099,9,325,8,464,11,1113,2,1563,10
"板橋区／5,000m2未満",455,1,1369,12,183,5,563,13,638,1,1932,12
"板橋区／10,000m2未満",106,0,695,6,63,2,413,10,169,0,1107,7
"板橋区／10,000m2以上",20,0,300,3,61,2,1949,46,81,0,2250,14
板橋区／計,64107,100,11585,100,3864,100,4261,100,67971,100,15846,100
練馬区／50m2未満,6397,5,203,1,310,8,7,0,6707,5,210,1
練馬区／100m2未満,39685,33,3112,13,577,14,45,2,40262,32,3157,12
練馬区／150m2未満,41540,34,4866,21,619,15,76,3,42159,34,4942,19
練馬区／200m2未満,12878,11,2218,9,459,11,79,3,13337,11,2297,9
練馬区／300m2未満,10367,9,2487,11,506,12,123,4,10873,9,2610,10
練馬区／500m2未満,5481,5,2049,9,540,13,207,7,6021,5,2257,9
"練馬区／1,000m2未満",2626,2,1810,8,524,13,364,12,3150,3,2174,8
"練馬区／2,000m2未満",1229,1,1715,7,281,7,392,13,1510,1,2107,8
"練馬区／5,000m2未満",973,1,3020,13,164,4,489,16,1137,1,3509,13
"練馬区／10,000m2未満",228,0,1514,6,43,1,295,10,271,0,1809,7
"練馬区／10,000m2以上",36,0,460,2,30,1,906,30,66,0,1366,5
練馬区／計,121440,100,23455,100,4053,100,2983,100,125493,100,26438,100
足立区／50m2未満,10509,10,366,2,348,7,8,0,10857,10,374,1
足立区／100m2未満,44420,43,3343,16,547,11,41,1,44967,42,3384,13
足立区／150m2未満,22225,22,2612,13,561,12,70,1,22786,21,2681,10
足立区／200m2未満,8129,8,1398,7,490,10,85,2,8619,8,1483,6
足立区／300m2未満,6565,6,1589,8,544,11,134,3,7109,7,1723,7
足立区／500m2未満,4598,4,1744,9,716,15,280,5,5314,5,2023,8
"足立区／1,000m2未満",3162,3,2179,11,728,15,515,10,3890,4,2694,11
"足立区／2,000m2未満",1481,1,2075,10,452,9,634,12,1933,2,2708,11
"足立区／5,000m2未満",1065,1,3270,16,250,5,758,15,1315,1,4028,16
"足立区／10,000m2未満",224,0,1455,7,72,2,494,10,296,0,1949,8
"足立区／10,000m2以上",26,0,350,2,64,1,2173,42,90,0,2523,10
足立区／計,102404,100,20380,100,4772,100,5191,100,107176,100,25571,100
葛飾区／50m2未満,9776,14,364,3,298,9,8,0,10074,13,372,2
葛飾区／100m2未満,33423,46,2452,19,510,15,39,1,33933,45,2491,16
葛飾区／150m2未満,12672,18,1509,12,400,12,50,2,13072,17,1558,10
葛飾区／200m2未満,5421,8,936,7,377,11,66,2,5798,8,1002,6
葛飾区／300m2未満,4426,6,1069,8,415,12,103,4,4841,6,1172,8
葛飾区／500m2未満,2974,4,1135,9,454,14,177,6,3428,5,1312,9
"葛飾区／1,000m2未満",1755,2,1206,10,453,13,312,11,2208,3,1518,10
"葛飾区／2,000m2未満",810,1,1137,9,229,7,315,12,1039,1,1452,9
"葛飾区／5,000m2未満",551,1,1666,13,151,4,466,17,702,1,2132,14
"葛飾区／10,000m2未満",117,0,772,6,41,1,284,10,158,0,1056,7
"葛飾区／10,000m2以上",31,0,433,3,29,1,916,34,60,0,1349,9
葛飾区／計,71956,100,12678,100,3357,100,2735,100,75313,100,15413,100
江戸川区／50m2未満,17172,18,660,4,358,8,10,0,17530,17,670,3
江戸川区／100m2未満,43927,46,3224,19,490,11,37,1,44417,44,3261,15
江戸川区／150m2未満,14589,15,1735,10,511,11,63,1,15100,15,1798,8
江戸川区／200m2未満,6085,6,1050,6,443,10,77,2,6528,6,1127,5
江戸川区／300m2未満,5125,5,1245,7,582,13,145,3,5707,6,1390,6
江戸川区／500m2未満,4103,4,1560,9,686,15,267,6,4789,5,1827,8
"江戸川区／1,000m2未満",2819,3,1953,11,700,16,491,11,3519,3,2443,11
"江戸川区／2,000m2未満",1339,1,1857,11,384,9,548,12,1723,2,2404,11
"江戸川区／5,000m2未満",793,1,2363,14,191,4,554,12,984,1,2916,13
"江戸川区／10,000m2未満",137,0,921,5,64,1,422,9,201,0,1343,6
"江戸川区／10,000m2以上",30,0,499,3,43,1,2029,44,73,0,2528,12
江戸川区／計,96119,100,17066,100,4452,100,4643,100,100571,100,21709,100
区部計／50m2未満,150739,13,5522,3,7060,8,198,0,157799,12,5720,2
区部計／100m2未満,459646,39,33940,17,14032,15,1072,1,473678,37,35011,12
区部計／150m2未満,254820,21,30504,15,13050,14,1615,2,267870,21,32120,11
区部計／200m2未満,116823,10,20160,10,10238,11,1777,2,127061,10,21937,8
区部計／300m2未満,97272,8,23488,12,12191,13,2996,4,109463,9,26483,9
区部計／500m2未満,60797,5,22868,11,13008,14,5005,6,73805,6,27873,10
"区部計／1,000m2未満",29072,2,19731,10,10837,12,7573,10,39909,3,27304,10
"区部計／2,000m2未満",11058,1,15255,8,5791,6,8064,10,16849,1,23319,8
"区部計／5,000m2未満",6383,1,19247,9,3340,4,10203,13,9723,1,29451,10
"区部計／10,000m2未満",1329,0,8792,4,1157,1,7986,10,2486,0,16778,6
"区部計／10,000m2以上",258,0,3835,2,1012,1,32307,41,1270,0,36142,13
区部計／計,1188197,100,203341,100,91716,100,78797,100,1279913,100,282138,100
