順位,標準地番号,都道府県,標準地の所在地,価　　格,変動率
1,中央－5－22,東京都,銀座４丁目２番４,"53,600,000",-7.1
2,中央－5－41,東京都,銀座５丁目１０３番１６,"46,100,000",-7.2
3,中央－5－29,東京都,銀座２丁目２番１９外,"39,900,000",-7.9
4,中央－5－23,東京都,銀座７丁目１番２外,"39,300,000",-8
4,千代田－5－2,東京都,丸の内２丁目２番１外,"37,200,000",-1.1
6,新宿－5－35,東京都,新宿３丁目８０７番１外,"36,500,000",-3.7
7,新宿－5－24,東京都,新宿３丁目３０番１３外,"34,600,000",-6
8,中央－5－2,東京都,銀座６丁目４番１３外,"29,300,000",-9
9,千代田－5－21,東京都,大手町２丁目４番２外,"29,000,000",-1.4
10,中央－5－18,東京都,銀座４丁目１０３番１外,"28,700,000",-7.4
