区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
八王子市／100m2未満,766 ,14 ,44 ,0 ,67 ,12 ,3 ,0 ,833 ,14 ,47 ,0 
八王子市／200m2未満,1142 ,21 ,168 ,1 ,40 ,7 ,6 ,0 ,1182 ,20 ,173 ,1 
八王子市／300m2未満,507 ,10 ,125 ,1 ,33 ,6 ,8 ,0 ,540 ,9 ,133 ,0 
八王子市／500m2未満,591 ,11 ,228 ,1 ,55 ,10 ,21 ,0 ,646 ,11 ,249 ,1 
八王子市／1000m2未満,553 ,10 ,399 ,2 ,63 ,11 ,48 ,0 ,616 ,10 ,447 ,1 
八王子市／2000m2未満,477 ,9 ,691 ,4 ,47 ,8 ,71 ,1 ,524 ,9 ,761 ,2 
八王子市／5000m2未満,573 ,11 ,1869 ,10 ,80 ,14 ,266 ,2 ,653 ,11 ,2136 ,7 
八王子市／10000m2未満,322 ,6 ,2303 ,12 ,56 ,10 ,419 ,3 ,378 ,6 ,2721 ,9 
八王子市／10000m2以上,405 ,8 ,13130 ,69 ,131 ,23 ,11886 ,93 ,536 ,9 ,25015 ,79 
八王子市／計,5336 ,100 ,18956 ,100 ,572 ,100 ,12726 ,100 ,5908 ,100 ,31683 ,100 
立川市／100m2未満,6 ,21 ,0 ,1 ,1 ,0 ,0 ,100 ,7 ,24 ,0 ,1 
立川市／200m2未満,2 ,7 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,7 ,0 ,1 
立川市／300m2未満,2 ,7 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,7 ,0 ,2 
立川市／500m2未満,4 ,14 ,2 ,6 ,0 ,0 ,0 ,0 ,4 ,14 ,2 ,6 
立川市／1000m2未満,5 ,18 ,3 ,12 ,0 ,0 ,0 ,0 ,5 ,17 ,3 ,12 
