年・年度(昭和・平成・令和),58,59,60,61,62,63,64,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,3,4
名目国内総生産,100,106.7,114.4,118.5,125.5,134.3,144.1,156.5,164.1,167.4,167.3,169.6,172.6,176.4,178.2,174.6,173.2,172.7,168.4,167.2,168.6,169.4,171.1,173.8,175.6,168.2,162,163.8,161.5,161.1,164,167.7,172.4,173.7,177.2,177.6,177.9,171,173.9,180.1
名目都内総生産,100,106.8,115.2,124,133,144.9,158.9,155.6,160.2,161.9,159.9,161.6,162,168.1,171,174.5,174.9,177.5,175.9,174.7,177,181.7,184.5,185.6,186.7,181.6,171.3,170.8,173.5,171.8,173.5,174.4,179.1,180.1,181.6,183.4,184.3,,,
勤労者世帯平均年収,100,107.2,113.9,117.9,121.4,125.4,128.9,138.8,143.3,146.7,153.8,152.1,147.4,143,149,149.1,146,146.2,142.6,143.9,132.4,135.4,131.3,133,130.5,132,136,139.8,128.3,130.7,131.4,133,130.5,137.5,131.7,143.6,152.9,159.3,165.9,
