区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
稲城市／10000m2以上,18 ,0 ,443 ,11 ,19 ,6 ,693 ,73 ,37 ,0 ,1136 ,24 
稲城市／計,12294 ,100 ,3863 ,100 ,339 ,100 ,951 ,100 ,12633 ,100 ,4814 ,100 
羽村市／100m2未満,2052 ,17 ,156 ,4 ,20 ,6 ,1 ,0 ,2072 ,16 ,157 ,3 
羽村市／200m2未満,6717 ,54 ,912 ,25 ,52 ,15 ,8 ,0 ,6769 ,53 ,920 ,17 
羽村市／300m2未満,1446 ,12 ,348 ,10 ,32 ,9 ,8 ,0 ,1478 ,12 ,356 ,7 
羽村市／500m2未満,1039 ,8 ,391 ,11 ,50 ,15 ,19 ,1 ,1089 ,9 ,410 ,8 
羽村市／1000m2未満,621 ,5 ,441 ,12 ,55 ,16 ,39 ,2 ,676 ,5 ,480 ,9 
羽村市／2000m2未満,332 ,3 ,464 ,13 ,39 ,12 ,55 ,3 ,371 ,3 ,519 ,10 
羽村市／5000m2未満,178 ,1 ,522 ,14 ,49 ,14 ,158 ,9 ,227 ,2 ,680 ,13 
羽村市／10000m2未満,35 ,0 ,243 ,7 ,20 ,6 ,148 ,8 ,55 ,0 ,391 ,7 
羽村市／10000m2以上,7 ,0 ,139 ,4 ,21 ,6 ,1379 ,76 ,28 ,0 ,1519 ,28 
羽村市／計,12427 ,100 ,3618 ,100 ,338 ,100 ,1815 ,100 ,12765 ,100 ,5432 ,100 
あきる野市／100m2未満,2104 ,8 ,142 ,2 ,49 ,9 ,2 ,0 ,2153 ,8 ,145 ,2 
あきる野市／200m2未満,13554 ,54 ,1922 ,26 ,109 ,20 ,16 ,2 ,13663 ,53 ,1938 ,23 
あきる野市／300m2未満,3586 ,14 ,866 ,12 ,64 ,12 ,16 ,2 ,3650 ,14 ,882 ,11 
あきる野市／500m2未満,2759 ,11 ,1042 ,14 ,89 ,16 ,34 ,4 ,2848 ,11 ,1077 ,13 
あきる野市／1000m2未満,1917 ,8 ,1352 ,18 ,97 ,18 ,70 ,8 ,2014 ,8 ,1422 ,17 
あきる野市／2000m2未満,964 ,4 ,1314 ,18 ,62 ,11 ,90 ,11 ,1026 ,4 ,1405 ,17 
あきる野市／5000m2未満,267 ,1 ,725 ,10 ,45 ,8 ,143 ,17 ,312 ,1 ,868 ,10 
あきる野市／10000m2未満,8 ,0 ,48 ,1 ,13 ,2 ,87 ,10 ,21 ,0 ,135 ,2 
あきる野市／10000m2以上,0 ,0 ,0 ,0 ,12 ,2 ,396 ,46 ,12 ,0 ,396 ,5 
あきる野市／計,25159 ,100 ,7413 ,100 ,540 ,100 ,854 ,100 ,25699 ,100 ,8267 ,100 
西東京市／100m2未満,23865 ,45 ,1292 ,17 ,1133 ,41 ,53 ,5 ,24998 ,45 ,1344 ,15 
西東京市／200m2未満,22174 ,42 ,2858 ,37 ,898 ,32 ,116 ,10 ,23072 ,41 ,2973 ,34 
西東京市／300m2未満,3485 ,7 ,834 ,11 ,195 ,7 ,48 ,4 ,3680 ,7 ,882 ,10 
西東京市／500m2未満,1893 ,4 ,716 ,9 ,199 ,7 ,77 ,7 ,2092 ,4 ,794 ,9 
西東京市／1000m2未満,1084 ,2 ,749 ,10 ,188 ,7 ,134 ,12 ,1272 ,2 ,882 ,10 
西東京市／2000m2未満,402 ,1 ,548 ,7 ,108 ,4 ,152 ,13 ,510 ,1 ,700 ,8 
西東京市／5000m2未満,90 ,0 ,245 ,3 ,30 ,1 ,88 ,8 ,120 ,0 ,332 ,4 
西東京市／10000m2未満,21 ,0 ,135 ,2 ,19 ,1 ,135 ,12 ,40 ,0 ,270 ,3 
西東京市／10000m2以上,11 ,0 ,269 ,4 ,19 ,1 ,358 ,31 ,30 ,0 ,627 ,7 
西東京市／計,53025 ,100 ,7644 ,100 ,2789 ,100 ,1160 ,100 ,55814 ,100 ,8804 ,100 
市部計／100m2未満,183190 ,22 ,12423 ,6 ,4455 ,18 ,253 ,1 ,187645 ,22 ,12676 ,5 
市部計／200m2未満,451887 ,54 ,62213 ,31 ,5519 ,22 ,916 ,2 ,457406 ,53 ,63128 ,26 
市部計／300m2未満,105634 ,13 ,25359 ,13 ,2883 ,12 ,751 ,2 ,108517 ,12 ,26110 ,11 
市部計／500m2未満,50886 ,6 ,19723 ,10 ,3499 ,14 ,1459 ,3 ,54385 ,6 ,21182 ,9 
市部計／1000m2未満,29260 ,3 ,21331 ,11 ,3568 ,14 ,2864 ,6 ,32828 ,4 ,24195 ,10 
市部計／2000m2未満,14590 ,2 ,20569 ,10 ,2294 ,9 ,3515 ,8 ,16884 ,2 ,24085 ,10 
市部計／5000m2未満,7449 ,1 ,22086 ,11 ,1523 ,6 ,4903 ,11 ,8972 ,1 ,26989 ,11 
市部計／10000m2未満,1188 ,0 ,7764 ,4 ,599 ,2 ,4280 ,10 ,1787 ,0 ,12043 ,5 
市部計／10000m2以上,349 ,0 ,7069 ,4 ,593 ,2 ,26007 ,58 ,942 ,0 ,33076 ,14 
市部計／計,844433 ,100 ,198536 ,100 ,24933 ,100 ,44947 ,100 ,869366 ,100 ,243484 ,100 
