区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
三鷹市／5000m2未満,1,1,3,18,1,7,2,2,2,2,6,5
三鷹市／10000m2未満,0,0,0,0,1,7,7,8,1,1,7,7
三鷹市／10000m2以上,0,0,0,0,2,13,83,89,2,2,83,74
三鷹市／計,112,100,18,100,15,100,94,100,127,100,112,100
青梅市／100m2未満,797,29,33,1,108,29,4,0,905,29,37,0
青梅市／200m2未満,454,16,66,3,35,9,5,0,489,16,72,1
青梅市／300m2未満,257,9,64,2,22,6,6,0,279,9,70,1
青梅市／500m2未満,344,12,136,5,27,7,11,0,371,12,147,2
青梅市／1000m2未満,358,13,254,10,47,12,36,1,405,13,289,3
青梅市／2000m2未満,268,10,372,14,42,11,58,1,310,10,429,5
青梅市／5000m2未満,194,7,601,23,30,8,93,1,224,7,694,8
青梅市／10000m2未満,60,2,430,17,12,3,85,1,72,2,516,6
青梅市／10000m2以上,33,1,612,24,55,15,6172,95,88,3,6784,75
青梅市／計,2765,100,2568,100,378,100,6470,100,3143,100,9038,100
府中市／100m2未満,1549,94,28,48,122,73,2,0,1671,92,30,3
府中市／200m2未満,58,4,8,14,11,7,2,0,69,4,10,1
府中市／300m2未満,22,1,5,8,4,2,1,0,26,1,6,1
府中市／500m2未満,14,1,5,9,4,2,2,0,18,1,7,1
府中市／1000m2未満,10,1,7,13,2,1,1,0,12,1,9,1
府中市／2000m2未満,0,0,0,0,6,4,9,1,6,0,9,1
府中市／5000m2未満,2,0,5,9,5,3,15,2,7,0,20,2
府中市／10000m2未満,0,0,0,0,2,1,14,2,2,0,14,2
府中市／10000m2以上,0,0,0,0,11,7,831,95,11,1,831,89
府中市／計,1655,100,60,100,167,100,877,100,1822,100,936,100
昭島市／100m2未満,82,71,1,9,37,79,1,0,119,73,2,0
昭島市／200m2未満,9,8,1,8,1,2,0,0,10,6,1,0
昭島市／300m2未満,5,4,1,8,2,4,0,0,7,4,2,0
昭島市／500m2未満,11,10,4,27,2,4,1,0,13,8,5,1
昭島市／1000m2未満,6,5,4,28,1,2,1,0,7,4,5,1
昭島市／2000m2未満,2,2,3,20,1,2,2,0,3,2,5,1
昭島市／5000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
昭島市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
昭島市／10000m2以上,0,0,0,0,3,6,697,99,3,2,697,97
昭島市／計,115,100,15,100,47,100,701,100,162,100,717,100
調布市／100m2未満,151,41,11,6,22,46,11,4,173,41,22,5
調布市／200m2未満,71,19,21,12,9,19,13,5,80,19,34,8
調布市／300m2未満,36,10,25,14,5,10,10,4,41,10,35,8
調布市／500m2未満,48,13,40,24,3,6,19,7,51,12,59,13
調布市／1000m2未満,54,15,60,35,4,8,42,15,58,14,102,23
調布市／2000m2未満,12,3,15,9,0,0,42,15,12,3,57,13
調布市／5000m2未満,0,0,0,0,1,2,39,14,1,0,39,9
調布市／10000m2未満,0,0,0,0,1,2,40,14,1,0,40,9
調布市／10000m2以上,0,0,0,0,3,6,59,21,3,1,59,13
調布市／計,372,100,172,100,48,100,276,100,420,100,447,100
町田市／100m2未満,1131,48,33,4,246,46,6,0,1377,48,40,1
町田市／200m2未満,423,18,62,7,52,10,8,0,475,17,69,2
町田市／300m2未満,185,8,46,5,35,7,8,0,220,8,54,2
町田市／500m2未満,196,8,76,9,41,8,16,1,237,8,92,3
町田市／1000m2未満,186,8,129,15,53,10,38,2,239,8,166,6
町田市／2000m2未満,124,5,168,19,38,7,54,3,162,6,222,8
町田市／5000m2未満,74,3,224,26,33,6,95,5,107,4,319,11
町田市／10000m2未満,12,1,85,10,11,2,75,4,23,1,161,6
町田市／10000m2以上,3,0,41,5,21,4,1615,84,24,1,1656,60
町田市／計,2334,100,863,100,530,100,1916,100,2864,100,2779,100
小金井市／100m2未満,98,85,2,34,24,69,0,0,122,81,2,1
小金井市／200m2未満,9,8,1,23,0,0,0,0,9,6,1,1
小金井市／300m2未満,5,4,1,20,1,3,0,0,6,4,1,1
小金井市／500m2未満,2,2,1,12,1,3,0,0,3,2,1,0
小金井市／1000m2未満,1,1,1,12,1,3,1,0,2,1,1,1
小金井市／2000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
小金井市／5000m2未満,0,0,0,0,4,11,10,5,4,3,10,5
小金井市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
小金井市／10000m2以上,0,0,0,0,4,11,198,95,4,3,198,92
小金井市／計,115,100,6,100,35,100,209,100,150,100,215,100
小平市／100m2未満,259,67,5,4,38,30,19,2,297,58,25,2
小平市／200m2未満,32,8,5,4,15,12,46,5,47,9,51,5
小平市／300m2未満,22,6,6,5,13,10,48,5,35,7,54,5
小平市／500m2未満,23,6,10,8,19,15,65,7,42,8,76,7
小平市／1000m2未満,29,8,23,17,14,11,116,13,43,8,139,13
小平市／2000m2未満,13,3,25,19,5,4,164,18,18,4,189,18
小平市／5000m2未満,3,1,23,18,13,10,264,29,16,3,287,28
小平市／10000m2未満,2,1,22,17,5,4,93,10,7,1,115,11
小平市／10000m2以上,1,0,11,9,4,3,88,10,5,1,99,10
小平市／計,384,100,130,100,126,100,905,100,510,100,1035,100
日野市／100m2未満,357,32,18,4,66,40,2,0,423,33,20,2
日野市／200m2未満,236,21,43,9,32,19,7,1,268,21,50,4
日野市／300m2未満,161,15,52,11,13,8,6,1,174,14,58,5
日野市／500m2未満,179,16,107,23,17,10,11,2,196,15,118,10
日野市／1000m2未満,138,12,159,34,23,14,27,4,161,13,186,16
日野市／2000m2未満,30,3,65,14,5,3,23,3,35,3,88,8
日野市／5000m2未満,8,1,29,6,6,4,47,7,14,1,77,7
日野市／10000m2未満,0,0,0,0,2,1,186,28,2,0,186,16
日野市／10000m2以上,0,0,0,0,3,2,361,54,3,0,361,32
日野市／計,1109,100,473,100,167,100,671,100,1276,100,1144,100
東村山市／100m2未満,113,31,3,2,10,23,0,0,123,30,3,1
東村山市／200m2未満,65,18,10,5,6,14,1,0,71,17,11,2
東村山市／300m2未満,39,11,9,5,2,5,0,0,41,10,10,2
東村山市／500m2未満,38,10,15,7,3,7,1,0,41,10,16,3
東村山市／1000m2未満,53,15,40,20,8,18,6,2,61,15,46,8
東村山市／2000m2未満,30,8,43,22,7,16,9,2,37,9,52,9
東村山市／5000m2未満,25,7,69,34,5,11,13,3,30,7,82,14
東村山市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
東村山市／10000m2以上,1,0,10,5,3,7,366,92,4,1,377,63
東村山市／計,364,100,199,100,44,100,397,100,408,100,596,100
国分寺市／100m2未満,45,51,1,4,10,36,0,0,55,47,2,1
国分寺市／200m2未満,13,15,2,6,5,18,1,0,18,15,3,1
国分寺市／300m2未満,5,6,1,3,1,4,0,0,6,5,1,1
国分寺市／500m2未満,7,8,3,8,1,4,0,0,8,7,3,1
国分寺市／1000m2未満,13,15,9,26,1,4,1,0,14,12,10,4
国分寺市／2000m2未満,2,2,2,7,3,11,4,2,5,4,7,3
国分寺市／5000m2未満,3,3,11,30,4,14,12,6,7,6,23,9
国分寺市／10000m2未満,1,1,6,16,0,0,0,0,1,1,6,2
国分寺市／10000m2以上,0,0,0,0,3,11,191,91,3,3,191,78
国分寺市／計,89,100,36,100,28,100,209,100,117,100,245,100
国立市／100m2未満,71,65,2,8,12,55,0,0,83,63,2,2
国立市／200m2未満,13,12,2,11,1,5,0,0,14,11,2,2
国立市／300m2未満,9,8,2,12,3,14,1,1,12,9,3,3
国立市／500m2未満,9,8,4,19,1,5,0,0,10,8,4,4
国立市／1000m2未満,4,4,3,18,1,5,1,1,5,4,4,4
国立市／2000m2未満,2,2,3,19,1,5,1,2,3,2,5,5
国立市／5000m2未満,1,1,2,12,2,9,7,8,3,2,9,9
国立市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
国立市／10000m2以上,0,0,0,0,1,5,76,88,1,1,76,73
国立市／計,109,100,18,100,22,100,86,100,131,100,104,100
福生市／100m2未満,17,45,0,2,2,22,0,0,19,40,0,0
福生市／200m2未満,6,16,1,5,0,0,0,0,6,13,1,1
福生市／300m2未満,3,8,1,5,0,0,0,0,3,6,1,1
福生市／500m2未満,4,11,2,10,1,11,0,0,5,11,2,1
福生市／1000m2未満,2,5,2,11,2,22,1,1,4,9,3,2
福生市／2000m2未満,5,13,7,46,1,11,1,1,6,13,8,6
福生市／5000m2未満,1,3,3,21,2,22,6,4,3,6,9,6
福生市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
福生市／10000m2以上,0,0,0,0,1,11,119,93,1,2,119,84
福生市／計,38,100,15,100,9,100,128,100,47,100,142,100
狛江市／100m2未満,198,40,14,14,15,31,2,3,213,39,16,10
狛江市／200m2未満,137,28,24,23,17,35,5,9,154,28,29,18
狛江市／300m2未満,68,14,18,17,4,8,1,2,72,13,19,12
狛江市／500m2未満,55,11,23,22,5,10,2,4,60,11,25,16
狛江市／1000m2未満,28,6,19,18,2,4,4,8,30,6,23,15
狛江市／2000m2未満,6,1,7,7,3,6,13,25,9,2,21,13
狛江市／5000m2未満,0,0,0,0,2,4,22,40,2,0,22,14
狛江市／10000m2未満,0,0,0,0,1,2,5,10,1,0,5,3
狛江市／10000m2以上,0,0,0,0,0,0,0,0,0,0,0,0
狛江市／計,492,100,105,100,49,100,54,100,541,100,159,100
東大和市／100m2未満,48,54,1,3,15,45,0,0,63,52,1,1
東大和市／200m2未満,12,13,2,5,1,3,0,0,13,11,2,2
東大和市／300m2未満,2,2,0,1,0,0,0,0,2,2,0,0
東大和市／500m2未満,8,9,3,10,2,6,1,1,10,8,4,4
東大和市／1000m2未満,11,12,8,26,3,9,2,3,14,11,10,10
東大和市／2000m2未満,5,6,7,23,8,24,11,16,13,11,18,18
東大和市／5000m2未満,3,3,9,30,2,6,7,10,5,4,16,16
東大和市／10000m2未満,0,0,0,0,1,3,5,7,1,1,5,5
東大和市／10000m2以上,0,0,0,0,1,3,44,62,1,1,44,43
東大和市／計,89,100,30,100,33,100,71,100,122,100,101,100
清瀬市／100m2未満,120,38,3,2,24,47,0,0,144,39,3,1
清瀬市／200m2未満,32,10,5,3,3,6,0,0,35,10,5,2
清瀬市／300m2未満,31,10,8,6,4,8,1,1,35,10,9,3
清瀬市／500m2未満,40,13,16,12,3,6,1,1,43,12,17,5
清瀬市／1000m2未満,49,16,35,26,3,6,2,1,52,14,37,11
清瀬市／2000m2未満,34,11,46,34,3,6,4,2,37,10,50,15
清瀬市／5000m2未満,8,3,23,17,4,8,13,7,12,3,36,11
清瀬市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
清瀬市／10000m2以上,0,0,0,0,7,14,175,89,7,2,175,53
清瀬市／計,314,100,136,100,51,100,197,100,365,100,333,100
東久留米市／100m2未満,389,82,8,13,49,52,10,9,438,77,18,10
東久留米市／200m2未満,31,6,5,8,10,11,12,10,41,7,17,10
東久留米市／300m2未満,14,3,4,6,7,7,12,10,21,4,15,9
東久留米市／500m2未満,17,4,9,15,7,7,13,11,24,4,22,12
東久留米市／1000m2未満,16,3,14,23,8,9,19,17,24,4,33,19
東久留米市／2000m2未満,8,2,13,20,9,10,23,21,17,3,36,20
東久留米市／5000m2未満,2,0,10,16,3,3,11,10,5,1,22,12
東久留米市／10000m2未満,0,0,0,0,0,0,0,0,0,0,0,0
東久留米市／10000m2以上,0,0,0,0,1,1,14,13,1,0,14,8
東久留米市／計,477,100,64,100,94,100,113,100,571,100,177,100
武蔵村山市／100m2未満,329,27,14,3,48,29,1,0,377,28,15,1
武蔵村山市／200m2未満,299,25,43,9,28,17,4,1,327,24,47,4
武蔵村山市／300m2未満,163,14,40,8,10,6,3,0,173,13,42,4
武蔵村山市／500m2未満,154,13,60,12,21,13,8,1,175,13,68,6
武蔵村山市／1000m2未満,143,12,104,21,25,15,18,3,168,12,123,10
武蔵村山市／2000m2未満,81,7,113,23,13,8,18,3,94,7,131,11
武蔵村山市／5000m2未満,33,3,93,19,15,9,46,7,48,4,139,12
武蔵村山市／10000m2未満,2,0,11,2,2,1,10,1,4,0,22,2
武蔵村山市／10000m2以上,1,0,11,2,2,1,593,85,3,0,603,51
武蔵村山市／計,1205,100,489,100,164,100,701,100,1369,100,1190,100
多摩市／100m2未満,131,24,4,2,31,35,1,0,162,25,5,0
多摩市／200m2未満,95,17,15,6,7,8,1,0,102,16,16,1
多摩市／300m2未満,72,13,18,7,13,15,3,0,85,13,21,2
多摩市／500m2未満,94,17,37,15,6,7,2,0,100,16,40,3
多摩市／1000m2未満,95,17,67,26,11,12,8,1,106,17,75,6
多摩市／2000m2未満,44,8,60,23,5,6,8,1,49,8,67,5
多摩市／5000m2未満,14,3,36,14,8,9,27,3,22,3,63,5
多摩市／10000m2未満,3,1,17,7,3,3,21,2,6,1,38,3
多摩市／10000m2以上,0,0,0,0,5,6,963,93,5,1,963,75
多摩市／計,548,100,254,100,89,100,1033,100,637,100,1287,100
稲城市／100m2未満,202,45,6,3,32,33,1,0,234,43,6,0
稲城市／200m2未満,75,17,11,7,12,13,2,0,87,16,13,1
稲城市／300m2未満,47,10,12,7,8,8,2,0,55,10,14,1
稲城市／500m2未満,47,10,19,11,9,9,3,0,56,10,22,1
稲城市／1000m2未満,37,8,26,16,5,5,3,0,42,8,29,1
稲城市／2000m2未満,24,5,34,20,7,7,10,1,31,6,45,2
稲城市／5000m2未満,15,3,48,28,7,7,22,1,22,4,70,4
稲城市／10000m2未満,2,0,13,8,5,5,36,2,7,1,49,2
稲城市／10000m2以上,0,0,0,0,11,11,1757,96,11,2,1757,88
稲城市／計,449,100,169,100,96,100,1836,100,545,100,2005,100
羽村市／100m2未満,90,44,4,5,10,26,0,0,100,41,4,2
羽村市／200m2未満,61,30,9,11,10,26,1,2,71,29,10,7
羽村市／300m2未満,15,7,4,5,1,3,0,0,16,7,4,3
羽村市／500m2未満,11,5,4,6,3,8,1,2,14,6,5,4
羽村市／1000m2未満,13,6,8,11,8,21,6,8,21,9,14,9
羽村市／2000m2未満,8,4,11,14,4,11,5,7,12,5,16,11
羽村市／5000m2未満,2,1,6,8,1,3,2,3,3,1,8,5
羽村市／10000m2未満,1,0,5,7,0,0,0,0,1,0,5,4
羽村市／10000m2以上,2,1,25,33,1,3,59,78,3,1,84,56
羽村市／計,203,100,75,100,38,100,75,100,241,100,150,100
あきる野市／100m2未満,834,31,33,1,73,26,2,0,907,30,35,1
あきる野市／200m2未満,560,21,83,3,43,15,6,0,603,20,89,2
あきる野市／300m2未満,320,12,79,3,29,10,7,0,349,12,86,2
あきる野市／500m2未満,339,13,134,5,24,9,10,0,363,12,143,3
あきる野市／1000m2未満,335,12,234,8,42,15,30,1,377,13,264,5
あきる野市／2000m2未満,180,7,250,9,21,7,31,1,201,7,282,5
あきる野市／5000m2未満,75,3,223,8,29,10,90,3,104,3,313,6
あきる野市／10000m2未満,27,1,196,7,4,1,31,1,31,1,228,4
あきる野市／10000m2以上,42,2,1638,57,16,6,2549,92,58,2,4187,74
あきる野市／計,2712,100,2871,100,281,100,2756,100,2993,100,5627,100
西東京市／100m2未満,91,44,3,4,294,45,12,6,385,45,16,6
西東京市／200m2未満,38,18,6,7,108,16,16,8,146,17,22,8
西東京市／300m2未満,20,10,5,6,65,10,16,8,85,10,21,7
西東京市／500m2未満,21,10,8,10,73,11,28,14,94,11,35,13
西東京市／1000m2未満,22,11,16,20,89,14,60,30,111,13,75,27
西東京市／2000m2未満,9,4,13,18,24,4,31,15,33,4,44,16
西東京市／5000m2未満,4,2,12,16,3,0,7,4,7,1,19,7
西東京市／10000m2未満,2,1,14,19,0,0,0,0,2,0,14,5
西東京市／10000m2以上,0,0,0,0,1,0,31,16,1,0,31,11
西東京市／計,207,100,77,100,657,100,201,100,864,100,278,100
市部計／100m2未満,10358,41,330,2,1741,39,86,0,12099,41,416,1
市部計／200m2未満,4513,18,684,5,577,13,155,1,5090,17,839,2
市部計／300m2未満,2607,10,672,5,347,8,151,1,2954,10,823,2
市部計／500m2未満,2721,11,1125,8,442,10,262,1,3163,11,1387,3
市部計／1000m2未満,2582,10,1903,13,536,12,557,2,3118,11,2460,6
市部計／2000m2未満,1388,6,1964,14,317,7,676,2,1705,6,2640,6
市部計／5000m2未満,693,3,2110,15,261,6,1096,4,954,3,3206,8
市部計／10000m2未満,157,1,1097,8,76,2,782,3,233,1,1879,4
市部計／10000m2以上,134,1,4450,31,225,5,23883,86,359,1,28333,67
市部計／計,25153,100,14333,100,4522,100,27649,100,29675,100,41982,100
