順位,標準地番号,都道府県,標準地の所在地,価　　格,変動率
1,港－４,東京都　　,赤坂１丁目１４２４番１,4340000,8.2
2,千代田－３,東京都　　,六番町６番１外,3930000,2.1
3,港－２９,東京都　　,白金台３丁目５５番４外,3560000,6
4,港－１６,東京都　　,南麻布４丁目１２番１,3230000,－
5,千代田－１,東京都　　,三番町６番２５,3050000,2.7
6,港－２８,東京都　　,南麻布１丁目３５番１外,2990000,6.4
7,千代田－７,東京都　　,一番町１６番３,2960000,2.1
8,千代田－５,東京都　　,九段北２丁目６番２６,2870000,2.5
9,港－１,東京都　　,赤坂６丁目１９１１番,2570000,6.6
10,千代田－６,東京都　　,平河町２丁目２番２３,2540000,3.3
