年中(平成・令和),10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,元,S58.1.1～R2.1.1
100m2未満(人),7556,8228,8263,8282,8514,9095,8474,12344,6328,5618,6562,8865,37721,8066,8894,8559,-65,6161,4904,12562,6835,4674,231611
200m2未満(人),5070,5481,5642,5221,5789,5982,4915,5724,3403,2149,3266,4260,4976,2610,2509,3164,1966,2181,1393,2257,1415,655,115784
300m2未満(人),542,675,542,515,342,408,255,374,-78,-289,208,362,-3222,41,-337,-306,1145,-365,-576,-2234,-533,-932,3725
500m2未満(人),-67,-49,-163,-30,-169,-71,-347,-41,-416,-581,-79,-21,-2696,-291,-462,-408,1597,-614,-550,-2670,-475,-566,-11185
1000m2未満(人),-222,-217,-245,-225,-154,-263,-265,48,-288,-311,-82,-144,-1353,-183,-308,-342,1452,-345,-361,-2153,-199,-395,-11682
2000m2未満(人),-153,-140,-137,-127,-93,-80,-144,223,-150,-93,-59,-45,-693,-135,-100,-116,863,-113,-189,-1058,-106,-90,-5740
5000m2未満(人),-61,-91,-107,-46,-115,-105,-129,-142,-134,-86,-45,-48,-22,-88,-102,-114,-279,-155,-95,93,-149,-94,-4283
10000m2未満(人),-53,-56,-43,-37,-51,-90,-71,-165,-44,-69,-66,-43,95,-44,-58,-47,-227,-29,-33,166,-48,-27,-1916
10000m2以上(人),-29,-39,-19,-25,-28,-19,-26,-64,-17,-19,-19,-16,17,-13,-20,-10,-97,-7,-12,55,-26,-9,-965
計(人),12583,13792,13733,13528,14035,14857,12662,18301,8604,6319,9686,13170,34823,9963,10016,10380,6355,6714,4481,7018,6714,3216,315349
