区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
八王子市／100m2未満,757,14,43,0,68,12,3,0,825,14,46,0
八王子市／200m2未満,1135,22,167,1,35,6,5,0,1170,20,171,1
八王子市／300m2未満,497,9,123,1,37,6,9,0,534,9,132,0
八王子市／500m2未満,574,11,221,1,56,10,21,0,630,11,242,1
"八王子市／1,000m2未満",546,10,395,2,64,11,49,0,610,10,444,1
"八王子市／2,000m2未満",478,9,693,4,44,8,67,1,522,9,759,2
"八王子市／5,000m2未満",570,11,1858,10,86,15,288,2,656,11,2145,7
"八王子市／10,000m2未満",319,6,2272,12,61,11,453,4,380,6,2725,9
"八王子市／10,000m2以上",403,8,13036,69,129,22,11918,93,532,9,24954,79
八王子市／計,5279,100,18807,100,580,100,12812,100,5859,100,31619,100
立川市／100m2未満,6,22,0,1,1,50,0,2,7,24,0,1
立川市／200m2未満,2,7,0,1,0,0,0,0,2,7,0,1
立川市／300m2未満,2,7,0,2,0,0,0,0,2,7,0,2
立川市／500m2未満,4,15,2,7,0,0,0,0,4,14,2,6
"立川市／1,000m2未満",5,19,3,13,0,0,0,0,5,17,3,12
"立川市／2,000m2未満",4,15,5,20,1,50,2,98,5,17,7,26
"立川市／5,000m2未満",4,15,13,55,0,0,0,0,4,14,13,51
"立川市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"立川市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
立川市／計,27,100,24,100,2,100,2,100,29,100,26,100
武蔵野市／100m2未満,0,0,0,0,0,,0,,0,0,0,0
武蔵野市／200m2未満,1,100,0,100,0,,0,,1,100,0,100
武蔵野市／300m2未満,0,0,0,0,0,,0,,0,0,0,0
武蔵野市／500m2未満,0,0,0,0,0,,0,,0,0,0,0
"武蔵野市／1,000m2未満",0,0,0,0,0,,0,,0,0,0,0
"武蔵野市／2,000m2未満",0,0,0,0,0,,0,,0,0,0,0
"武蔵野市／5,000m2未満",0,0,0,0,0,,0,,0,0,0,0
"武蔵野市／10,000m2未満",0,0,0,0,0,,0,,0,0,0,0
"武蔵野市／10,000m2以上",0,0,0,0,0,,0,,0,0,0,0
武蔵野市／計,1,100,0,100,0,0,0,0,1,100,0,100
三鷹市／100m2未満,1,5,0,0,0,0,0,0,1,5,0,0
三鷹市／200m2未満,0,0,0,0,0,0,0,0,0,0,0,0
三鷹市／300m2未満,1,5,0,2,0,0,0,0,1,5,0,0
三鷹市／500m2未満,8,40,3,22,0,0,0,0,8,38,3,4
"三鷹市／1,000m2未満",7,35,5,39,0,0,0,0,7,33,5,6
"三鷹市／2,000m2未満",3,15,5,37,0,0,0,0,3,14,5,6
"三鷹市／5,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"三鷹市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"三鷹市／10,000m2以上",0,0,0,0,1,100,65,100,1,5,65,83
三鷹市／計,20,100,13,100,1,100,65,100,21,100,78,100
青梅市／100m2未満,289,9,16,0,18,6,1,0,307,9,17,0
青梅市／200m2未満,310,10,47,0,20,7,3,0,330,10,50,0
青梅市／300m2未満,217,7,54,0,16,5,4,0,233,7,58,0
青梅市／500m2未満,282,9,109,0,20,7,8,0,302,9,117,0
"青梅市／1,000m2未満",348,11,256,1,26,9,18,0,374,11,274,1
"青梅市／2,000m2未満",341,11,493,2,30,10,42,0,371,11,535,2
"青梅市／5,000m2未満",465,15,1579,7,33,11,108,1,498,15,1687,5
"青梅市／10,000m2未満",312,10,2280,10,28,10,211,2,340,10,2491,7
"青梅市／10,000m2以上",517,17,19072,80,101,35,9915,96,618,18,28987,85
青梅市／計,3081,100,23906,100,292,100,10309,100,3373,100,34215,100
昭島市／100m2未満,8,19,0,1,1,8,0,0,9,16,0,0
昭島市／200m2未満,9,21,1,3,2,17,0,0,11,20,2,1
昭島市／300m2未満,10,23,2,6,1,8,0,0,11,20,3,1
昭島市／500m2未満,5,12,2,4,1,8,0,0,6,11,2,1
"昭島市／1,000m2未満",7,16,5,12,2,17,1,1,9,16,6,3
"昭島市／2,000m2未満",1,2,1,3,1,8,2,1,2,4,3,1
"昭島市／5,000m2未満",1,2,2,5,0,0,0,0,1,2,2,1
"昭島市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"昭島市／10,000m2以上",2,5,26,66,4,33,141,98,6,11,168,91
昭島市／計,43,100,40,100,12,100,145,100,55,100,185,100
調布市／100m2未満,7,17,0,2,2,40,0,3,9,20,0,2
調布市／200m2未満,10,24,1,8,0,0,0,0,10,22,1,6
調布市／300m2未満,2,5,0,2,0,0,0,0,2,4,0,2
調布市／500m2未満,6,15,2,12,1,20,0,10,7,15,3,12
"調布市／1,000m2未満",11,27,8,38,0,0,0,0,11,24,8,32
"調布市／2,000m2未満",4,10,5,27,1,20,1,25,5,11,6,27
"調布市／5,000m2未満",1,2,2,11,1,20,3,63,2,4,5,20
"調布市／10,000m2未満",0,0,0,0,0,0,0,0,0,0,0,0
"調布市／10,000m2以上",0,0,0,0,0,0,0,0,0,0,0,0
調布市／計,41,100,20,100,5,100,4,100,46,100,24,100
町田市／100m2未満,369,14,21,0,34,15,1,0,403,15,22,0
町田市／200m2未満,535,21,78,2,28,13,4,0,563,20,83,1
町田市／300m2未満,251,10,62,1,14,6,4,0,265,10,65,1
町田市／500m2未満,302,12,114,3,17,8,7,1,319,11,120,2
