順位,標準地番号,都道府県,標準地の所在地,価　　格,変動率
1,大田－９－２,東京都,大田区東海２丁目７番１,"656,000 ",5.8 
2,江東－９－４,東京都,江東区辰巳３丁目１０番１,"582,000 ",3.9 
3,江東－９－３,東京都,江東区佐賀２丁目１４番１,"498,000 ",5.7 
4,江東－９－２,東京都,江東区東雲２丁目９番４２,"462,000 ",5.0 
5,品川－９－１,東京都,品川区八潮２丁目７番,"402,000 ",5.0 
6,大田－９－３,東京都,大田区南六郷３丁目１６番２９,"381,000 ",3.5 
7,江戸川－９－１,東京都,江戸川区松江５丁目１１２６番１,"357,000 ",5.0 
8,江戸川－９－４,東京都,江戸川区臨海町３丁目６番２５,"340,000 ",5.3 
9,大田－９－１,東京都,大田区東糀谷６丁目１３３５番１外,"315,000 ",6.1 
10,足立－９－１,東京都,足立区綾瀬６丁目４５５番１外,"307,000 ",3.4 
