区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
小金井市／200m2未満,12585,54,1652,29,163,22,23,3,12748,53,1675,25
小金井市／300m2未満,2802,12,676,12,104,14,25,3,2906,12,702,11
小金井市／500m2未満,1554,7,581,10,119,16,46,5,1673,7,627,9
小金井市／1000m2未満,757,3,519,9,120,16,84,10,877,4,603,9
小金井市／2000m2未満,359,2,495,9,51,7,70,8,410,2,565,8
小金井市／5000m2未満,293,1,895,15,34,5,103,12,327,1,998,15
小金井市／10000m2未満,65,0,420,7,18,2,130,15,83,0,550,8
小金井市／10000m2以上,13,0,191,3,12,2,392,45,25,0,583,9
小金井市／計,23462,100,5793,100,742,100,880,102,24204,100,6672,100
小平市／100m2未満,14992,31,1122,11,451,27,56,2,15443,31,1179,9
小平市／200m2未満,24579,51,3402,33,422,26,179,7,25001,50,3581,27
小平市／300m2未満,3872,8,1078,10,218,13,117,4,4090,8,1195,9
小平市／500m2未満,2220,5,1118,11,226,14,199,7,2446,5,1317,10
小平市／1000m2未満,1379,3,1460,14,149,9,442,17,1528,3,1902,14
小平市／2000m2未満,671,1,1251,12,84,5,496,19,755,2,1746,13
小平市／5000m2未満,198,0,741,7,55,3,447,17,253,1,1188,9
小平市／10000m2未満,17,0,129,1,24,1,250,9,41,0,379,3
小平市／10000m2以上,10,0,165,2,17,1,489,18,27,0,654,5
小平市／計,47938,99,10466,101,1646,99,2675,100,49584,100,13141,99
日野市／100m2未満,12380,26,944,8,458,28,65,2,12838,26,1009,7
日野市／200m2未満,23515,50,3591,32,401,24,160,5,23916,49,3751,26
日野市／300m2未満,6575,14,1827,16,226,14,112,3,6801,14,1939,13
日野市／500m2未満,2772,6,1486,13,208,13,176,5,2980,6,1661,12
日野市／1000m2未満,1334,3,1594,14,192,12,337,10,1526,3,1932,13
日野市／2000m2未満,465,1,850,8,84,5,336,10,549,1,1186,8
日野市／5000m2未満,122,0,382,3,52,3,454,14,174,0,836,6
日野市／10000m2未満,24,0,184,2,21,1,332,10,45,0,516,4
日野市／10000m2以上,17,0,313,3,15,1,1300,40,32,0,1614,11
日野市／計,47204,100,11170,99,1657,101,3274,99,48861,99,14444,100
東村山市／100m2未満,7597,23,557,6,160,19,9,1,7757,23,566,6
東村山市／200m2未満,18287,56,2359,27,196,23,28,2,18483,55,2387,24
東村山市／300m2未満,3221,10,760,9,96,11,24,2,3317,10,784,8
東村山市／500m2未満,1451,4,548,6,104,12,41,3,1555,5,588,6
東村山市／1000m2未満,925,3,654,8,122,14,86,6,1047,3,740,7
東村山市／2000m2未満,620,2,865,10,71,8,95,7,691,2,961,10
東村山市／5000m2未満,490,1,1491,17,63,7,193,14,553,2,1684,17
東村山市／10000m2未満,130,0,885,10,13,2,83,6,143,0,968,10
東村山市／10000m2以上,33,0,474,6,19,2,784,58,52,0,1258,13
東村山市／計,32754,99,8594,99,844,98,1343,99,33598,100,9936,101
国分寺市／100m2未満,5974,22,436,6,130,14,8,1,6104,22,444,6
国分寺市／200m2未満,15166,57,2022,30,218,23,32,2,15384,56,2054,25
国分寺市／300m2未満,2712,10,654,10,112,12,27,2,2824,10,682,8
国分寺市／500m2未満,1407,5,526,8,141,15,55,4,1548,6,581,7
国分寺市／1000m2未満,626,2,428,6,148,16,104,8,774,3,532,7
国分寺市／2000m2未満,350,1,492,7,111,12,154,12,461,2,646,8
国分寺市／5000m2未満,308,1,974,14,53,6,155,12,361,1,1129,14
国分寺市／10000m2未満,97,0,679,10,17,2,118,9,114,0,796,10
国分寺市／10000m2以上,38,0,538,8,20,2,671,51,58,0,1209,15
国分寺市／計,26678,98,6750,99,950,102,1323,101,27628,100,8073,100
国立市／100m2未満,2753,21,196,5,98,16,5,1,2851,21,202,4
国立市／200m2未満,6534,49,872,22,117,19,17,2,6651,48,890,19
国立市／300m2未満,1585,12,382,10,72,12,18,2,1657,12,400,8
国立市／500m2未満,1211,9,455,12,98,16,38,5,1309,9,493,10
国立市／1000m2未満,654,5,454,12,107,18,77,9,761,6,531,11
国立市／2000m2未満,241,2,333,8,66,11,96,11,307,2,429,9
国立市／5000m2未満,162,1,498,13,29,5,84,10,191,1,582,12
国立市／10000m2未満,64,0,459,12,9,1,66,8,73,1,525,11
国立市／10000m2以上,21,0,293,7,9,1,437,52,30,0,730,15
国立市／計,13225,99,3944,101,605,99,838,100,13830,100,4782,99
福生市／100m2未満,2065,19,151,5,48,12,2,0,2113,19,153,4
福生市／200m2未満,5468,51,730,22,69,17,10,2,5537,50,740,19
福生市／300m2未満,1242,12,299,9,51,13,12,2,1293,12,311,8
福生市／500m2未満,878,8,331,10,75,19,30,5,953,9,361,9
福生市／1000m2未満,551,5,384,12,61,15,42,7,612,6,426,11
福生市／2000m2未満,286,3,396,12,54,14,75,12,340,3,471,12
福生市／5000m2未満,152,1,460,14,28,7,80,13,180,2,540,14
福生市／10000m2未満,29,0,180,6,6,2,40,6,35,0,220,6
福生市／10000m2以上,13,0,333,10,8,2,340,54,21,0,674,17
福生市／計,10684,99,3264,100,400,101,632,101,11084,101,3896,100
狛江市／100m2未満,6511,37,486,14,205,33,20,5,6716,36,506,13
狛江市／200m2未満,8179,46,1197,34,193,31,47,12,8372,45,1244,31
狛江市／300m2未満,1766,10,488,14,75,12,21,5,1841,10,509,13
狛江市／500m2未満,770,4,438,12,74,12,42,10,844,5,481,12
狛江市／1000m2未満,392,2,434,12,39,6,49,12,431,2,482,12
狛江市／2000m2未満,173,1,287,8,23,4,50,12,196,1,338,8
狛江市／5000m2未満,34,0,102,3,11,2,60,15,45,0,163,4
狛江市／10000m2未満,6,0,43,1,3,0,25,6,9,0,68,2
狛江市／10000m2以上,5,0,95,3,5,1,90,22,10,0,185,5
狛江市／計,17836,100,3571,101,628,101,405,99,18464,99,3976,100
東大和市／100m2未満,3372,19,249,5,90,18,4,1,3462,19,253,4
東大和市／200m2未満,9412,52,1223,23,87,17,13,2,9499,51,1235,20
東大和市／300m2未満,2430,13,577,11,46,9,11,1,2476,13,588,10
東大和市／500m2未満,1196,7,456,9,74,15,28,4,1270,7,484,8
東大和市／1000m2未満,811,4,558,11,83,17,58,7,894,5,616,10
東大和市／2000m2未満,455,3,643,12,63,13,88,11,518,3,732,12
東大和市／5000m2未満,300,2,899,17,39,8,123,15,339,2,1022,17
東大和市／10000m2未満,71,0,471,9,7,1,51,6,78,0,522,9
東大和市／10000m2以上,10,0,173,3,9,2,425,53,19,0,598,10
東大和市／計,18057,100,5248,100,498,100,803,100,18555,100,6051,100
清瀬市／100m2未満,2462,17,176,3,59,19,3,0,2521,17,179,3
清瀬市／200m2未満,9094,64,1147,22,61,20,9,1,9155,63,1155,20
清瀬市／300m2未満,1088,8,258,5,37,12,9,1,1125,8,267,5
清瀬市／500m2未満,576,4,218,4,40,13,16,2,616,4,233,4
清瀬市／1000m2未満,316,2,220,4,33,11,25,3,349,2,245,4
清瀬市／2000m2未満,198,1,281,6,37,12,53,7,235,2,334,6
清瀬市／5000m2未満,176,1,556,11,23,7,73,9,199,1,629,11
清瀬市／10000m2未満,113,1,814,16,9,3,60,8,122,1,874,15
清瀬市／10000m2以上,95,1,1437,28,12,4,545,69,107,1,1983,34
清瀬市／計,14118,99,5107,99,311,101,792,100,14429,99,5899,102
東久留米市／100m2未満,15959,44,1011,14,333,34,36,3,16292,43,1047,12
東久留米市／200m2未満,15566,43,2118,29,237,24,87,7,15803,42,2206,26
東久留米市／300m2未満,2509,7,705,10,116,12,47,4,2625,7,752,9
東久留米市／500m2未満,1251,3,746,10,101,10,66,5,1352,4,812,10
東久留米市／1000m2未満,831,2,1211,17,106,11,121,10,937,2,1332,16
東久留米市／2000m2未満,403,1,1036,14,52,5,121,10,455,1,1157,14
東久留米市／5000m2未満,102,0,353,5,28,3,168,13,130,0,521,6
東久留米市／10000m2未満,2,0,20,0,10,1,131,10,12,0,150,2
東久留米市／10000m2以上,0,0,0,0,9,1,485,38,9,0,485,6
東久留米市／計,36623,100,7200,99,992,101,1262,100,37615,99,8463,101
武蔵村山市／100m2未満,2783,14,210,3,90,16,4,0,2873,15,214,2
武蔵村山市／200m2未満,11668,61,1505,21,101,17,14,1,11769,59,1519,17
武蔵村山市／300m2未満,1723,9,406,6,50,9,12,1,1773,9,418,5
武蔵村山市／500m2未満,1062,6,406,6,59,10,23,1,1121,6,429,5
武蔵村山市／1000m2未満,842,4,622,9,112,19,82,5,954,5,704,8
武蔵村山市／2000m2未満,518,3,744,10,71,12,100,6,589,3,845,10
武蔵村山市／5000m2未満,411,2,1290,18,59,10,179,11,470,2,1469,17
武蔵村山市／10000m2未満,159,1,1094,15,21,4,140,9,180,1,1234,14
武蔵村山市／10000m2以上,65,0,993,14,17,3,1068,66,82,0,2061,23
武蔵村山市／計,19231,100,7269,102,580,100,1623,100,19811,100,8893,101
多摩市／100m2未満,16828,42,788,12,237,28,8,0,17065,42,797,8
多摩市／200m2未満,15842,39,2180,32,120,14,18,1,15962,39,2198,22
多摩市／300m2未満,4358,11,1020,15,84,10,21,1,4442,11,1041,10
多摩市／500m2未満,1579,4,583,9,110,13,43,1,1689,4,626,6
多摩市／1000m2未満,843,2,592,9,104,12,74,2,947,2,666,7
多摩市／2000m2未満,421,1,593,9,76,9,113,3,497,1,705,7
多摩市／5000m2未満,219,1,654,10,56,7,170,5,275,1,824,8
多摩市／10000m2未満,30,0,187,3,34,4,241,7,64,0,429,4
多摩市／10000m2以上,9,0,117,2,39,5,2726,80,48,0,2842,28
多摩市／計,40129,100,6714,101,860,102,3414,100,40989,100,10127,100
稲城市／100m2未満,2575,19,178,3,61,13,3,0,2636,18,181,2
稲城市／200m2未満,6949,50,995,17,85,17,13,0,7034,49,1007,11
稲城市／300m2未満,1692,12,396,7,59,12,15,0,1751,12,411,4
稲城市／500m2未満,874,6,332,6,76,16,30,1,950,7,362,4
稲城市／1000m2未満,689,5,486,8,61,13,41,1,750,5,527,6
稲城市／2000m2未満,541,4,770,13,42,9,62,2,583,4,832,9
稲城市／5000m2未満,386,3,1189,20,41,8,129,4,427,3,1318,14
稲城市／10000m2未満,109,1,741,12,20,4,145,4,129,1,886,9
稲城市／10000m2以上,43,0,855,14,42,9,2994,87,85,1,3849,41
稲城市／計,13858,100,5943,100,487,101,3430,99,14345,100,9373,100
羽村市／100m2未満,2073,16,157,4,31,8,1,0,2104,16,158,3
羽村市／200m2未満,6878,54,934,22,57,15,9,0,6935,53,943,16
羽村市／300m2未満,1451,11,350,8,36,10,9,0,1487,11,359,6
羽村市／500m2未満,1045,8,393,9,50,13,19,1,1095,8,412,7
羽村市／1000m2未満,631,5,449,11,68,18,49,3,699,5,498,8
羽村市／2000m2未満,342,3,479,11,42,11,61,3,384,3,539,9
羽村市／5000m2未満,196,2,601,14,48,13,159,8,244,2,760,13
羽村市／10000m2未満,57,0,386,9,22,6,161,8,79,1,547,9
羽村市／10000m2以上,27,0,412,10,24,6,1450,76,51,0,1862,31
羽村市／計,12700,99,4162,98,378,100,1916,99,13078,99,6078,102
あきる野市／100m2未満,2219,8,142,0,81,12,3,0,2300,8,145,0
あきる野市／200m2未満,13702,50,1945,6,111,16,16,0,13813,49,1962,5
あきる野市／300m2未満,3578,13,863,3,76,11,2,0,3654,13,865,2
あきる野市／500m2未満,2632,10,997,3,94,13,36,1,2726,10,1033,3
あきる野市／1000m2未満,1969,7,1392,4,101,14,73,1,2070,7,1464,4
あきる野市／2000m2未満,1247,5,1764,6,80,11,115,2,1327,5,1879,5
あきる野市／5000m2未満,1028,4,3214,10,69,10,224,3,1097,4,3438,9
あきる野市／10000m2未満,455,2,3210,10,30,4,214,3,485,2,3424,9
あきる野市／10000m2以上,482,2,17641,57,61,9,5919,90,543,2,23560,62
あきる野市／計,27312,101,31168,99,703,100,6603,100,28015,100,37771,99
西東京市／100m2未満,24362,44,1315,14,1459,42,66,5,25821,44,1381,13
西東京市／200m2未満,22763,41,2928,32,1008,29,135,10,23771,40,3062,29
西東京市／300m2未満,3578,6,857,9,280,8,68,5,3858,7,926,9
西東京市／500m2未満,2134,4,810,9,272,8,104,8,2406,4,915,9
西東京市／1000m2未満,1519,3,1066,12,277,8,194,14,1796,3,1260,12
西東京市／2000m2未満,749,1,1029,11,134,4,184,14,883,1,1213,12
西東京市／5000m2未満,227,0,629,7,34,1,98,7,261,0,727,7
西東京市／10000m2未満,26,0,167,2,20,1,142,11,46,0,308,3
西東京市／10000m2以上,12,0,285,3,18,1,358,27,30,0,643,6
西東京市／計,55370,99,9086,99,3502,102,1348,101,58872,99,10434,100
市部計／100m2未満,200414,22,13369,4,6437,21,403,0,206851,22,13772,3
市部計／200m2未満,465876,52,64448,20,6402,21,1219,1,472278,51,65668,15
市部計／300m2未満,108856,12,26393,8,3410,11,961,1,112266,12,27353,6
市部計／500m2未満,54656,6,21721,7,4039,13,1818,2,58695,6,23539,6
市部計／1000m2未満,33791,4,25564,8,4151,13,3558,3,37942,4,29122,7
市部計／2000m2未満,18653,2,27096,8,2713,9,4481,4,21366,2,31576,7
市部計／5000m2未満,12506,1,38797,12,1870,6,6480,6,14376,2,45277,11
市部計／10000m2未満,4162,0,28735,9,762,2,5717,6,4924,1,34451,8
市部計／10000m2以上,2924,0,79957,25,1081,4,77263,76,4005,0,157219,37
市部計／計,901838,99,326079,101,30865,100,101899,99,932703,100,427978,100
