区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
文京区／200m2未満,2462,10,425,13,364,12,63,4,2826,10,488,10
文京区／300m2未満,1984,8,479,15,400,13,99,6,2384,8,577,12
文京区／500m2未満,1227,5,459,14,409,14,157,9,1636,6,616,13
文京区／1000m2未満,382,1,245,8,274,9,188,11,656,2,433,9
文京区／2000m2未満,62,0,80,2,142,5,198,12,204,1,278,6
文京区／5000m2未満,10,0,26,1,82,3,256,15,92,0,283,6
文京区／10000m2未満,3,0,19,1,23,1,148,9,26,0,167,3
文京区／10000m2以上,0,0,0,0,18,1,477,28,18,0,477,10
文京区／計,25909,100,3233,100,2970,100,1690,100,28879,100,4922,100
台東区／50m2未満,5844,27,213,9,543,11,18,1,6387,24,230,6
台東区／100m2未満,9091,41,652,28,1103,23,83,5,10194,38,735,18
台東区／150m2未満,3552,16,430,18,853,18,105,6,4405,16,534,13
台東区／200m2未満,1553,7,266,11,573,12,100,6,2126,8,366,9
台東区／300m2未満,1114,5,268,12,631,13,153,9,1745,6,422,11
台東区／500m2未満,579,3,215,9,517,11,199,12,1096,4,414,10
台東区／1000m2未満,251,1,166,7,362,8,253,15,613,2,419,10
台東区／2000m2未満,51,0,68,3,140,3,200,12,191,1,268,7
台東区／5000m2未満,14,0,38,2,70,1,211,13,84,0,249,6
台東区／10000m2未満,2,0,12,1,14,0,100,6,16,0,113,3
台東区／10000m2以上,0,0,0,0,11,0,260,15,11,0,260,6
台東区／計,22051,100,2328,100,4817,100,1681,100,26868,100,4010,100
墨田区／50m2未満,6344,21,239,6,287,8,9,0,6631,20,247,4
墨田区／100m2未満,12732,43,904,24,632,17,49,2,13364,40,952,16
墨田区／150m2未満,4644,16,563,15,579,16,72,3,5223,16,635,11
墨田区／200m2未満,2234,8,384,10,409,11,71,3,2643,8,455,8
墨田区／300m2未満,1712,6,413,11,487,13,120,6,2199,7,533,9
墨田区／500m2未満,1167,4,439,12,517,14,197,9,1684,5,636,11
墨田区／1000m2未満,581,2,395,10,404,11,276,13,985,3,671,11
墨田区／2000m2未満,162,1,219,6,162,4,217,10,324,1,436,7
墨田区／5000m2未満,49,0,139,4,90,2,271,13,139,0,410,7
墨田区／10000m2未満,11,0,73,2,48,1,312,15,59,0,385,6
墨田区／10000m2以上,3,0,36,1,25,1,536,25,28,0,571,10
墨田区／計,29639,100,3802,100,3640,100,2129,100,33279,100,5931,100
江東区／50m2未満,6899,23,261,7,328,7,10,0,7227,21,271,2
江東区／100m2未満,13717,46,967,25,606,14,45,1,14323,41,1012,8
江東区／150m2未満,4462,15,538,14,545,12,67,1,5007,14,605,5
江東区／200m2未満,1853,6,318,8,373,8,65,1,2226,6,383,3
江東区／300m2未満,1404,5,339,9,452,10,112,1,1856,5,450,4
江東区／500m2未満,998,3,377,10,615,14,233,3,1613,5,610,5
江東区／1000m2未満,522,2,351,9,537,12,381,4,1059,3,732,6
江東区／2000m2未満,192,1,271,7,407,9,589,7,599,2,861,7
江東区／5000m2未満,76,0,216,6,290,7,926,11,366,1,1142,9
江東区／10000m2未満,19,0,120,3,134,3,972,11,153,0,1091,9
江東区／10000m2以上,3,0,41,1,148,3,5099,60,151,0,5140,42
江東区／計,30145,100,3799,100,4435,100,8499,100,34580,100,12298,100
品川区／50m2未満,7608,18,293,5,300,8,9,0,7908,17,301,3
品川区／100m2未満,17917,43,1257,22,604,15,46,1,18521,40,1303,13
品川区／150m2未満,6960,17,847,15,555,14,69,2,7515,16,916,9
品川区／200m2未満,3498,8,602,11,463,12,80,2,3961,9,682,7
品川区／300m2未満,2899,7,699,12,516,13,126,3,3415,7,825,9
品川区／500m2未満,1791,4,672,12,538,14,205,5,2329,5,878,9
品川区／1000m2未満,868,2,580,10,451,12,310,8,1319,3,890,9
品川区／2000m2未満,232,1,316,6,240,6,328,8,472,1,644,7
品川区／5000m2未満,94,0,264,5,135,3,428,11,229,1,692,7
品川区／10000m2未満,17,0,113,2,59,2,402,10,76,0,515,5
品川区／10000m2以上,2,0,33,1,50,1,2018,50,52,0,2051,21
品川区／計,41886,100,5674,100,3911,100,4023,100,45797,100,9697,100
目黒区／50m2未満,3296,9,118,2,180,6,5,0,3476,9,123,2
目黒区／100m2未満,13612,37,1006,17,459,15,35,2,14071,35,1041,13
目黒区／150m2未満,7874,21,956,16,533,17,66,3,8407,21,1023,13
目黒区／200m2未満,4746,13,822,14,370,12,65,3,5116,13,887,11
目黒区／300m2未満,3928,11,949,16,508,16,125,6,4436,11,1074,13
目黒区／500m2未満,2292,6,858,14,469,15,183,9,2761,7,1040,13
目黒区／1000m2未満,785,2,521,9,350,11,243,12,1135,3,764,10
目黒区／2000m2未満,232,1,315,5,151,5,208,10,383,1,524,7
目黒区／5000m2未満,75,0,231,4,71,2,222,11,146,0,453,6
目黒区／10000m2未満,11,0,75,1,23,1,149,7,34,0,224,3
目黒区／10000m2以上,8,0,170,3,24,1,708,35,32,0,878,11
目黒区／計,36859,100,6020,100,3138,100,2009,100,39997,100,8029,100
大田区／50m2未満,12162,13,476,3,396,6,11,0,12558,13,487,2
大田区／100m2未満,36602,40,2633,17,852,12,67,1,37454,38,2699,12
大田区／150m2未満,17204,19,2079,13,964,14,120,2,18168,18,2199,10
大田区／200m2未満,9296,10,1605,10,713,10,124,2,10009,10,1730,8
大田区／300m2未満,7702,8,1868,12,916,13,224,3,8618,9,2093,9
大田区／500m2未満,5225,6,1971,13,1104,16,424,6,6329,6,2396,11
大田区／1000m2未満,2526,3,1709,11,976,14,695,10,3502,4,2404,11
大田区／2000m2未満,891,1,1197,8,556,8,777,11,1447,1,1974,9
大田区／5000m2未満,390,0,1169,8,364,5,1116,16,754,1,2285,10
大田区／10000m2未満,80,0,525,3,113,2,772,11,193,0,1297,6
大田区／10000m2以上,19,0,291,2,94,1,2603,38,113,0,2893,13
大田区／計,92097,100,15523,100,7048,100,6934,100,99145,100,22457,100
世田谷区／50m2未満,8866,7,311,1,420,6,10,0,9286,7,321,1
世田谷区／100m2未満,43077,32,3301,13,887,13,69,1,43964,31,3370,11
世田谷区／150m2未満,35186,26,4218,17,1031,15,128,2,36217,26,4346,14
世田谷区／200m2未満,17151,13,2966,12,905,13,157,3,18056,13,3123,10
世田谷区／300m2未満,14860,11,3585,14,1079,15,263,4,15939,11,3847,12
世田谷区／500m2未満,9042,7,3385,13,1111,16,428,7,10153,7,3813,12
世田谷区／1000m2未満,3535,3,2363,9,839,12,582,10,4374,3,2945,9
世田谷区／2000m2未満,1298,1,1775,7,372,5,517,9,1670,1,2291,7
世田谷区／5000m2未満,730,1,2157,9,209,3,644,11,939,1,2801,9
世田谷区／10000m2未満,130,0,851,3,77,1,538,9,207,0,1389,4
世田谷区／10000m2以上,20,0,270,1,75,1,2647,44,95,0,2917,9
世田谷区／計,133895,100,25180,100,7005,100,5983,100,140900,100,31163,100
渋谷区／50m2未満,3172,13,117,3,365,8,10,0,3537,12,127,2
渋谷区／100m2未満,8362,35,601,16,788,16,60,2,9150,32,661,10
渋谷区／150m2未満,4498,19,551,15,731,15,91,3,5229,18,642,10
渋谷区／200m2未満,2799,12,483,13,575,12,100,3,3374,12,583,9
渋谷区／300m2未満,2509,11,608,16,655,13,163,6,3164,11,770,12
渋谷区／500m2未満,1691,7,628,17,743,15,283,10,2434,8,911,14
渋谷区／1000m2未満,608,3,407,11,553,11,384,13,1161,4,791,12
渋谷区／2000m2未満,121,1,167,4,232,5,320,11,353,1,487,7
渋谷区／5000m2未満,41,0,113,3,146,3,451,16,187,1,564,8
渋谷区／10000m2未満,6,0,39,1,43,1,288,10,49,0,327,5
渋谷区／10000m2以上,3,0,44,1,27,1,749,26,30,0,793,12
渋谷区／計,23810,100,3758,100,4858,100,2899,100,28668,100,6657,100
中野区／50m2未満,5572,12,202,3,339,10,10,1,5911,11,212,2
中野区／100m2未満,18727,39,1385,19,670,19,51,3,19397,38,1436,16
中野区／150m2未満,10168,21,1233,17,609,17,75,4,10777,21,1307,14
中野区／200m2未満,5383,11,930,13,446,13,78,5,5829,11,1008,11
中野区／300m2未満,4332,9,1045,14,473,13,116,7,4805,9,1161,13
中野区／500m2未満,2495,5,929,13,456,13,176,11,2951,6,1105,12
中野区／1000m2未満,915,2,609,8,324,9,219,13,1239,2,828,9
中野区／2000m2未満,279,1,383,5,133,4,182,11,412,1,565,6
中野区／5000m2未満,166,0,501,7,62,2,188,11,228,0,689,8
中野区／10000m2未満,26,0,176,2,28,1,198,12,54,0,375,4
中野区／10000m2以上,2,0,22,0,15,0,369,22,17,0,392,4
中野区／計,48065,100,7415,100,3555,100,1663,100,51620,100,9078,100
杉並区／50m2未満,6505,7,222,1,327,7,8,0,6832,7,231,1
杉並区／100m2未満,31166,33,2420,14,709,15,55,2,31875,32,2475,12
杉並区／150m2未満,25673,27,3072,18,719,16,90,3,26392,26,3162,16
杉並区／200m2未満,12393,13,2146,13,601,13,104,4,12994,13,2250,11
杉並区／300m2未満,10539,11,2546,15,658,14,162,6,11197,11,2708,14
杉並区／500m2未満,6084,6,2271,13,676,15,257,9,6760,7,2528,13
杉並区／1000m2未満,2247,2,1505,9,497,11,343,12,2744,3,1848,9
杉並区／2000m2未満,716,1,991,6,236,5,324,11,952,1,1316,7
杉並区／5000m2未満,350,0,1048,6,126,3,389,14,476,0,1437,7
杉並区／10000m2未満,100,0,660,4,39,1,275,10,139,0,935,5
杉並区／10000m2以上,18,0,276,2,39,1,816,29,57,0,1092,5
杉並区／計,95791,100,17158,100,4627,100,2823,100,100418,100,19981,100
豊島区／50m2未満,5571,16,208,4,343,9,10,1,5914,15,217,3
豊島区／100m2未満,14210,40,1019,20,742,19,57,3,14952,38,1075,15
豊島区／150m2未満,6583,19,801,16,693,18,86,5,7276,19,886,13
豊島区／200m2未満,3526,10,608,12,475,12,83,5,4001,10,691,10
豊島区／300m2未満,2771,8,671,13,541,14,133,7,3312,8,804,12
豊島区／500m2未満,1668,5,626,12,453,12,172,9,2121,5,798,11
豊島区／1000m2未満,752,2,513,10,356,9,246,14,1108,3,760,11
豊島区／2000m2未満,217,1,291,6,154,4,213,12,371,1,504,7
豊島区／5000m2未満,88,0,264,5,74,2,223,12,162,0,487,7
豊島区／10000m2未満,10,0,59,1,18,0,131,7,28,0,190,3
豊島区／10000m2以上,5,0,81,2,25,1,470,26,30,0,550,8
豊島区／計,35401,100,5140,100,3874,100,1822,100,39275,100,6962,100
北区／50m2未満,7252,18,276,5,310,11,9,0,7562,17,285,3
北区／100m2未満,17797,44,1265,22,542,19,41,1,18339,42,1306,15
北区／150m2未満,6913,17,837,14,430,15,53,2,7343,17,890,10
北区／200m2未満,3309,8,570,10,304,10,52,2,3613,8,622,7
北区／300m2未満,2497,6,602,10,368,13,90,3,2865,7,692,8
北区／500m2未満,1566,4,589,10,332,11,128,5,1898,4,718,8
北区／1000m2未満,829,2,567,10,292,10,206,8,1121,3,773,9
北区／2000m2未満,326,1,448,8,155,5,214,8,481,1,662,8
北区／5000m2未満,141,0,415,7,88,3,270,10,229,1,685,8
北区／10000m2未満,32,0,213,4,43,1,311,11,75,0,524,6
北区／10000m2以上,5,0,86,1,50,2,1363,50,55,0,1449,17
北区／計,40667,100,5869,100,2914,100,2736,100,43581,100,8605,100
荒川区／50m2未満,6051,24,223,7,255,11,7,1,6306,23,230,5
荒川区／100m2未満,10334,42,724,21,415,18,32,2,10749,40,755,16
荒川区／150m2未満,3578,14,432,13,329,15,40,3,3907,14,472,10
荒川区／200m2未満,1726,7,297,9,263,12,45,3,1989,7,342,7
荒川区／300m2未満,1386,6,333,10,280,12,69,5,1666,6,402,9
荒川区／500m2未満,880,4,334,10,270,12,104,8,1150,4,437,9
荒川区／1000m2未満,533,2,361,11,244,11,172,13,777,3,532,11
荒川区／2000m2未満,207,1,282,8,115,5,156,12,322,1,438,9
荒川区／5000m2未満,68,0,197,6,56,2,178,14,124,0,375,8
荒川区／10000m2未満,27,0,188,6,19,1,145,11,46,0,332,7
荒川区／10000m2以上,2,0,26,1,13,1,357,27,15,0,384,8
荒川区／計,24792,100,3396,100,2259,100,1305,100,27051,100,4701,100
板橋区／50m2未満,6818,10,249,2,311,7,8,0,7129,10,257,2
板橋区／100m2未満,29715,46,2154,19,627,14,48,1,30342,44,2202,14
板橋区／150m2未満,12707,20,1522,13,579,13,72,2,13286,19,1593,10
板橋区／200m2未満,5412,8,933,8,463,11,80,2,5875,8,1013,6
板橋区／300m2未満,4613,7,1112,10,571,13,140,3,5184,7,1251,8
板橋区／500m2未満,2728,4,1032,9,603,14,231,5,3331,5,1263,8
板橋区／1000m2未満,1603,2,1098,10,564,13,403,9,2167,3,1501,10
板橋区／2000m2未満,778,1,1081,9,322,7,458,10,1100,2,1538,10
板橋区／5000m2未満,449,1,1349,12,202,5,618,14,651,1,1966,12
板橋区／10000m2未満,97,0,628,6,63,1,409,9,160,0,1036,7
板橋区／10000m2以上,16,0,241,2,64,1,1904,44,80,0,2144,14
板橋区／計,64936,100,11397,100,4369,100,4369,100,69305,100,15766,100
練馬区／50m2未満,6243,5,197,1,355,8,8,0,6598,5,205,1
練馬区／100m2未満,40869,33,3219,14,673,15,52,2,41542,32,3272,12
練馬区／150m2未満,43399,35,5068,22,719,16,89,3,44118,34,5157,19
練馬区／200m2未満,12683,10,2184,9,514,12,89,3,13197,10,2273,9
練馬区／300m2未満,10187,8,2443,10,569,13,138,4,10756,8,2581,10
練馬区／500m2未満,5422,4,2029,9,570,13,220,7,5992,5,2249,8
練馬区／1000m2未満,2546,2,1753,8,522,12,364,12,3068,2,2117,8
練馬区／2000m2未満,1213,1,1686,7,284,6,394,13,1497,1,2080,8
練馬区／5000m2未満,944,1,2934,13,165,4,475,15,1109,1,3409,13
練馬区／10000m2未満,211,0,1400,6,48,1,324,10,259,0,1724,7
練馬区／10000m2以上,35,0,416,2,34,1,996,32,69,0,1412,5
練馬区／計,123752,100,23330,100,4453,100,3148,100,128205,100,26478,100
足立区／50m2未満,10733,10,369,2,412,7,9,0,11145,10,378,1
足立区／100m2未満,46530,44,3510,17,655,12,49,1,47185,43,3559,14
足立区／150m2未満,22650,22,2658,13,740,13,92,2,23390,21,2750,11
足立区／200m2未満,8093,8,1392,7,591,11,103,2,8684,8,1495,6
足立区／300m2未満,6502,6,1574,8,650,12,160,3,7152,6,1734,7
足立区／500m2未満,4536,4,1723,9,817,15,317,6,5353,5,2040,8
足立区／1000m2未満,3096,3,2133,11,784,14,555,10,3880,4,2689,11
足立区／2000m2未満,1467,1,2045,10,499,9,698,13,1966,2,2743,11
足立区／5000m2未満,1024,1,3139,16,263,5,788,15,1287,1,3927,15
足立区／10000m2未満,204,0,1316,7,80,1,558,10,284,0,1874,7
足立区／10000m2以上,20,0,271,1,65,1,2083,38,85,0,2355,9
足立区／計,104855,100,20132,100,5556,100,5412,100,110411,100,25544,100
葛飾区／50m2未満,9962,13,369,3,355,9,10,0,10317,13,379,2
葛飾区／100m2未満,35159,48,2578,21,640,16,49,2,35799,46,2626,17
葛飾区／150m2未満,12908,17,1535,12,520,13,65,2,13428,17,1599,10
葛飾区／200m2未満,5429,7,936,7,449,11,78,3,5878,8,1014,7
葛飾区／300m2未満,4356,6,1050,8,472,12,117,4,4828,6,1167,8
葛飾区／500m2未満,2898,4,1106,9,517,13,200,7,3415,4,1305,8
葛飾区／1000m2未満,1746,2,1193,10,502,13,347,12,2248,3,1540,10
葛飾区／2000m2未満,811,1,1129,9,258,7,359,13,1069,1,1488,10
葛飾区／5000m2未満,509,1,1544,12,155,4,479,17,664,1,2023,13
葛飾区／10000m2未満,107,0,706,6,43,1,293,10,150,0,999,6
葛飾区／10000m2以上,26,0,376,3,27,1,856,30,53,0,1233,8
葛飾区／計,73911,100,12522,100,3938,100,2853,100,77849,100,15375,100
江戸川区／50m2未満,17054,17,652,4,381,8,11,0,17435,17,663,3
江戸川区／100m2未満,45419,46,3344,20,620,13,47,1,46039,45,3391,16
江戸川区／150m2未満,14972,15,1778,11,599,12,74,2,15571,15,1852,9
江戸川区／200m2未満,6056,6,1045,6,476,10,83,2,6532,6,1128,5
江戸川区／300m2未満,5106,5,1240,7,633,13,157,3,5739,6,1397,6
江戸川区／500m2未満,4074,4,1551,9,747,15,290,6,4821,5,1840,9
江戸川区／1000m2未満,2802,3,1939,11,754,15,535,11,3556,3,2473,11
江戸川区／2000m2未満,1309,1,1805,11,401,8,569,12,1710,2,2375,11
江戸川区／5000m2未満,780,1,2321,14,206,4,605,13,986,1,2926,14
江戸川区／10000m2未満,116,0,784,5,63,1,428,9,179,0,1211,6
江戸川区／10000m2以上,25,0,410,2,43,1,1972,41,68,0,2382,11
江戸川区／計,97713,100,16869,100,4923,100,4770,100,102636,100,21639,100
区部計／50m2未満,151402,13,5554,3,8128,8,230,0,159530,12,5784,2
区部計／100m2未満,476719,40,35228,18,16242,16,1238,2,492961,38,36466,13
区部計／150m2未満,259192,22,30971,15,15086,15,1866,2,274278,21,32837,12
区部計／200m2未満,115308,10,19897,10,11373,11,1975,2,126681,10,21871,8
区部計／300m2未満,95185,8,22977,11,13369,13,3281,4,108554,8,26258,9
区部計／500m2未満,59329,5,22305,11,13963,14,5362,7,73292,6,27668,10
区部計／1000m2未満,28164,2,19093,10,11535,11,8065,10,39699,3,27158,10
区部計／2000m2未満,10786,1,14838,7,5980,6,8342,10,16766,1,23180,8
区部計／5000m2未満,6050,1,18224,9,3458,3,10535,13,9508,1,28759,10
区部計／10000m2未満,1219,0,8024,4,1200,1,8305,10,2419,0,16329,6
区部計／10000m2以上,217,0,3160,2,1027,1,31372,39,1244,0,34533,12
区部計／計,1203571,100,200272,100,101361,100,80571,100,1304932,100,280844,100
