区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
武蔵野市／2000m2未満,334,1,468,9,77,7,111,8,411,2,579,9
武蔵野市／5000m2未満,185,1,556,10,47,4,139,10,232,1,695,10
武蔵野市／10000m2未満,41,0,290,5,18,2,128,9,59,0,418,6
武蔵野市／10000m2以上,15,0,209,4,20,2,745,54,35,0,954,14
武蔵野市／計,22314,100,5398,100,1083,100,1383,100,23397,100,6781,100
三鷹市／100m2未満,7889,24,567,6,162,15,10,1,8051,24,576,6
三鷹市／200m2未満,18087,55,2335,27,271,24,40,3,18358,54,2375,23
三鷹市／300m2未満,3018,9,724,8,145,13,36,2,3163,9,760,7
三鷹市／500m2未満,1717,5,650,7,158,14,62,4,1875,6,712,7
三鷹市／1000m2未満,1041,3,729,8,168,15,118,8,1209,4,847,8
三鷹市／2000m2未満,551,2,773,9,84,8,116,7,635,2,888,9
三鷹市／5000m2未満,444,1,1362,16,78,7,251,16,522,2,1613,16
三鷹市／10000m2未満,159,0,1067,12,23,2,152,10,182,1,1219,12
三鷹市／10000m2以上,34,0,542,6,20,2,769,50,54,0,1312,13
三鷹市／計,32940,100,8748,100,1109,100,1553,100,34049,100,10302,100
青梅市／100m2未満,3776,10,265,1,123,9,5,0,3899,10,270,0
青梅市／200m2未満,17836,49,2503,6,201,15,30,0,18037,48,2533,4
青梅市／300m2未満,4580,13,1110,3,107,8,26,0,4687,12,1136,2
青梅市／500m2未満,3497,10,1334,3,159,12,62,0,3656,10,1396,2
青梅市／1000m2未満,2646,7,1847,4,215,16,152,1,2861,8,1999,3
青梅市／2000m2未満,1590,4,2225,5,166,12,238,1,1756,5,2463,4
青梅市／5000m2未満,1218,3,3856,9,127,9,418,2,1345,4,4274,7
青梅市／10000m2未満,586,2,4092,10,73,5,517,3,659,2,4609,8
青梅市／10000m2以上,729,2,23989,58,172,13,17705,92,901,2,41694,69
青梅市／計,36458,100,41221,100,1343,100,19154,100,37801,100,60375,100
府中市／100m2未満,13059,29,875,8,333,22,14,0,13392,28,889,6
府中市／200m2未満,22765,50,2960,27,312,20,46,1,23077,49,3005,20
府中市／300m2未満,4416,10,1049,9,168,11,41,1,4584,10,1090,7
府中市／500m2未満,2271,5,857,8,213,14,83,2,2484,5,940,6
府中市／1000m2未満,1552,3,1092,10,218,14,155,4,1770,4,1247,8
府中市／2000m2未満,864,2,1213,11,116,8,165,4,980,2,1379,9
府中市／5000m2未満,621,1,1884,17,100,6,290,7,721,2,2174,14
府中市／10000m2未満,108,0,705,6,35,2,245,6,143,0,949,6
府中市／10000m2以上,24,0,463,4,47,3,3005,74,71,0,3468,23
府中市／計,45680,100,11098,100,1542,100,4044,100,47222,100,15142,100
昭島市／100m2未満,3914,18,279,5,157,18,6,0,4071,18,285,3
昭島市／200m2未満,12068,57,1583,27,129,15,19,1,12197,55,1602,18
昭島市／300m2未満,2156,10,520,9,94,11,23,1,2250,10,543,6
昭島市／500m2未満,1439,7,541,9,119,14,47,1,1558,7,587,6
昭島市／1000m2未満,878,4,614,10,134,15,95,3,1012,5,710,8
昭島市／2000m2未満,451,2,631,11,95,11,138,4,546,2,769,8
昭島市／5000m2未満,275,1,835,14,63,7,190,6,338,2,1025,11
昭島市／10000m2未満,76,0,494,8,27,3,190,6,103,0,684,8
昭島市／10000m2以上,17,0,354,6,55,6,2538,78,72,0,2892,32
昭島市／計,21274,100,5851,100,873,100,3247,100,22147,100,9098,100
調布市／100m2未満,11567,30,1239,13,309,23,90,4,11876,30,1329,11
調布市／200m2未満,19606,52,3007,30,391,29,178,9,19997,51,3186,27
調布市／300m2未満,3302,9,1184,12,183,13,108,5,3485,9,1292,11
調布市／500m2未満,1665,4,1254,13,177,13,169,8,1842,5,1423,12
調布市／1000m2未満,1180,3,1457,15,145,11,248,12,1325,3,1705,14
調布市／2000m2未満,530,1,895,9,99,7,268,13,629,2,1163,10
調布市／5000m2未満,117,0,372,4,36,3,279,13,153,0,650,5
調布市／10000m2未満,31,0,220,2,8,1,163,8,39,0,383,3
調布市／10000m2以上,13,0,254,3,20,1,578,28,33,0,832,7
調布市／計,38011,100,9882,100,1368,100,2081,100,39379,100,11963,100
町田市／100m2未満,8712,9,569,2,544,18,19,0,9256,9,588,1
町田市／200m2未満,61520,61,8989,26,567,18,86,1,62087,59,9075,22
町田市／300m2未満,15710,15,3681,11,360,12,87,1,16070,15,3769,9
町田市／500m2未満,6669,7,2494,7,382,12,149,2,7051,7,2643,6
町田市／1000m2未満,4117,4,2887,8,444,14,322,4,4561,4,3210,8
町田市／2000m2未満,2499,2,3502,10,338,11,473,6,2837,3,3975,9
町田市／5000m2未満,1720,2,5285,15,244,8,744,10,1964,2,6030,14
町田市／10000m2未満,493,0,3313,10,92,3,634,8,585,1,3948,9
町田市／10000m2以上,186,0,3564,10,96,3,5064,67,282,0,8628,21
町田市／計,101626,100,34286,100,3067,100,7580,100,104693,100,41865,100
小金井市／100m2未満,5368,22,391,7,113,16,6,1,5481,22,397,6
小金井市／200m2未満,13367,55,1740,30,154,21,22,2,13521,54,1762,26
小金井市／300m2未満,2746,11,663,11,106,15,26,3,2852,11,689,10
小金井市／500m2未満,1479,6,551,10,117,16,46,5,1596,6,597,9
小金井市／1000m2未満,749,3,514,9,112,16,79,9,861,3,593,9
小金井市／2000m2未満,346,1,480,8,52,7,74,8,398,2,553,8
小金井市／5000m2未満,286,1,878,15,35,5,99,11,321,1,978,15
小金井市／10000m2未満,60,0,379,7,21,3,147,17,81,0,527,8
小金井市／10000m2以上,11,0,168,3,12,2,393,44,23,0,561,8
小金井市／計,24412,100,5765,100,722,100,892,100,25134,100,6657,100
小平市／100m2未満,15346,31,1138,11,482,27,60,2,15828,31,1198,9
小平市／200m2未満,25964,53,3549,34,478,27,175,7,26442,52,3724,28
小平市／300m2未満,3783,8,1049,10,227,13,121,5,4010,8,1170,9
小平市／500m2未満,2153,4,1088,10,246,14,207,8,2399,5,1295,10
小平市／1000m2未満,1333,3,1399,13,154,9,454,17,1487,3,1853,14
小平市／2000m2未満,647,1,1202,12,82,5,487,18,729,1,1689,13
小平市／5000m2未満,190,0,692,7,52,3,445,17,242,0,1138,9
小平市／10000m2未満,19,0,143,1,22,1,233,9,41,0,375,3
小平市／10000m2以上,11,0,184,2,17,1,473,18,28,0,657,5
小平市／計,49446,100,10444,100,1760,100,2654,100,51206,100,13098,100
日野市／100m2未満,6336,15,463,4,192,16,8,0,6528,15,471,3
日野市／200m2未満,23561,57,3248,29,242,20,36,1,23803,56,3284,23
日野市／300m2未満,6150,15,1454,13,159,13,38,1,6309,15,1492,10
日野市／500m2未満,2580,6,965,9,177,15,67,2,2757,6,1033,7
日野市／1000m2未満,1575,4,1101,10,167,14,116,4,1742,4,1218,8
日野市／2000m2未満,855,2,1204,11,112,9,152,5,967,2,1356,9
日野市／5000m2未満,507,1,1505,14,74,6,228,7,581,1,1733,12
日野市／10000m2未満,88,0,586,5,31,3,224,7,119,0,811,6
日野市／10000m2以上,31,0,576,5,36,3,2421,74,67,0,2996,21
日野市／計,41683,100,11103,100,1190,100,3291,100,42873,100,14394,100
東村山市／100m2未満,7622,23,559,7,176,19,10,1,7798,22,569,6
東村山市／200m2未満,19462,58,2494,29,224,24,32,2,19686,57,2526,26
東村山市／300m2未満,3145,9,742,9,108,12,27,2,3253,9,769,8
東村山市／500m2未満,1450,4,549,6,113,12,44,3,1563,5,593,6
東村山市／1000m2未満,906,3,640,7,131,14,92,7,1037,3,732,7
東村山市／2000m2未満,588,2,823,10,72,8,96,7,660,2,918,9
東村山市／5000m2未満,468,1,1439,17,60,7,176,13,528,2,1614,16
東村山市／10000m2未満,126,0,844,10,17,2,111,8,143,0,955,10
東村山市／10000m2以上,31,0,445,5,19,2,784,57,50,0,1229,12
東村山市／計,33798,100,8534,100,920,100,1372,100,34718,100,9906,100
国分寺市／100m2未満,6150,22,452,7,150,15,9,1,6300,22,461,6
国分寺市／200m2未満,16043,58,2129,32,233,23,34,3,16276,57,2164,27
国分寺市／300m2未満,2655,10,640,10,120,12,29,2,2775,10,670,8
国分寺市／500m2未満,1366,5,509,8,147,15,58,4,1513,5,567,7
国分寺市／1000m2未満,622,2,424,6,155,15,108,8,777,3,532,7
国分寺市／2000m2未満,344,1,486,7,107,11,148,11,451,2,633,8
国分寺市／5000m2未満,305,1,976,15,58,6,171,13,363,1,1147,14
国分寺市／10000m2未満,83,0,566,8,17,2,114,9,100,0,680,8
国分寺市／10000m2以上,40,0,532,8,20,2,669,50,60,0,1201,15
国分寺市／計,27608,100,6715,100,1007,100,1340,100,28615,100,8055,100
国立市／100m2未満,2872,21,205,5,120,18,7,1,2992,21,212,4
国立市／200m2未満,6784,50,901,23,129,20,19,2,6913,49,920,19
国立市／300m2未満,1565,12,378,10,79,12,20,2,1644,12,398,8
国立市／500m2未満,1191,9,447,11,103,16,40,5,1294,9,487,10
国立市／1000m2未満,634,5,440,11,118,18,86,10,752,5,526,11
国立市／2000m2未満,247,2,344,9,61,9,87,10,308,2,431,9
国立市／5000m2未満,153,1,468,12,32,5,91,11,185,1,560,12
国立市／10000m2未満,61,0,440,11,8,1,57,7,69,0,498,10
国立市／10000m2以上,22,0,302,8,9,1,436,52,31,0,738,15
国立市／計,13529,100,3926,100,659,100,844,100,14188,100,4770,100
福生市／100m2未満,2061,19,151,5,56,13,3,0,2117,19,153,4
福生市／200m2未満,5672,52,755,23,74,17,11,2,5746,51,766,20
福生市／300m2未満,1241,11,298,9,41,10,10,1,1282,11,308,8
福生市／500m2未満,846,8,319,10,81,19,32,5,927,8,351,9
福生市／1000m2未満,539,5,377,12,69,16,47,7,608,5,423,11
福生市／2000m2未満,296,3,412,13,62,14,87,13,358,3,499,13
福生市／5000m2未満,151,1,451,14,32,7,92,14,183,2,542,14
福生市／10000m2未満,25,0,150,5,6,1,40,6,31,0,190,5
福生市／10000m2以上,13,0,330,10,8,2,339,51,21,0,668,17
福生市／計,10844,100,3242,100,429,100,660,100,11273,100,3902,100
狛江市／100m2未満,6591,36,492,14,218,32,18,4,6809,36,510,13
狛江市／200m2未満,8613,47,1247,35,205,30,47,11,8818,47,1293,32
狛江市／300m2未満,1708,9,470,13,78,12,22,5,1786,9,492,12
狛江市／500m2未満,745,4,421,12,84,12,47,11,829,4,468,12
狛江市／1000m2未満,389,2,424,12,47,7,57,14,436,2,481,12
狛江市／2000m2未満,169,1,274,8,25,4,53,13,194,1,327,8
狛江市／5000m2未満,34,0,101,3,11,2,59,14,45,0,160,4
狛江市／10000m2未満,6,0,43,1,3,0,25,6,9,0,68,2
狛江市／10000m2以上,5,0,95,3,5,1,90,22,10,0,185,5
狛江市／計,18260,100,3567,100,676,100,417,100,18936,100,3985,100
東大和市／100m2未満,3337,18,246,5,96,18,5,1,3433,18,251,4
東大和市／200m2未満,10035,54,1300,25,87,17,13,2,10122,53,1313,22
東大和市／300m2未満,2401,13,570,11,54,10,13,2,2455,13,583,10
東大和市／500m2未満,1178,6,448,9,77,15,29,4,1255,7,477,8
東大和市／1000m2未満,771,4,531,10,88,17,62,8,859,5,594,10
東大和市／2000m2未満,433,2,612,12,64,12,89,11,497,3,701,12
東大和市／5000m2未満,298,2,886,17,40,8,128,16,338,2,1013,17
東大和市／10000m2未満,71,0,466,9,7,1,55,7,78,0,520,9
東大和市／10000m2以上,10,0,173,3,9,2,426,52,19,0,599,10
東大和市／計,18534,100,5232,100,522,100,820,100,19056,100,6052,100
清瀬市／100m2未満,2469,17,176,3,65,19,3,0,2534,17,180,3
清瀬市／200m2未満,9692,66,1221,24,67,20,10,1,9759,65,1231,21
清瀬市／300m2未満,1093,7,260,5,46,14,11,1,1139,8,271,5
清瀬市／500m2未満,556,4,211,4,40,12,15,2,596,4,226,4
清瀬市／1000m2未満,316,2,221,4,35,10,26,3,351,2,247,4
清瀬市／2000m2未満,203,1,287,6,38,11,54,7,241,2,341,6
清瀬市／5000m2未満,173,1,545,11,21,6,65,8,194,1,611,10
清瀬市／10000m2未満,120,1,861,17,11,3,78,10,131,1,938,16
清瀬市／10000m2以上,87,1,1303,26,12,4,552,68,99,1,1854,31
清瀬市／計,14709,100,5085,100,335,100,814,100,15044,100,5899,100
東久留米市／100m2未満,16235,43,1018,14,385,35,42,3,16620,43,1061,13
東久留米市／200m2未満,16568,44,2231,31,284,26,96,8,16852,43,2327,28
東久留米市／300m2未満,2449,6,687,10,125,11,51,4,2574,7,737,9
東久留米市／500m2未満,1213,3,716,10,107,10,69,5,1320,3,785,9
東久留米市／1000m2未満,817,2,1161,16,108,10,124,10,925,2,1285,15
東久留米市／2000m2未満,388,1,979,14,50,5,116,9,438,1,1095,13
東久留米市／5000m2未満,98,0,348,5,27,2,162,13,125,0,510,6
東久留米市／10000m2未満,2,0,20,0,10,1,140,11,12,0,160,2
東久留米市／10000m2以上,0,0,0,0,10,1,471,37,10,0,471,6
東久留米市／計,37770,100,7160,100,1106,100,1271,100,38876,100,8431,100
武蔵村山市／100m2未満,2759,14,209,3,83,14,3,0,2842,14,212,2
武蔵村山市／200m2未満,12339,62,1591,22,106,18,15,1,12445,61,1606,18
武蔵村山市／300m2未満,1747,9,412,6,59,10,15,1,1806,9,426,5
武蔵村山市／500m2未満,1083,5,412,6,64,11,25,2,1147,6,437,5
武蔵村山市／1000m2未満,822,4,605,8,105,18,76,5,927,5,680,8
武蔵村山市／2000m2未満,512,3,733,10,78,13,112,7,590,3,845,10
武蔵村山市／5000m2未満,397,2,1252,17,64,11,195,12,461,2,1447,16
武蔵村山市／10000m2未満,146,1,998,14,21,4,139,8,167,1,1137,13
武蔵村山市／10000m2以上,65,0,977,14,19,3,1083,65,84,0,2060,23
武蔵村山市／計,19870,100,7189,100,599,100,1662,100,20469,100,8851,100
多摩市／100m2未満,17173,42,804,12,247,27,9,0,17420,42,813,8
多摩市／200m2未満,16380,40,2248,33,145,16,22,1,16525,40,2269,22
多摩市／300m2未満,4340,11,1016,15,90,10,22,1,4430,11,1038,10
多摩市／500m2未満,1551,4,573,9,99,11,38,1,1650,4,611,6
多摩市／1000m2未満,808,2,568,8,116,13,82,2,924,2,650,6
多摩市／2000m2未満,410,1,574,9,75,8,112,3,485,1,686,7
多摩市／5000m2未満,211,1,625,9,58,6,183,5,269,1,809,8
多摩市／10000m2未満,33,0,205,3,35,4,255,7,68,0,460,5
多摩市／10000m2以上,8,0,104,2,37,4,2724,79,45,0,2827,28
多摩市／計,40914,100,6716,100,902,100,3447,100,41816,100,10163,100
稲城市／100m2未満,2630,18,182,3,65,12,3,0,2695,18,185,2
稲城市／200m2未満,7759,53,1104,19,94,18,14,0,7853,52,1118,12
稲城市／300m2未満,1718,12,402,7,67,13,16,0,1785,12,419,4
稲城市／500m2未満,855,6,324,5,83,16,32,1,938,6,356,4
稲城市／1000m2未満,656,4,464,8,67,13,45,1,723,5,510,5
稲城市／2000m2未満,535,4,757,13,46,9,69,2,581,4,826,9
稲城市／5000m2未満,381,3,1165,20,42,8,127,4,423,3,1292,14
稲城市／10000m2未満,102,1,708,12,19,4,135,4,121,1,843,9
稲城市／10000m2以上,41,0,799,14,41,8,3004,87,82,1,3803,41
稲城市／計,14677,100,5906,100,524,100,3445,100,15201,100,9350,100
羽村市／100m2未満,2041,16,155,4,31,7,1,0,2072,16,157,3
羽村市／200m2未満,7176,56,973,24,64,15,10,1,7240,54,983,16
羽村市／300m2未満,1446,11,348,8,43,10,11,1,1489,11,359,6
羽村市／500m2未満,1029,8,388,9,61,14,23,1,1090,8,411,7
羽村市／1000m2未満,627,5,445,11,84,20,61,3,711,5,506,8
羽村市／2000m2未満,335,3,467,11,45,11,65,3,380,3,532,9
羽村市／5000m2未満,191,1,593,14,49,12,159,8,240,2,752,12
羽村市／10000m2未満,54,0,378,9,22,5,158,8,76,1,536,9
羽村市／10000m2以上,25,0,379,9,25,6,1461,75,50,0,1839,30
羽村市／計,12924,100,4126,100,424,100,1949,100,13348,100,6075,100
あきる野市／100m2未満,2165,8,138,0,84,11,3,0,2249,8,142,0
あきる野市／200m2未満,14286,51,2030,7,132,17,19,0,14418,50,2049,5
あきる野市／300m2未満,3666,13,884,3,75,10,18,0,3741,13,903,2
あきる野市／500m2未満,2656,10,1007,3,105,14,41,1,2761,10,1047,3
あきる野市／1000m2未満,1969,7,1391,4,121,16,88,1,2090,7,1479,4
あきる野市／2000m2未満,1249,4,1764,6,84,11,120,2,1333,5,1884,5
あきる野市／5000m2未満,1012,4,3186,10,74,10,245,4,1086,4,3431,9
あきる野市／10000m2未満,445,2,3143,10,31,4,216,3,476,2,3359,9
あきる野市／10000m2以上,478,2,17388,56,61,8,6033,89,539,2,23420,62
あきる野市／計,27926,100,30931,100,767,100,6783,100,28693,100,37714,100
西東京市／100m2未満,24974,44,1353,15,1527,43,69,5,26501,44,1421,14
西東京市／200m2未満,23824,42,3041,33,985,28,131,10,24809,41,3172,30
西東京市／300m2未満,3470,6,831,9,292,8,71,5,3762,6,902,9
西東京市／500m2未満,2065,4,782,9,283,8,109,8,2348,4,891,9
西東京市／1000m2未満,1484,3,1040,11,281,8,195,15,1765,3,1236,12
西東京市／2000m2未満,705,1,969,11,127,4,176,13,832,1,1145,11
西東京市／5000m2未満,220,0,606,7,35,1,102,8,255,0,708,7
西東京市／10000m2未満,28,0,185,2,17,0,124,9,45,0,309,3
西東京市／10000m2以上,12,0,285,3,18,1,358,27,30,0,643,6
西東京市／計,56782,100,9092,100,3565,100,1336,100,60347,100,10428,100
市部計／100m2未満,199028,22,13602,4,6648,21,447,0,205676,22,14049,3
市部計／200m2未満,486109,53,67064,21,6857,21,1294,1,492966,52,68358,16
市部計／300m2未満,107470,12,26167,8,3617,11,1037,1,111087,12,27204,6
市部計／500m2未満,53438,6,21408,7,4217,13,1892,2,57655,6,23300,5
市部計／1000m2未満,33527,4,25274,8,4322,13,3630,4,37849,4,28904,7
市部計／2000m2未満,18493,2,26775,8,2743,9,4424,4,21236,2,31199,7
市部計／5000m2未満,12249,1,37958,12,1932,6,6520,6,14181,1,44478,10
市部計／10000m2未満,4005,0,27616,9,775,2,5732,6,4780,1,33349,8
市部計／10000m2以上,2864,0,78642,24,1096,3,78144,76,3960,0,156786,37
市部計／計,917183,100,324507,100,32207,100,103119,100,949390,100,427626,100
