区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
八王子市／100m2未満,2786,33,93,2,353,28,9,0,3139,32,102,1
八王子市／200m2未満,1736,21,254,5,174,14,25,0,1910,20,279,2
八王子市／300m2未満,1080,13,265,5,102,8,25,0,1182,12,290,2
八王子市／500m2未満,1057,13,407,8,165,13,65,1,1222,13,472,4
八王子市／1000m2未満,963,11,667,12,186,15,136,2,1149,12,804,7
八王子市／2000m2未満,501,6,708,13,105,8,145,2,606,6,853,7
八王子市／5000m2未満,217,3,645,12,80,6,241,4,297,3,886,7
八王子市／10000m2未満,47,1,308,6,23,2,146,2,70,1,454,4
八王子市／10000m2以上,49,1,2058,38,55,4,5969,88,104,1,8027,66
八王子市／計,8436,100,5405,100,1243,100,6762,100,9679,100,12167,100
立川市／100m2未満,284,84,3,9,81,81,1,0,365,84,4,1
立川市／200m2未満,17,5,2,7,3,3,0,0,20,5,3,1
立川市／300m2未満,16,5,4,12,1,1,0,0,17,4,4,1
立川市／500m2未満,7,2,3,8,3,3,1,0,10,2,4,1
立川市／1000m2未満,7,2,6,16,2,2,2,0,9,2,7,1
立川市／2000m2未満,4,1,5,15,0,0,0,0,4,1,5,1
立川市／5000m2未満,1,0,4,10,2,2,8,2,3,1,12,2
立川市／10000m2未満,1,0,8,23,0,0,0,0,1,0,8,2
立川市／10000m2以上,0,0,0,0,8,8,479,98,8,2,479,91
立川市／計,337,100,35,100,100,100,491,100,437,100,526,100
武蔵野市／100m2未満,130,90,3,11,6,29,0,0,136,82,3,2
武蔵野市／200m2未満,7,5,1,4,1,5,0,0,8,5,1,1
武蔵野市／300m2未満,1,1,0,1,1,5,0,0,2,1,0,0
武蔵野市／500m2未満,0,0,0,0,2,10,1,0,2,1,1,0
武蔵野市／1000m2未満,1,1,1,2,1,5,1,0,2,1,1,1
武蔵野市／2000m2未満,1,1,1,5,1,5,2,1,2,1,3,2
武蔵野市／5000m2未満,3,2,10,37,1,5,3,2,4,2,13,7
武蔵野市／10000m2未満,0,0,0,0,4,19,29,18,4,2,29,15
武蔵野市／10000m2以上,1,1,11,40,4,19,127,78,5,3,138,72
武蔵野市／計,144,100,28,100,21,100,163,100,165,100,190,100
三鷹市／100m2未満,74,69,2,15,8,62,0,0,82,68,2,2
三鷹市／200m2未満,15,14,2,14,0,0,0,0,15,12,2,2
三鷹市／300m2未満,7,6,2,12,0,0,0,0,7,6,2,2
三鷹市／500m2未満,7,6,3,17,1,8,0,0,8,7,3,3
