区分,50m2未満,50m2以上100m2未満,100m2以上150m2未満,150m2以上200m2未満,200m2以上300m2未満,300m2以上500m2未満,500m2以上1000m2未満,1000m2以上2000m2未満,2000m2以上5000m2未満,5000m2以上10000m2未満,10000m2以上,合計
千代田区／件数(件),273,144,68,34,17,11,11,1,0,0,0,559
千代田区／面積(m2),6923,10195,8276,5808,4152,4332,7894,1013,0,0,0,48593
中央区／件数(件),561,236,71,46,21,17,3,1,1,0,0,957
中央区／面積(m2),12427,16872,8512,7769,5040,6181,2032,1580,4211,0,0,64624
港区／件数(件),323,226,120,74,88,43,25,8,1,1,1,910
港区／面積(m2),6062,16037,14604,12815,21081,15708,17805,11857,2368,7246,14988,140571
新宿区／件数(件),490,347,189,108,87,60,30,3,1,0,1,1316
新宿区／面積(m2),8450,25326,23162,18648,21370,22259,20518,4856,2014,0,14449,161052
文京区／件数(件),330,221,107,50,39,34,9,1,0,0,0,791
文京区／面積(m2),7110,15733,13154,8619,9580,12771,5780,1484,0,0,0,74231
台東区／件数(件),491,387,183,75,46,25,7,2,0,0,0,1216
台東区／面積(m2),12733,27289,21974,13055,11019,8979,4297,2455,0,0,0,101801
墨田区／件数(件),458,358,191,95,73,40,17,4,2,1,0,1239
墨田区／面積(m2),9432,25767,23064,16062,17872,15047,11206,5392,5094,6465,0,135401
江東区／件数(件),471,314,141,88,73,61,16,13,8,1,2,1188
江東区／面積(m2),11154,22516,17120,14868,17726,22895,11392,18888,26763,8098,38018,209438
品川区／件数(件),480,369,154,94,87,52,24,7,3,0,1,1271
品川区／面積(m2),10137,25444,18722,16334,20756,19510,17296,9858,8955,0,11089,158101
目黒区／件数(件),342,193,165,88,88,67,13,1,1,0,0,958
目黒区／面積(m2),5064,14119,20241,15347,21020,24910,8443,1084,2966,0,0,113194
大田区／件数(件),896,584,358,169,185,124,77,10,2,1,1,2407
大田区／面積(m2),16122,42397,43723,28800,44230,47511,53078,13034,4917,8483,10151,312446
世田谷区／件数(件),1065,537,396,280,318,187,86,31,6,1,0,2907
世田谷区／面積(m2),17116,40082,47697,48791,77528,71234,59494,39501,14894,5965,0,422302
渋谷区／件数(件),376,217,166,99,65,56,24,6,0,0,0,1009
渋谷区／面積(m2),6600,16027,20401,16825,15760,20148,17005,8460,0,0,0,121226
中野区／件数(件),539,313,212,111,95,52,19,6,1,0,0,1348
中野区／面積(m2),8685,22971,25731,19228,23059,18996,12129,8618,2204,0,0,141621
杉並区／件数(件),924,407,290,204,197,115,45,8,2,0,0,2192
杉並区／面積(m2),13468,30157,35307,35358,47500,43393,29633,10488,4893,0,0,250197
豊島区／件数(件),418,264,167,78,84,41,7,3,0,0,1,1063
豊島区／面積(m2),7127,19726,20545,13484,20457,15388,4910,4068,0,0,10000,115705
北区／件数(件),491,312,159,88,58,46,14,7,2,0,0,1177
北区／面積(m2),9039,22496,19135,14900,13700,16566,8660,8634,4433,0,0,117563
荒川区／件数(件),423,233,126,46,43,32,12,3,0,0,0,918
荒川区／面積(m2),7831,16577,14918,7948,10464,12024,7931,3844,0,0,0,81537
板橋区／件数(件),578,469,238,112,117,88,48,11,1,0,0,1662
板橋区／面積(m2),10024,33946,28750,19229,28320,33800,31276,13298,4629,0,0,203272
練馬区／件数(件),1134,580,402,201,173,110,90,22,12,0,0,2724
練馬区／面積(m2),16003,43101,47668,34650,40804,41966,60591,30784,33764,0,0,349331
足立区／件数(件),1543,722,351,214,146,129,79,17,2,0,0,3203
足立区／面積(m2),20835,51596,42457,36853,35624,50221,55899,23688,7914,0,0,325087
葛飾区／件数(件),989,489,188,114,93,95,57,7,0,0,0,2032
葛飾区／面積(m2),16187,35040,22805,19759,22741,35838,38867,8312,0,0,0,199549
江戸川区／件数(件),1241,559,207,150,115,115,75,11,3,1,0,2477
江戸川区／面積(m2),19235,40107,25053,25606,28178,43397,51423,13438,8210,5687,0,260334
合計／件数(件),14836,8481,4649,2618,2308,1600,788,183,48,6,7,35524
合計／面積(m2),257764,613521,563019,450756,557981,603074,537559,244634,138229,41944,98695,4107176
