摘要,全地目／所有者数（人）,全地目／構成比(%),全地目／面積(千m2),全地目／構成比(%),宅地／所有者数（人）,宅地／構成比(%),宅地／面積(千m2),宅地／構成比(%)
区部／2000m2未満,1266206,98.9,199510,66.7,1266434,98.9,199768,70.8
区部／2000m2以上,14138,1.1,99411,33.3,13479,1.1,82370,29.2
区部／計,1280344,100.0,298921,100.0,1279913,100.0,282138,100.0
市部／2000m2未満,909398,97.5,191031,44.6,870066,98.7,173239,70.9
市部／2000m2以上,23305,2.5,236948,55.4,11445,1.3,71190,29.1
市部／計,932703,100.0,427978,100.0,881511,100.0,244430,100.0
区市計／2000m2未満,2175604,98.3,390540,53.7,2136500,98.8,373007,70.8
区市計／2000m2以上,37443,1.7,336359,46.3,24924,1.2,153560,29.2
区市計／計,2213047,100.0,726900,100.0,2161424,100.0,526568,100.0
