区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
武蔵野市／計,21761,100,5120466,100,1011,100,1192565,100,22772,100,6313031,100
三鷹市／100m2未満,7815,25,563930,8,135,13,8019,1,7950,24,571949,7
三鷹市／200m2未満,17010,54,2210051,30,263,26,38291,3,17273,53,2248342,26
三鷹市／300m2未満,3051,10,731775,10,131,13,32071,2,3182,10,763846,9
三鷹市／500m2未満,1716,5,648204,9,144,14,56875,4,1860,6,705079,8
"三鷹市／1,000m2未満",971,3,682618,9,155,15,107935,8,1126,3,790553,9
"三鷹市／2,000m2未満",465,1,651869,9,84,8,117035,8,549,2,768904,9
"三鷹市／5,000m2未満",341,1,1030939,14,68,7,225009,16,409,1,1255947,15
"三鷹市／10,000m2未満",79,0,515170,7,22,2,146517,11,101,0,661687,8
"三鷹市／10,000m2以上",16,0,222604,3,19,2,656238,47,35,0,878841,10
三鷹市／計,31464,100,7257159,100,1021,100,1387989,100,32485,100,8645148,100
青梅市／100m2未満,3684,11,263210,3,78,8,4163,0,3762,11,267373,2
青梅市／200m2未満,17054,51,2388338,23,146,16,22065,1,17200,50,2410403,19
青梅市／300m2未満,4551,14,1104385,11,88,9,21608,1,4639,14,1125993,9
青梅市／500m2未満,3623,11,1379430,13,146,16,57321,3,3769,11,1436751,11
"青梅市／1,000m2未満",2666,8,1849191,18,174,18,122523,6,2840,8,1971714,16
"青梅市／2,000m2未満",1210,4,1663277,16,129,14,182302,8,1339,4,1845579,15
"青梅市／5,000m2未満",468,1,1346710,13,88,9,295989,14,556,2,1642699,13
"青梅市／10,000m2未満",62,0,408343,4,57,6,401455,19,119,0,809797,6
"青梅市／10,000m2以上",4,0,48453,0,35,4,1038061,48,39,0,1086515,9
青梅市／計,33322,100,10451339,100,941,100,2145486,100,34263,100,12596825,100
府中市／100m2未満,10991,26,804648,8,190,15,11181,0,11181,26,815830,6
府中市／200m2未満,21764,52,2848644,29,269,21,39051,1,22033,51,2887696,22
府中市／300m2未満,4425,11,1049650,11,134,11,32626,1,4559,11,1082276,8
府中市／500m2未満,2197,5,826774,8,200,16,78496,3,2397,6,905270,7
"府中市／1,000m2未満",1425,3,1001575,10,200,16,142533,5,1625,4,1144108,9
"府中市／2,000m2未満",742,2,1030025,10,111,9,156011,5,853,2,1186036,9
"府中市／5,000m2未満",482,1,1450877,15,86,7,251936,8,568,1,1702812,13
"府中市／10,000m2未満",69,0,462831,5,34,3,241691,8,103,0,704522,5
"府中市／10,000m2以上",15,0,348684,4,36,3,2174225,70,51,0,2522909,19
府中市／計,42110,100,9823709,100,1260,100,3127750,100,43370,100,12951459,100
昭島市／100m2未満,3755,18,270757,5,109,14,5040,0,3864,18,275796,4
昭島市／200m2未満,11670,57,1534347,30,131,17,18767,1,11801,56,1553113,20
昭島市／300m2未満,2150,11,518917,10,81,10,20008,1,2231,11,538925,7
昭島市／500m2未満,1394,7,525147,10,115,15,45046,2,1509,7,570193,8
"昭島市／1,000m2未満",802,4,557692,11,129,16,92907,4,931,4,650598,9
"昭島市／2,000m2未満",388,2,541672,10,90,11,125567,5,478,2,667239,9
"昭島市／5,000m2未満",221,1,661766,13,58,7,177135,7,279,1,838900,11
"昭島市／10,000m2未満",45,0,277249,5,26,3,183459,8,71,0,460708,6
"昭島市／10,000m2以上",14,0,310227,6,45,6,1711142,72,59,0,2021369,27
昭島市／計,20439,100,5197773,100,784,100,2379069,100,21223,100,7576842,100
調布市／100m2未満,9580,26,699527,8,207,16,13011,1,9787,26,712539,7
調布市／200m2未満,18908,52,2458919,29,290,23,42865,2,19198,51,2501784,24
調布市／300m2未満,3651,10,872905,10,156,12,38116,2,3807,10,911021,9
調布市／500m2未満,1835,5,686962,8,175,14,67464,4,2010,5,754426,7
"調布市／1,000m2未満",1141,3,790312,9,166,13,117598,6,1307,3,907910,9
"調布市／2,000m2未満",675,2,945336,11,138,11,193050,11,813,2,1138386,11
"調布市／5,000m2未満",404,1,1174668,14,79,6,240721,13,483,1,1415389,14
"調布市／10,000m2未満",60,0,382918,5,23,2,158721,9,83,0,541638,5
"調布市／10,000m2以上",19,0,387703,5,28,2,947000,52,47,0,1334703,13
調布市／計,36273,100,8399249,100,1262,100,1818547,100,37535,100,10217796,100
町田市／100m2未満,7117,8,507079,2,240,12,10238,0,7357,8,517317,2
町田市／200m2未満,58621,63,8576972,36,406,20,61808,1,59027,62,8638781,31
町田市／300m2未満,15031,16,3513903,15,293,14,71088,2,15324,16,3584990,13
町田市／500m2未満,5878,6,2189070,9,283,14,110269,3,6161,7,2299338,8
"町田市／1,000m2未満",3110,3,2163544,9,346,17,250000,6,3456,4,2413545,9
"町田市／2,000m2未満",1630,2,2269045,9,245,12,344040,8,1875,2,2613085,9
"町田市／5,000m2未満",873,1,2595626,11,156,7,484222,11,1029,1,3079849,11
"町田市／10,000m2未満",182,0,1174451,5,61,3,431740,10,243,0,1606191,6
"町田市／10,000m2以上",44,0,1022792,4,52,2,2495621,59,96,0,3518413,12
町田市／計,92486,100,24012482,100,2082,100,4259027,100,94568,100,28271509,100
小金井市／100m2未満,4941,21,361078,7,99,14,6260,1,5040,21,367338,6
小金井市／200m2未満,12563,54,1648217,32,163,23,23449,4,12726,54,1671666,29
小金井市／300m2未満,2787,12,673016,13,103,15,25078,4,2890,12,698094,12
小金井市／500m2未満,1520,7,567303,11,117,17,45168,7,1637,7,612471,11
"小金井市／1,000m2未満",711,3,486175,10,116,17,81935,13,827,3,568111,10
"小金井市／2,000m2未満",295,1,404167,8,50,7,68373,11,345,1,472539,8
"小金井市／5,000m2未満",212,1,637251,13,29,4,90676,14,241,1,727927,13
"小金井市／10,000m2未満",42,0,260370,5,18,3,129528,20,60,0,389898,7
"小金井市／10,000m2以上",4,0,55357,1,7,1,167211,26,11,0,222568,4
小金井市／計,23075,100,5092936,100,702,100,637676,100,23777,100,5730612,100
小平市／100m2未満,14595,32,1103732,13,402,27,36325,2,14997,31,1140057,11
小平市／200m2未満,24362,53,3355177,39,407,28,133491,8,24769,52,3488668,34
小平市／300m2未満,3695,8,1016031,12,198,13,67254,4,3893,8,1083285,11
小平市／500m2未満,1985,4,979389,12,205,14,132743,8,2190,5,1112132,11
"小平市／1,000m2未満",1032,2,1021729,12,123,8,315983,18,1155,2,1337712,13
"小平市／2,000m2未満",397,1,622804,7,70,5,318155,18,467,1,940959,9
"小平市／5,000m2未満",63,0,184216,2,40,3,178441,10,103,0,362656,4
"小平市／10,000m2未満",11,0,79223,1,19,1,156822,9,30,0,236045,2
"小平市／10,000m2以上",9,0,154036,2,13,1,400967,23,22,0,555003,5
小平市／計,46149,100,8516336,100,1477,100,1740180,100,47626,100,10256516,100
日野市／100m2未満,7056,19,614108,7,124,15,7625,0,7180,19,621733,6
日野市／200m2未満,21771,58,3201389,37,226,28,54117,2,21997,57,3255506,29
日野市／300m2未満,5557,15,1480384,17,128,16,57374,2,5685,15,1537758,14
日野市／500m2未満,2022,5,1058420,12,105,13,72566,3,2127,6,1130987,10
"日野市／1,000m2未満",908,2,1219730,14,116,14,157887,6,1024,3,1377617,12
"日野市／2,000m2未満",251,1,632595,7,48,6,131062,5,299,1,763657,7
"日野市／5,000m2未満",53,0,195789,2,33,4,257575,10,86,0,453363,4
"日野市／10,000m2未満",14,0,111637,1,9,1,135161,5,23,0,246798,2
"日野市／10,000m2以上",12,0,253429,3,13,2,1600086,65,25,0,1853515,16
日野市／計,37644,100,8767481,100,802,100,2473453,100,38446,100,11240934,100
東村山市／100m2未満,7454,23,552645,8,149,19,8479,1,7603,23,561124,7
東村山市／200m2未満,18176,57,2341482,35,188,24,26976,3,18364,56,2368457,31
東村山市／300m2未満,3136,10,739795,11,91,12,22872,3,3227,10,762667,10
東村山市／500m2未満,1346,4,506562,7,100,13,39046,4,1446,4,545609,7
"東村山市／1,000m2未満",774,2,542889,8,113,14,79647,9,887,3,622536,8
"東村山市／2,000m2未満",479,2,665921,10,63,8,84518,9,542,2,750439,10
"東村山市／5,000m2未満",316,1,951338,14,51,7,153386,17,367,1,1104724,14
"東村山市／10,000m2未満",47,0,302863,4,12,2,76087,8,59,0,378950,5
"東村山市／10,000m2以上",10,0,176811,3,16,2,418119,46,26,0,594930,8
東村山市／計,31738,100,6780306,100,783,100,909129,100,32521,100,7689435,100
国分寺市／100m2未満,5905,23,433782,8,121,13,7297,1,6026,22,441079,7
国分寺市／200m2未満,15116,58,2014413,38,212,23,30590,3,15328,57,2045003,32
国分寺市／300m2未満,2678,10,645805,12,111,12,27149,2,2789,10,672953,11
国分寺市／500m2未満,1365,5,508650,10,140,15,55086,5,1505,6,563735,9
"国分寺市／1,000m2未満",555,2,375040,7,148,16,103794,9,703,3,478834,8
"国分寺市／2,000m2未満",290,1,403824,8,106,11,146826,13,396,1,550650,9
"国分寺市／5,000m2未満",210,1,650818,12,50,5,146077,13,260,1,796895,12
"国分寺市／10,000m2未満",33,0,212345,4,17,2,117581,11,50,0,329926,5
"国分寺市／10,000m2以上",2,0,21832,0,17,2,479803,43,19,0,501635,8
国分寺市／計,26154,100,5266510,100,922,100,1114202,100,27076,100,6380711,100
国立市／100m2未満,2727,21,195686,6,91,15,5173,1,2818,21,200860,5
国立市／200m2未満,6536,50,872583,26,116,19,17135,2,6652,48,889718,22
国立市／300m2未満,1594,12,384261,11,72,12,17892,2,1666,12,402153,10
国立市／500m2未満,1209,9,455418,13,99,17,38518,5,1308,10,493936,12
"国立市／1,000m2未満",664,5,460997,14,107,18,77588,10,771,6,538585,13
"国立市／2,000m2未満",247,2,342037,10,66,11,96300,13,313,2,438337,11
"国立市／5,000m2未満",143,1,428152,13,27,5,77366,10,170,1,505518,12
"国立市／10,000m2未満",22,0,148286,4,9,2,64911,9,31,0,213197,5
"国立市／10,000m2以上",6,0,98072,3,8,1,356058,47,14,0,454129,11
国立市／計,13148,100,3385491,100,595,100,750943,100,13743,100,4136434,100
福生市／100m2未満,2029,19,149570,5,45,12,2001,0,2074,19,151571,4
福生市／200m2未満,5435,52,724929,23,69,18,10157,2,5504,51,735086,20
福生市／300m2未満,1226,12,294541,9,51,13,12405,2,1277,12,306945,8
福生市／500m2未満,849,8,319838,10,73,19,29055,6,922,8,348893,10
"福生市／1,000m2未満",515,5,358262,11,59,15,41053,8,574,5,399315,11
"福生市／2,000m2未満",256,2,354470,11,52,13,72501,14,308,3,426970,12
"福生市／5,000m2未満",137,1,413524,13,26,7,74439,15,163,1,487963,13
"福生市／10,000m2未満",27,0,168313,5,6,2,39843,8,33,0,208155,6
"福生市／10,000m2以上",13,0,333374,11,7,2,221152,44,20,0,554526,15
福生市／計,10487,100,3116819,100,388,100,502606,100,10875,100,3619425,100
狛江市／100m2未満,6396,37,460434,15,199,34,18091,5,6595,37,478524,14
狛江市／200m2未満,8078,47,1147934,37,179,30,41752,12,8257,46,1189686,35
狛江市／300m2未満,1702,10,439710,14,70,12,19792,6,1772,10,459502,13
狛江市／500m2未満,703,4,333594,11,71,12,40307,12,774,4,373901,11
"狛江市／1,000m2未満",329,2,297432,10,36,6,41472,12,365,2,338904,10
"狛江市／2,000m2未満",120,1,181308,6,20,3,35839,10,140,1,217148,6
"狛江市／5,000m2未満",25,0,76925,3,9,2,36695,11,34,0,113620,3
"狛江市／10,000m2未満",6,0,43126,1,2,0,19661,6,8,0,62787,2
"狛江市／10,000m2以上",5,0,95033,3,5,1,89964,26,10,0,184996,5
狛江市／計,17364,100,3075496,100,591,100,343572,100,17955,100,3419067,100
東大和市／100m2未満,3295,19,245913,6,77,17,4218,1,3372,19,250130,5
東大和市／200m2未満,9343,54,1212347,27,85,18,12315,2,9428,53,1224661,24
東大和市／300m2未満,2362,14,560422,13,45,10,10939,2,2407,13,571361,11
東大和市／500m2未満,1092,6,414308,9,71,15,27134,4,1163,7,441443,9
"東大和市／1,000m2未満",690,4,474566,11,81,18,56651,8,771,4,531217,10
"東大和市／2,000m2未満",368,2,518551,12,55,12,77904,11,423,2,596456,12
"東大和市／5,000m2未満",211,1,633807,14,35,8,110069,16,246,1,743876,14
"東大和市／10,000m2未満",37,0,249746,6,5,1,38804,5,42,0,288550,6
"東大和市／10,000m2以上",8,0,144732,3,7,2,369722,52,15,0,514454,10
東大和市／計,17406,100,4454392,100,461,100,707756,100,17867,100,5162148,100
清瀬市／100m2未満,2412,17,175912,6,47,16,2963,1,2459,17,178875,5
清瀬市／200m2未満,9086,65,1145568,38,61,21,8563,1,9147,64,1154131,32
清瀬市／300m2未満,1092,8,259281,9,37,13,8829,2,1129,8,268110,7
清瀬市／500m2未満,578,4,218161,7,40,14,15535,3,618,4,233696,6
"清瀬市／1,000m2未満",327,2,228334,8,33,11,24683,4,360,3,253017,7
"清瀬市／2,000m2未満",226,2,317479,10,33,11,46158,8,259,2,363637,10
"清瀬市／5,000m2未満",153,1,457425,15,24,8,70896,12,177,1,528321,15
"清瀬市／10,000m2未満",21,0,145743,5,9,3,59890,10,30,0,205633,6
"清瀬市／10,000m2以上",3,0,85436,3,7,2,346648,59,10,0,432084,12
清瀬市／計,13898,100,3033338,100,291,100,584165,100,14189,100,3617503,100
東久留米市／100m2未満,15658,44,993011,18,309,33,26296,2,15967,44,1019307,15
東久留米市／200m2未満,15494,43,2081160,38,232,24,75428,7,15726,43,2156588,32
東久留米市／300m2未満,2432,7,656590,12,114,12,36039,3,2546,7,692629,10
東久留米市／500m2未満,1146,3,591263,11,98,10,51552,5,1244,3,642815,10
"東久留米市／1,000m2未満",686,2,701920,13,102,11,102293,9,788,2,804213,12
"東久留米市／2,000m2未満",251,1,414689,7,47,5,97938,9,298,1,512627,8
"東久留米市／5,000m2未満",33,0,102742,2,27,3,147629,13,60,0,250371,4
"東久留米市／10,000m2未満",1,0,6816,0,10,1,130722,11,11,0,137538,2
"東久留米市／10,000m2以上",0,0,0,0,9,1,470736,41,9,0,470736,7
東久留米市／計,35701,100,5548192,100,948,100,1138633,100,36649,100,6686825,100
武蔵村山市／100m2未満,2682,15,206671,5,51,11,2907,0,2733,15,209577,4
武蔵村山市／200m2未満,11536,63,1484832,33,89,18,12632,1,11625,62,1497464,28
武蔵村山市／300m2未満,1658,9,390139,9,39,8,9512,1,1697,9,399651,7
武蔵村山市／500m2未満,1041,6,398988,9,61,13,23269,3,1102,6,422257,8
"武蔵村山市／1,000m2未満",730,4,521419,11,99,21,71855,8,829,4,593274,11
"武蔵村山市／2,000m2未満",455,2,634088,14,63,13,88117,10,518,3,722206,13
"武蔵村山市／5,000m2未満",232,1,694939,15,47,10,148546,17,279,1,843485,16
"武蔵村山市／10,000m2未満",22,0,130473,3,19,4,126866,15,41,0,257338,5
"武蔵村山市／10,000m2以上",5,0,85127,2,14,3,387825,44,19,0,472952,9
武蔵村山市／計,18361,100,4546675,100,482,100,871529,100,18843,100,5418204,100
多摩市／100m2未満,16677,43,783439,13,205,27,7484,0,16882,42,790922,10
多摩市／200m2未満,15709,40,2160173,36,114,15,17149,1,15823,40,2177323,27
多摩市／300m2未満,4246,11,992249,17,73,10,18010,1,4319,11,1010259,12
多摩市／500m2未満,1438,4,527726,9,103,13,40220,2,1541,4,567946,7
"多摩市／1,000m2未満",661,2,461348,8,93,12,65928,3,754,2,527276,6
"多摩市／2,000m2未満",326,1,459538,8,68,9,101297,5,394,1,560835,7
"多摩市／5,000m2未満",165,0,488270,8,47,6,141973,7,212,1,630243,8
"多摩市／10,000m2未満",11,0,69554,1,30,4,213530,10,41,0,283084,3
"多摩市／10,000m2以上",2,0,20848,0,30,4,1548294,72,32,0,1569142,19
多摩市／計,39235,100,5963146,100,763,100,2153885,100,39998,100,8117031,100
稲城市／100m2未満,2307,18,168864,4,28,8,1537,0,2335,18,170401,3
稲城市／200m2未満,6776,54,968259,25,75,21,11397,1,6851,53,979656,20
稲城市／300m2未満,1586,13,370260,10,50,14,12259,1,1636,13,382518,8
稲城市／500m2未満,698,6,263110,7,68,19,27063,3,766,6,290173,6
"稲城市／1,000m2未満",500,4,349448,9,50,14,33991,3,550,4,383439,8
"稲城市／2,000m2未満",364,3,513051,13,30,8,44275,4,394,3,557326,11
"稲城市／5,000m2未満",195,2,593087,15,27,8,84153,8,222,2,677240,14
"稲城市／10,000m2未満",31,0,206294,5,10,3,71654,7,41,0,277948,6
"稲城市／10,000m2以上",18,0,442602,11,21,6,718702,72,39,0,1161304,24
稲城市／計,12475,100,3874974,100,359,100,1005029,100,12834,100,4880004,100
羽村市／100m2未満,2042,16,155545,4,25,7,1277,0,2067,16,156822,3
羽村市／200m2未満,6846,55,929534,26,53,15,7944,0,6899,54,937479,17
羽村市／300m2未満,1441,12,347072,10,37,10,9170,1,1478,11,356242,7
羽村市／500m2未満,1040,8,391224,11,47,13,18139,1,1087,8,409363,8
"羽村市／1,000m2未満",622,5,441866,12,64,18,45697,3,686,5,487563,9
"羽村市／2,000m2未満",322,3,449674,12,41,11,58414,3,363,3,508088,9
"羽村市／5,000m2未満",174,1,513326,14,48,13,160227,9,222,2,673552,12
"羽村市／10,000m2未満",35,0,240536,7,20,6,147335,8,55,0,387872,7
"羽村市／10,000m2以上",8,0,145032,4,22,6,1377629,75,30,0,1522661,28
羽村市／計,12530,100,3613810,100,357,100,1825832,100,12887,100,5439642,100
あきる野市／100m2未満,1973,8,134980,2,45,9,2321,0,2018,8,137301,2
あきる野市／200m2未満,13497,55,1913762,26,96,19,14166,2,13593,54,1927928,23
あきる野市／300m2未満,3511,14,847562,11,59,12,14639,2,3570,14,862200,10
あきる野市／500m2未満,2667,11,1006939,14,79,16,30487,3,2746,11,1037425,12
"あきる野市／1,000m2未満",1797,7,1266488,17,84,17,60846,7,1881,7,1327333,16
"あきる野市／2,000m2未満",926,4,1267578,17,58,12,84589,10,984,4,1352167,16
"あきる野市／5,000m2未満",315,1,885141,12,49,10,161256,18,364,1,1046397,13
"あきる野市／10,000m2未満",17,0,108688,1,14,3,94277,11,31,0,202965,2
"あきる野市／10,000m2以上",0,0,0,0,12,2,415140,47,12,0,415140,5
あきる野市／計,24703,100,7431137,100,496,100,877720,100,25199,100,8308857,100
西東京市／100m2未満,24036,45,1300932,17,1167,41,53393,5,25203,45,1354325,15
西東京市／200m2未満,22565,42,2898421,38,899,32,118439,10,23464,42,3016860,34
西東京市／300m2未満,3438,6,823258,11,216,8,52633,5,3654,6,875890,10
西東京市／500m2未満,1880,4,711715,9,198,7,76652,7,2078,4,788367,9
"西東京市／1,000m2未満",1078,2,744746,10,195,7,138820,12,1273,2,883567,10
"西東京市／2,000m2未満",401,1,546760,7,105,4,147236,13,506,1,693996,8
"西東京市／5,000m2未満",91,0,248645,3,30,1,88071,8,121,0,336716,4
"西東京市／10,000m2未満",21,0,134584,2,20,1,141629,12,41,0,276214,3
"西東京市／10,000m2以上",12,0,284970,4,17,1,327022,29,29,0,611992,7
西東京市／計,53522,100,7694031,100,2847,100,1143895,100,56369,100,8837926,100
市部計／100m2未満,187511,22,12749745,6,4751,18,278478,1,192262,22,13028223,5
市部計／200m2未満,459621,54,63311835,32,5839,22,998026,2,465460,53,64309862,26
市部計／300m2未満,105319,12,25346019,13,3056,12,803071,2,108375,12,26149090,11
市部計／500m2未満,50742,6,19820650,10,3635,14,1525475,3,54377,6,21346125,9
"市部計／1,000m2未満",29189,3,21487491,11,3672,14,2960264,7,32861,4,24447754,10
"市部計／2,000m2未満",14366,2,20312307,10,2365,9,3646016,8,16731,2,23958323,10
"市部計／5,000m2未満",7212,1,21425662,11,1523,6,4984735,11,8735,1,26410398,11
"市部計／10,000m2未満",1149,0,7506228,4,616,2,4478310,10,1765,0,11984538,5
"市部計／10,000m2以上",349,0,7070649,4,596,2,25724798,57,945,0,32795448,13
市部計／計,855458,100,199030587,100,26053,100,45399173,100,881511,100,244429761,100
