区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
武蔵野市／1000m2未満,828,4,564,10,128,12,87,6,956,4,650,10
武蔵野市／2000m2未満,336,2,468,9,80,8,114,8,416,2,582,9
武蔵野市／5000m2未満,186,1,557,10,41,4,119,9,227,1,676,10
武蔵野市／10000m2未満,46,0,326,6,22,2,156,11,68,0,482,7
武蔵野市／10000m2以上,14,0,198,4,19,2,729,53,33,0,928,14
武蔵野市／計,22070,100,5412,100,1065,100,1367,100,23135,100,6779,100
三鷹市／100m2未満,7899,24,567,6,140,13,8,1,8039,24,575,6
三鷹市／200m2未満,17375,54,2253,26,289,27,42,3,17664,53,2295,22
三鷹市／300m2未満,3056,9,733,8,133,12,33,2,3189,10,766,7
三鷹市／500m2未満,1749,5,662,8,152,14,60,4,1901,6,722,7
三鷹市／1000m2未満,1039,3,731,8,163,15,115,7,1202,4,846,8
三鷹市／2000m2未満,576,2,808,9,79,7,110,7,655,2,919,9
三鷹市／5000m2未満,451,1,1381,16,78,7,256,16,529,2,1637,16
三鷹市／10000m2未満,163,1,1088,12,23,2,154,10,186,1,1242,12
三鷹市／10000m2以上,33,0,517,6,21,2,789,50,54,0,1307,13
三鷹市／計,32341,100,8740,100,1078,100,1568,100,33419,100,10308,100
青梅市／100m2未満,3815,11,267,1,115,9,5,0,3930,11,272,0
青梅市／200m2未満,17340,48,2430,6,181,14,27,0,17521,47,2457,4
青梅市／300m2未満,4522,13,1097,3,84,7,21,0,4606,12,1118,2
青梅市／500m2未満,3493,10,1331,3,155,12,61,0,3648,10,1392,2
青梅市／1000m2未満,2648,7,1847,4,204,16,143,1,2852,8,1990,3
青梅市／2000m2未満,1588,4,2222,5,157,12,227,1,1745,5,2449,4
青梅市／5000m2未満,1228,3,3881,9,128,10,424,2,1356,4,4305,7
青梅市／10000m2未満,585,2,4104,10,73,6,518,3,658,2,4622,8
青梅市／10000m2以上,740,2,24172,58,171,13,17584,93,911,2,41756,69
青梅市／計,35959,100,41352,100,1268,100,19008,100,37227,100,60361,100
府中市／100m2未満,12679,28,845,8,315,21,14,0,12994,28,859,6
府中市／200m2未満,22065,49,2884,26,301,20,44,1,22366,48,2928,19
府中市／300m2未満,4477,10,1062,10,148,10,36,1,4625,10,1099,7
府中市／500m2未満,2292,5,865,8,212,14,83,2,2504,5,947,6
府中市／1000m2未満,1555,3,1098,10,207,14,147,4,1762,4,1245,8
府中市／2000m2未満,873,2,1221,11,116,8,162,4,989,2,1383,9
府中市／5000m2未満,641,1,1956,18,100,7,293,7,741,2,2249,15
府中市／10000m2未満,110,0,728,7,35,2,243,6,145,0,971,6
府中市／10000m2以上,23,0,446,4,47,3,3000,75,70,0,3446,23
府中市／計,44715,100,11104,100,1481,100,4023,100,46196,100,15127,100
昭島市／100m2未満,3888,18,276,5,152,17,6,0,4040,18,282,3
昭島市／200m2未満,11917,56,1565,27,139,16,20,1,12056,55,1585,17
昭島市／300m2未満,2166,10,523,9,89,10,22,1,2255,10,544,6
昭島市／500m2未満,1453,7,547,9,120,14,47,1,1573,7,594,6
昭島市／1000m2未満,893,4,622,11,136,16,97,3,1029,5,718,8
昭島市／2000m2未満,458,2,639,11,94,11,135,4,552,3,774,8
昭島市／5000m2未満,277,1,847,14,58,7,176,5,335,2,1022,11
昭島市／10000m2未満,76,0,492,8,26,3,184,6,102,0,676,7
昭島市／10000m2以上,17,0,355,6,55,6,2609,79,72,0,2964,32
昭島市／計,21145,100,5864,100,869,100,3295,100,22014,100,9160,100
調布市／100m2未満,9839,26,714,7,237,17,14,1,10076,26,728,6
調布市／200m2未満,19359,52,2512,25,313,23,46,2,19672,51,2558,21
調布市／300m2未満,3689,10,882,9,174,13,42,2,3863,10,925,8
調布市／500m2未満,1916,5,719,7,193,14,76,4,2109,5,795,7
調布市／1000m2未満,1270,3,884,9,173,13,122,6,1443,4,1006,8
調布市／2000m2未満,794,2,1115,11,130,10,183,9,924,2,1298,11
調布市／5000m2未満,539,1,1596,16,90,7,271,13,629,2,1867,16
調布市／10000m2未満,140,0,916,9,23,2,154,7,163,0,1069,9
調布市／10000m2以上,31,0,552,6,31,2,1187,57,62,0,1739,15
調布市／計,37577,100,9890,100,1364,100,2095,100,38941,100,11985,100
町田市／100m2未満,8700,9,568,2,529,18,18,0,9229,9,586,1
町田市／200m2未満,60704,60,8877,26,545,18,82,1,61249,59,8959,21
町田市／300m2未満,15704,16,3680,11,361,12,88,1,16065,15,3768,9
町田市／500m2未満,6714,7,2510,7,346,12,134,2,7060,7,2644,6
町田市／1000m2未満,4132,4,2895,8,439,15,319,4,4571,4,3214,8
町田市／2000m2未満,2512,2,3515,10,322,11,455,6,2834,3,3970,9
町田市／5000m2未満,1745,2,5362,16,240,8,749,10,1985,2,6111,15
町田市／10000m2未満,497,0,3347,10,88,3,616,8,585,1,3963,9
町田市／10000m2以上,190,0,3610,11,93,3,5079,67,283,0,8690,21
町田市／計,100898,100,34365,100,2963,100,7540,100,103861,100,41905,100
小金井市／100m2未満,5142,22,372,6,118,16,6,1,5260,21,378,6
小金井市／200m2未満,12820,54,1678,29,162,21,23,3,12982,53,1702,26
小金井市／300m2未満,2790,12,674,12,108,14,26,3,2898,12,700,10
小金井市／500m2未満,1515,6,566,10,128,17,50,6,1643,7,616,9
小金井市／1000m2未満,757,3,519,9,120,16,85,9,877,4,604,9
小金井市／2000m2未満,356,1,493,9,53,7,77,9,409,2,570,9
小金井市／5000m2未満,294,1,897,16,36,5,111,12,330,1,1008,15
小金井市／10000m2未満,62,0,400,7,19,3,130,14,81,0,530,8
小金井市／10000m2以上,11,0,168,3,12,2,394,44,23,0,562,8
小金井市／計,23747,100,5766,100,756,100,903,100,24503,100,6669,100
小平市／100m2未満,15034,31,1125,11,463,27,61,2,15497,31,1186,9
小平市／200m2未満,25039,52,3451,33,471,28,186,7,25510,51,3638,28
小平市／300m2未満,3841,8,1068,10,221,13,119,4,4062,8,1186,9
小平市／500m2未満,2207,5,1111,11,229,13,200,8,2436,5,1311,10
小平市／1000m2未満,1363,3,1445,14,143,8,440,17,1506,3,1885,14
小平市／2000m2未満,663,1,1236,12,81,5,482,18,744,1,1718,13
小平市／5000m2未満,197,0,729,7,49,3,425,16,246,0,1154,9
小平市／10000m2未満,18,0,139,1,23,1,239,9,41,0,378,3
小平市／10000m2以上,11,0,184,2,18,1,488,18,29,0,672,5
小平市／計,48373,100,10488,100,1698,100,2639,100,50071,100,13128,100
日野市／100m2未満,12454,26,950,9,460,27,67,2,12914,26,1017,7
日野市／200m2未満,23861,50,3632,33,426,25,180,5,24287,49,3811,26
日野市／300m2未満,6533,14,1811,16,241,14,119,4,6774,14,1930,13
日野市／500m2未満,2739,6,1470,13,211,12,177,5,2950,6,1647,11
日野市／1000m2未満,1336,3,1570,14,192,11,337,10,1528,3,1907,13
日野市／2000m2未満,457,1,818,7,78,5,312,10,535,1,1130,8
日野市／5000m2未満,120,0,380,3,51,3,443,13,171,0,823,6
日野市／10000m2未満,24,0,184,2,18,1,313,10,42,0,496,3
日野市／10000m2以上,17,0,313,3,16,1,1338,41,33,0,1651,11
日野市／計,47541,100,11127,100,1693,100,3285,100,49234,100,14412,100
東村山市／100m2未満,7610,23,558,7,159,18,9,1,7769,23,567,6
東村山市／200m2未満,18618,56,2396,28,204,23,29,2,18822,56,2425,24
東村山市／300m2未満,3178,10,750,9,101,12,25,2,3279,10,775,8
東村山市／500m2未満,1439,4,544,6,112,13,44,3,1551,5,588,6
東村山市／1000m2未満,920,3,651,8,124,14,88,6,1044,3,738,7
東村山市／2000m2未満,609,2,850,10,74,8,99,7,683,2,949,10
東村山市／5000m2未満,480,1,1468,17,63,7,190,14,543,2,1658,17
東村山市／10000m2未満,129,0,874,10,14,2,88,6,143,0,962,10
東村山市／10000m2以上,33,0,470,5,20,2,799,58,53,0,1269,13
東村山市／計,33016,100,8560,100,871,100,1372,100,33887,100,9932,100
国分寺市／100m2未満,6007,22,440,7,146,15,9,1,6153,22,448,6
国分寺市／200m2未満,15405,57,2052,31,220,22,32,2,15625,56,2084,26
国分寺市／300m2未満,2683,10,647,10,124,13,30,2,2807,10,678,8
国分寺市／500m2未満,1396,5,522,8,140,14,56,4,1536,6,577,7
国分寺市／1000m2未満,624,2,425,6,156,16,110,8,780,3,535,7
国分寺市／2000m2未満,359,1,502,7,106,11,146,11,465,2,648,8
国分寺市／5000m2未満,301,1,953,14,54,5,162,12,355,1,1116,14
国分寺市／10000m2未満,91,0,639,10,18,2,120,9,109,0,759,9
国分寺市／10000m2以上,38,0,535,8,21,2,681,51,59,0,1216,15
国分寺市／計,26904,100,6716,100,985,100,1346,100,27889,100,8061,100
国立市／100m2未満,2785,21,198,5,106,17,6,1,2891,21,204,4
国立市／200m2未満,6624,50,883,22,130,21,19,2,6754,48,902,19
国立市／300m2未満,1584,12,382,10,72,11,18,2,1656,12,400,8
国立市／500m2未満,1207,9,454,12,98,16,38,5,1305,9,492,10
国立市／1000m2未満,645,5,448,11,112,18,81,10,757,5,530,11
国立市／2000m2未満,249,2,346,9,65,10,94,11,314,2,440,9
国立市／5000m2未満,159,1,488,12,29,5,83,10,188,1,571,12
国立市／10000m2未満,62,0,448,11,8,1,61,7,70,1,509,11
国立市／10000m2以上,21,0,292,7,9,1,436,52,30,0,729,15
国立市／計,13336,100,3940,100,629,100,837,100,13965,100,4778,100
福生市／100m2未満,2072,19,152,5,46,11,2,0,2118,19,154,4
福生市／200m2未満,5538,52,739,23,72,18,11,2,5610,50,750,19
福生市／300m2未満,1237,12,297,9,42,10,10,2,1279,11,307,8
福生市／500m2未満,869,8,328,10,78,19,31,5,947,8,358,9
福生市／1000m2未満,550,5,383,12,70,17,48,7,620,6,432,11
福生市／2000m2未満,287,3,397,12,57,14,79,12,344,3,476,12
福生市／5000m2未満,156,1,471,14,29,7,82,13,185,2,553,14
福生市／10000m2未満,26,0,156,5,6,1,40,6,32,0,196,5
福生市／10000m2以上,13,0,332,10,8,2,340,53,21,0,672,17
福生市／計,10748,100,3254,100,408,100,644,100,11156,100,3898,100
狛江市／100m2未満,6537,36,489,14,209,32,18,4,6746,36,507,13
狛江市／200m2未満,8320,46,1213,34,199,31,48,11,8519,46,1261,32
狛江市／300m2未満,1752,10,483,14,75,12,21,5,1827,10,505,13
狛江市／500m2未満,760,4,431,12,76,12,45,11,836,4,476,12
狛江市／1000m2未満,388,2,430,12,47,7,56,13,435,2,486,12
狛江市／2000m2未満,167,1,275,8,26,4,57,14,193,1,332,8
狛江市／5000m2未満,35,0,105,3,11,2,61,14,46,0,166,4
狛江市／10000m2未満,6,0,43,1,3,0,25,6,9,0,68,2
狛江市／10000m2以上,5,0,95,3,5,1,90,21,10,0,185,5
狛江市／計,17970,100,3564,100,651,100,422,100,18621,100,3987,100
東大和市／100m2未満,3358,18,248,5,91,18,4,1,3449,18,252,4
東大和市／200m2未満,9604,53,1246,24,87,17,13,2,9691,52,1258,21
東大和市／300m2未満,2423,13,576,11,47,9,11,1,2470,13,587,10
東大和市／500m2未満,1184,7,451,9,81,16,31,4,1265,7,482,8
東大和市／1000m2未満,799,4,549,10,82,16,57,7,881,5,606,10
東大和市／2000m2未満,452,2,639,12,61,12,86,11,513,3,725,12
東大和市／5000m2未満,297,2,885,17,42,8,130,16,339,2,1014,17
東大和市／10000m2未満,71,0,468,9,8,2,60,7,79,0,528,9
東大和市／10000m2以上,10,0,173,3,9,2,425,52,19,0,598,10
東大和市／計,18198,100,5233,100,508,100,818,100,18706,100,6051,100
清瀬市／100m2未満,2470,17,177,3,56,18,3,0,2526,17,179,3
清瀬市／200m2未満,9266,65,1168,23,67,21,9,1,9333,64,1178,20
清瀬市／300m2未満,1087,8,258,5,39,12,10,1,1126,8,268,5
清瀬市／500m2未満,560,4,212,4,39,12,15,2,599,4,227,4
清瀬市／1000m2未満,319,2,222,4,38,12,29,4,357,2,251,4
清瀬市／2000m2未満,206,1,292,6,37,12,51,7,243,2,343,6
清瀬市／5000m2未満,177,1,572,11,20,6,63,9,197,1,634,11
清瀬市／10000m2未満,115,1,838,16,9,3,7,1,124,1,845,14
清瀬市／10000m2以上,91,1,1371,27,12,4,545,75,103,1,1916,33
清瀬市／計,14291,100,5109,100,317,100,732,100,14608,100,5841,100
東久留米市／100m2未満,15934,43,1009,14,368,35,41,3,16302,43,1050,12
東久留米市／200m2未満,15907,43,2156,30,253,24,89,7,16160,43,2245,27
東久留米市／300m2未満,2487,7,699,10,121,11,50,4,2608,7,748,9
東久留米市／500m2未満,1239,3,735,10,102,10,68,5,1341,4,802,9
東久留米市／1000m2未満,829,2,1202,17,106,10,121,9,935,2,1322,16
東久留米市／2000m2未満,396,1,1011,14,52,5,118,9,448,1,1129,13
東久留米市／5000m2未満,96,0,342,5,32,3,173,14,128,0,516,6
東久留米市／10000m2未満,2,0,20,0,10,1,149,12,12,0,168,2
東久留米市／10000m2以上,0,0,0,0,9,1,471,37,9,0,471,6
東久留米市／計,36890,100,7173,100,1053,100,1279,100,37943,100,8452,100
武蔵村山市／100m2未満,2786,14,211,3,90,15,3,0,2876,14,214,2
武蔵村山市／200m2未満,11877,61,1532,21,94,16,13,1,11971,60,1545,17
武蔵村山市／300m2未満,1725,9,406,6,56,9,14,1,1781,9,420,5
武蔵村山市／500m2未満,1070,6,409,6,65,11,25,2,1135,6,434,5
武蔵村山市／1000m2未満,837,4,618,9,112,19,81,5,949,5,699,8
武蔵村山市／2000m2未満,525,3,754,10,76,13,109,7,601,3,863,10
武蔵村山市／5000m2未満,405,2,1280,18,59,10,183,11,464,2,1463,16
武蔵村山市／10000m2未満,149,1,1032,14,19,3,127,8,168,1,1159,13
武蔵村山市／10000m2以上,65,0,996,14,19,3,1091,66,84,0,2087,23
武蔵村山市／計,19439,100,7237,100,590,100,1648,100,20029,100,8885,100
多摩市／100m2未満,16937,42,792,12,247,28,9,0,17184,42,801,8
多摩市／200m2未満,15996,40,2200,33,125,14,19,1,16121,39,2219,22
多摩市／300m2未満,4357,11,1020,15,83,9,20,1,4440,11,1041,10
多摩市／500m2未満,1557,4,574,9,100,11,39,1,1657,4,613,6
多摩市／1000m2未満,834,2,585,9,108,12,77,2,942,2,662,7
多摩市／2000m2未満,414,1,583,9,82,9,120,4,496,1,703,7
多摩市／5000m2未満,219,1,654,10,59,7,183,5,278,1,837,8
多摩市／10000m2未満,28,0,171,3,33,4,235,7,61,0,406,4
多摩市／10000m2以上,9,0,118,2,38,4,2709,79,47,0,2827,28
多摩市／計,40351,100,6697,100,875,100,3411,100,41226,100,10108,100
稲城市／100m2未満,2578,18,179,3,66,13,3,0,2644,18,182,2
稲城市／200m2未満,7220,51,1031,17,95,18,14,0,7315,50,1046,11
稲城市／300m2未満,1692,12,396,7,64,12,16,0,1756,12,412,4
稲城市／500m2未満,864,6,328,6,75,14,29,1,939,6,358,4
稲城市／1000m2未満,686,5,485,8,70,14,47,1,756,5,532,6
稲城市／2000m2未満,539,4,765,13,45,9,67,2,584,4,832,9
稲城市／5000m2未満,382,3,1179,20,41,8,126,4,423,3,1305,14
稲城市／10000m2未満,108,1,736,12,20,4,149,4,128,1,885,9
稲城市／10000m2以上,43,0,852,14,42,8,2989,87,85,1,3841,41
稲城市／計,14112,100,5951,100,518,100,3441,100,14630,100,9392,100
羽村市／100m2未満,2066,16,156,4,34,8,2,0,2100,16,158,3
羽村市／200m2未満,6980,55,947,23,61,15,9,0,7041,53,956,16
羽村市／300m2未満,1443,11,348,8,34,8,8,0,1477,11,356,6
羽村市／500m2未満,1046,8,394,10,60,15,23,1,1106,8,417,7
羽村市／1000m2未満,625,5,444,11,76,19,55,3,701,5,499,8
羽村市／2000m2未満,339,3,476,12,41,10,59,3,380,3,535,9
羽村市／5000m2未満,196,2,601,15,50,12,165,9,246,2,766,13
羽村市／10000m2未満,58,0,389,9,22,5,159,8,80,1,548,9
羽村市／10000m2以上,25,0,381,9,25,6,1461,75,50,0,1842,30
羽村市／計,12778,100,4135,100,403,100,1941,100,13181,100,6076,100
あきる野市／100m2未満,2197,8,140,0,82,11,3,0,2279,8,144,0
あきる野市／200m2未満,13888,50,1973,6,120,17,17,0,14008,50,1990,5
あきる野市／300m2未満,3618,13,873,3,77,11,19,0,3695,13,892,2
あきる野市／500m2未満,2650,10,1003,3,100,14,39,1,2750,10,1042,3
あきる野市／1000m2未満,1965,7,1387,4,97,13,70,1,2062,7,1457,4
あきる野市／2000m2未満,1246,5,1760,6,79,11,112,2,1325,5,1872,5
あきる野市／5000m2未満,1023,4,3207,10,72,10,237,4,1095,4,3444,9
あきる野市／10000m2未満,448,2,3153,10,31,4,210,3,479,2,3364,9
あきる野市／10000m2以上,484,2,17508,56,61,8,6040,90,545,2,23548,62
あきる野市／計,27519,100,31004,100,719,100,6749,100,28238,100,37753,100
西東京市／100m2未満,24516,44,1324,15,1558,42,72,5,26074,44,1395,13
西東京市／200m2未満,23077,41,2960,33,1128,30,148,11,24205,41,3109,30
西東京市／300m2未満,3535,6,847,9,289,8,71,5,3824,6,918,9
西東京市／500m2未満,2120,4,804,9,279,7,107,8,2399,4,911,9
西東京市／1000m2未満,1508,3,1057,12,274,7,192,14,1782,3,1248,12
西東京市／2000m2未満,734,1,1010,11,125,3,172,13,859,1,1182,11
西東京市／5000m2未満,225,0,619,7,33,1,95,7,258,0,714,7
西東京市／10000m2未満,27,0,177,2,19,1,134,10,46,0,312,3
西東京市／10000m2以上,12,0,285,3,18,0,358,27,30,0,643,6
西東京市／計,55754,100,9083,100,3723,100,1350,100,59477,100,10432,100
市部計／100m2未満,201164,22,13422,4,6661,21,423,0,207825,22,13845,3
市部計／200m2未満,472937,52,65314,20,6878,22,1301,1,479815,51,66615,16
市部計／300m2未満,108558,12,26311,8,3536,11,1014,1,112094,12,27325,6
市部計／500m2未満,54361,6,21592,7,4146,13,1865,2,58507,6,23457,5
市部計／1000m2未満,33671,4,25436,8,4274,13,3651,4,37945,4,29086,7
市部計／2000m2未満,18549,2,26889,8,2688,8,4431,4,21237,2,31320,7
市部計／5000m2未満,12429,1,38513,12,1919,6,6612,6,14348,2,45125,11
市部計／10000m2未満,4096,0,28257,9,766,2,5683,6,4862,1,33940,8
市部計／10000m2以上,2912,0,79501,24,1089,3,77774,76,4001,0,157276,37
市部計／計,908677,100,325236,100,31957,100,102753,100,940634,100,427989,100
