区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
練馬区／1000m2未満,134,15,94,5,0,0,0,0,134,15,94,5
練馬区／2000m2未満,179,21,258,13,0,0,0,0,179,20,258,13
練馬区／5000m2未満,216,25,699,34,0,0,0,0,216,25,699,34
練馬区／10000m2未満,95,11,642,31,0,0,0,0,95,11,642,31
練馬区／10000m2以上,21,2,300,15,0,0,0,0,21,2,300,15
練馬区／計,869,100,2042,100,6,100,0,100,875,100,2043,100
足立区／50m2未満,7,2,0,0,0,0,0,0,7,2,0,0
足立区／100m2未満,14,3,1,0,0,0,0,0,14,3,1,0
足立区／150m2未満,27,6,4,1,0,0,0,0,27,6,4,1
足立区／200m2未満,23,5,4,1,1,100,0,100,24,5,4,1
足立区／300m2未満,47,10,11,2,0,0,0,0,47,10,11,2
足立区／500m2未満,76,17,29,6,0,0,0,0,76,17,29,6
足立区／1000m2未満,107,23,77,15,0,0,0,0,107,23,77,15
足立区／2000m2未満,86,19,124,25,0,0,0,0,86,19,124,24
足立区／5000m2未満,57,12,173,34,0,0,0,0,57,12,173,34
足立区／10000m2未満,13,3,84,17,0,0,0,0,13,3,84,17
足立区／10000m2以上,0,0,0,0,0,0,0,0,0,0,0,0
足立区／計,457,100,508,100,1,100,0,100,458,100,508,100
葛飾区／50m2未満,3,2,0,0,1,50,0,1,4,2,0,0
葛飾区／100m2未満,5,3,0,0,0,0,0,0,5,3,0,0
葛飾区／150m2未満,6,3,1,0,0,0,0,0,6,3,1,0
葛飾区／200m2未満,8,4,1,0,0,0,0,0,8,4,1,0
葛飾区／300m2未満,18,9,4,1,0,0,0,0,18,9,4,1
葛飾区／500m2未満,25,13,9,3,1,50,0,99,26,13,10,3
葛飾区／1000m2未満,49,25,35,10,0,0,0,0,49,25,35,10
葛飾区／2000m2未満,36,18,52,16,0,0,0,0,36,18,52,16
葛飾区／5000m2未満,31,16,96,29,0,0,0,0,31,16,96,29
葛飾区／10000m2未満,13,7,89,27,0,0,0,0,13,7,89,27
葛飾区／10000m2以上,3,2,46,14,0,0,0,0,3,2,46,14
葛飾区／計,197,100,334,100,2,100,0,100,199,100,334,100
江戸川区／50m2未満,7,2,0,0,0,0,0,0,7,2,0,0
江戸川区／100m2未満,7,2,1,0,0,0,0,0,7,2,1,0
江戸川区／150m2未満,21,6,3,1,0,0,0,0,21,6,3,1
江戸川区／200m2未満,12,4,2,0,0,0,0,0,12,4,2,0
江戸川区／300m2未満,34,10,8,2,0,0,0,0,34,10,8,2
江戸川区／500m2未満,44,13,17,4,1,100,0,100,45,13,18,4
江戸川区／1000m2未満,78,23,55,12,0,0,0,0,78,23,55,12
江戸川区／2000m2未満,55,16,81,18,0,0,0,0,55,16,81,18
江戸川区／5000m2未満,71,21,217,47,0,0,0,0,71,21,217,47
江戸川区／10000m2未満,10,3,66,14,0,0,0,0,10,3,66,14
江戸川区／10000m2以上,1,0,12,3,0,0,0,0,1,0,12,3
江戸川区／計,340,100,462,100,1,100,0,100,341,100,463,100
区部計／50m2未満,53,2,1,0,4,25,0,1,57,2,1,0
区部計／100m2未満,78,3,6,0,2,13,0,2,80,3,6,0
区部計／150m2未満,125,4,16,0,1,6,0,2,126,4,16,0
区部計／200m2未満,105,4,19,0,2,13,0,6,107,4,19,0
区部計／300m2未満,217,8,53,1,1,6,0,4,218,8,54,1
区部計／500m2未満,312,11,121,2,4,25,2,26,316,11,122,2
区部計／1000m2未満,591,21,422,9,0,0,0,0,591,20,422,9
区部計／2000m2未満,606,21,883,18,2,13,3,58,608,21,886,18
区部計／5000m2未満,585,20,1842,37,0,0,0,0,585,20,1842,37
区部計／10000m2未満,176,6,1168,24,0,0,0,0,176,6,1168,24
区部計／10000m2以上,28,1,420,8,0,0,0,0,28,1,420,8
区部計／計,2876,100,4952,100,16,100,6,100,2892,100,4958,100
