区名,増加量(万m2),増加率(%)
千代田区,1169.6,178.6
中央区,656.3,111.6
港区,1468.4,399.7
新宿区,607.1,429.7
文京区,170.8,340.9
台東区,185.9,252.3
墨田区,101.9,329.8
江東区,469.8,1001.8
品川区,491.4,766.6
目黒区,95.3,283.7
大田区,239.9,280
世田谷区,116.9,345.9
渋谷区,507.7,446.9
中野区,86.6,489.3
杉並区,61.7,240.1
豊島区,211.6,500.1
北区,59,262.1
荒川区,38.1,290.8
板橋区,67.8,248.4
練馬区,51.1,231.1
足立区,60.5,267.7
葛飾区,31.2,141.3
江戸川区,78.4,419.1
区部計,7027.1,279
