区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
稲城市／500m2未満,877 ,6 ,333 ,6 ,70 ,15 ,27 ,1 ,947 ,7 ,361 ,4 
稲城市／1000m2未満,711 ,5 ,504 ,8 ,56 ,12 ,39 ,1 ,767 ,5 ,543 ,6 
稲城市／2000m2未満,529 ,4 ,757 ,13 ,40 ,9 ,59 ,2 ,569 ,4 ,816 ,9 
稲城市／5000m2未満,393 ,3 ,1211 ,20 ,37 ,8 ,117 ,3 ,430 ,3 ,1328 ,14 
稲城市／10000m2未満,106 ,1 ,722 ,12 ,20 ,4 ,146 ,4 ,126 ,1 ,867 ,9 
稲城市／10000m2以上,47 ,0 ,909 ,15 ,39 ,8 ,2991 ,88 ,86 ,1 ,3900 ,42 
稲城市／計,13714 ,100 ,5986 ,100 ,464 ,100 ,3410 ,100 ,14178 ,100 ,9396 ,100 
羽村市／100m2未満,2081 ,17 ,157 ,4 ,27 ,8 ,1 ,0 ,2108 ,16 ,159 ,3 
羽村市／200m2未満,6749 ,54 ,917 ,22 ,56 ,16 ,8 ,0 ,6805 ,53 ,925 ,15 
羽村市／300m2未満,1456 ,12 ,351 ,8 ,31 ,9 ,8 ,0 ,1487 ,11 ,358 ,6 
羽村市／500m2未満,1046 ,8 ,394 ,9 ,53 ,15 ,20 ,1 ,1099 ,8 ,414 ,7 
羽村市／1000m2未満,631 ,5 ,449 ,11 ,57 ,16 ,40 ,2 ,688 ,5 ,490 ,8 
羽村市／2000m2未満,349 ,3 ,488 ,12 ,40 ,11 ,57 ,3 ,389 ,3 ,545 ,9 
羽村市／5000m2未満,202 ,2 ,614 ,15 ,50 ,14 ,161 ,8 ,252 ,2 ,775 ,13 
羽村市／10000m2未満,59 ,0 ,402 ,10 ,21 ,6 ,154 ,8 ,80 ,1 ,556 ,9 
羽村市／10000m2以上,26 ,0 ,406 ,10 ,23 ,6 ,1453 ,76 ,49 ,0 ,1858 ,31 
羽村市／計,12599 ,100 ,4177 ,100 ,358 ,100 ,1903 ,100 ,12957 ,100 ,6080 ,100 
あきる野市／100m2未満,2243 ,8 ,143 ,0 ,79 ,12 ,3 ,0 ,2322 ,8 ,146 ,0 
あきる野市／200m2未満,13561 ,50 ,1925 ,6 ,112 ,16 ,17 ,0 ,13673 ,49 ,1941 ,5 
あきる野市／300m2未満,3558 ,13 ,859 ,3 ,71 ,10 ,18 ,0 ,3629 ,13 ,876 ,2 
あきる野市／500m2未満,2626 ,10 ,995 ,3 ,98 ,14 ,38 ,1 ,2724 ,10 ,1033 ,3 
あきる野市／1000m2未満,1971 ,7 ,1393 ,4 ,100 ,15 ,71 ,1 ,2071 ,7 ,1464 ,4 
あきる野市／2000m2未満,1237 ,5 ,1748 ,6 ,70 ,10 ,103 ,2 ,1307 ,5 ,1851 ,5 
あきる野市／5000m2未満,1051 ,4 ,3282 ,10 ,67 ,10 ,222 ,3 ,1118 ,4 ,3504 ,9 
あきる野市／10000m2未満,455 ,2 ,3205 ,10 ,27 ,4 ,199 ,3 ,482 ,2 ,3404 ,9 
あきる野市／10000m2以上,489 ,2 ,17773 ,57 ,61 ,9 ,5899 ,90 ,550 ,2 ,23672 ,62 
あきる野市／計,27191 ,100 ,31323 ,100 ,685 ,100 ,6570 ,100 ,27876 ,100 ,37893 ,100 
西東京市／100m2未満,24193 ,44 ,1306 ,14 ,1407 ,41 ,64 ,5 ,25600 ,44 ,1370 ,13 
西東京市／200m2未満,22371 ,41 ,2887 ,32 ,1007 ,29 ,132 ,10 ,23378 ,40 ,3019 ,29 
西東京市／300m2未満,3631 ,7 ,870 ,10 ,256 ,7 ,63 ,5 ,3887 ,7 ,933 ,9 
西東京市／500m2未満,2152 ,4 ,817 ,9 ,275 ,8 ,106 ,8 ,2427 ,4 ,923 ,9 
西東京市／1000m2未満,1537 ,3 ,1080 ,12 ,270 ,8 ,188 ,14 ,1807 ,3 ,1268 ,12 
西東京市／2000m2未満,762 ,1 ,1046 ,12 ,138 ,4 ,191 ,14 ,900 ,2 ,1236 ,12 
西東京市／5000m2未満,230 ,0 ,637 ,7 ,33 ,1 ,95 ,7 ,263 ,0 ,732 ,7 
西東京市／10000m2未満,27 ,0 ,173 ,2 ,19 ,1 ,135 ,10 ,46 ,0 ,308 ,3 
西東京市／10000m2以上,11 ,0 ,269 ,3 ,20 ,1 ,389 ,29 ,31 ,0 ,658 ,6 
西東京市／計,54914 ,100 ,9083 ,100 ,3425 ,100 ,1364 ,100 ,58339 ,100 ,10447 ,100 
市部計／100m2未満,195907 ,22 ,13027 ,4 ,6075 ,21 ,364 ,0 ,201982 ,22 ,13391 ,3 
市部計／200m2未満,458041 ,51 ,63320 ,19 ,6063 ,21 ,1122 ,1 ,464104 ,50 ,64442 ,15 
市部計／300m2未満,109084 ,12 ,26360 ,8 ,3205 ,11 ,912 ,1 ,112289 ,12 ,27272 ,6 
市部計／500m2未満,54740 ,6 ,21507 ,7 ,3915 ,13 ,1746 ,2 ,58655 ,6 ,23253 ,5 
市部計／1000m2未満,33857 ,4 ,25020 ,8 ,4014 ,14 ,3427 ,3 ,37871 ,4 ,28448 ,7 
市部計／2000m2未満,18880 ,2 ,26964 ,8 ,2617 ,9 ,4315 ,4 ,21497 ,2 ,31280 ,7 
市部計／5000m2未満,12970 ,1 ,40203 ,12 ,1864 ,6 ,6415 ,6 ,14834 ,2 ,46618 ,11 
市部計／10000m2未満,4292 ,0 ,29635 ,9 ,746 ,3 ,5556 ,5 ,5038 ,1 ,35191 ,8 
市部計／10000m2以上,2976 ,0 ,80870 ,25 ,1073 ,4 ,77460 ,76 ,4049 ,0 ,158330 ,37 
市部計／計,890747 ,100 ,326907 ,100 ,29572 ,100 ,101318 ,100 ,920319 ,100 ,428224 ,100 
