順位,標準地番号,都道府県,標準地の所在地,価　　格,変動率
1,港－4,東京都,赤坂１丁目１４２４番１,"5,000,000",3.3
2,千代田－3,東京都,六番町６番１外,"4,150,000",2.5
3,港－29,東京都,白金台３丁目５５番４外,"3,880,000",1.8
4,港－16,東京都,南麻布４丁目１２番１,"3,650,000",2.2
5,港－28,東京都,南麻布１丁目３５番１外,"3,250,000",2.5
6,千代田－1,東京都,三番町６番２５,"3,240,000",2.5
7,千代田－7,東京都,一番町１６番３,"3,080,000",1.7
8,千代田－5,東京都,九段北２丁目６番２６,"3,010,000",1.7
9,渋谷－11,東京都,恵比寿西２丁目２０番１,"2,890,000",5.9
10,港－1,東京都,赤坂６丁目１９１１番,"2,810,000",2.2
