順位,標準地番号,都道府県,標準地の所在地,平成29年,平成30年,変動率
1,呉－５－１３,広島県,安浦町中央５丁目１番８３,53400,47500,-11
2,夕張－５－１,北海道,本町２丁目２１７番,5400,4900,-9.3
3,古平－５－１,北海道,大字浜町７１番１内,8500,7800,-8.2
4,東広島－５－６,広島県,安芸津町三津字西之原４２４６番３２,43500,40200,-7.6
5,当別－５－１,北海道,弥生５２番１０内,16600,15400,-7.2
6,美唄－５－１,北海道,大通西１条南１丁目１番１,18700,17400,-7
7,上郡－５－１,兵庫県,竹万字京免２１５６番２,40100,37400,-6.7
8,深川－５－１,北海道,４条４番５外,16800,15700,-6.5
9,岩見沢－５－４,北海道,栗沢町本町５５番１,9400,8800,-6.4
9,奈井江－５－１,北海道,字奈井江町４２番１,9400,8800,-6.4
