区分,個人／所有者数（人）,個人／構成比（％）,個人／面積（千m2）,個人／構成比（％）,法人／所有者数（人）,法人／構成比（％）,法人／面積（千m2）,法人／構成比（％）,合計／所有者数（人）,合計／構成比（％）,合計／面積（千m2）,合計／構成比（％）
目黒区／50m2未満,0 ,0 ,0 ,0 ,1 ,100 ,0 ,100,1 ,5 ,0 ,0 
目黒区／100m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
目黒区／150m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
目黒区／200m2未満,2 ,10 ,0 ,1 ,0 ,0 ,0 ,0,2 ,10 ,0 ,1 
目黒区／300m2未満,1 ,5 ,0 ,1 ,0 ,0 ,0 ,0,1 ,5 ,0 ,1 
目黒区／500m2未満,2 ,10 ,1 ,3 ,0 ,0 ,0 ,0,2 ,10 ,1 ,3 
目黒区／1000m2未満,6 ,30 ,4 ,17 ,0 ,0 ,0 ,0,6 ,29 ,4 ,17 
目黒区／2000m2未満,5 ,25 ,8 ,30 ,0 ,0 ,0 ,0,5 ,24 ,8 ,30 
目黒区／5000m2未満,4 ,20 ,12 ,48 ,0 ,0 ,0 ,0,4 ,19 ,12 ,48 
目黒区／10000m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
目黒区／10000m2以上,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
目黒区／計,20 ,100 ,26 ,100 ,1 ,100 ,0 ,100,21 ,100 ,26 ,100 
大田区／50m2未満,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0,1 ,4 ,0 ,0 
大田区／100m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
大田区／150m2未満,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0,1 ,4 ,0 ,0 
大田区／200m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
大田区／300m2未満,2 ,8 ,0 ,1 ,0 ,0 ,0 ,0,2 ,7 ,0 ,1 
大田区／500m2未満,3 ,12 ,1 ,4 ,0 ,0 ,0 ,0,3 ,11 ,1 ,4 
大田区／1000m2未満,8 ,31 ,6 ,17 ,0 ,0 ,0 ,0,8 ,30 ,6 ,17 
大田区／2000m2未満,6 ,23 ,8 ,24 ,1 ,100 ,2 ,100,7 ,26 ,9 ,27 
大田区／5000m2未満,5 ,19 ,17 ,53 ,0 ,0 ,0 ,0,5 ,19 ,17 ,51 
大田区／10000m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
大田区／10000m2以上,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
大田区／計,26 ,100 ,33 ,100 ,1 ,100 ,2 ,100,27 ,100 ,34 ,100 
世田谷区／50m2未満,16 ,2 ,0 ,0 ,0 ,0 ,0 ,0,16 ,2 ,0 ,0 
世田谷区／100m2未満,13 ,2 ,1 ,0 ,0 ,0 ,0 ,0,13 ,2 ,1 ,0 
世田谷区／150m2未満,24 ,4 ,3 ,0 ,0 ,0 ,0 ,0,24 ,4 ,3 ,0 
世田谷区／200m2未満,18 ,3 ,3 ,0 ,0 ,0 ,0 ,0,18 ,3 ,3 ,0 
世田谷区／300m2未満,37 ,5 ,9 ,1 ,0 ,0 ,0 ,0,37 ,5 ,9 ,1 
世田谷区／500m2未満,61 ,9 ,24 ,2 ,0 ,0 ,0 ,0,61 ,9 ,24 ,2 
世田谷区／1000m2未満,170 ,25 ,123 ,12 ,0 ,0 ,0 ,0,170 ,25 ,123 ,12 
世田谷区／2000m2未満,173 ,25 ,252 ,24 ,0 ,0 ,0 ,0,173 ,25 ,252 ,24 
世田谷区／5000m2未満,144 ,21 ,441 ,43 ,0 ,0 ,0 ,0,144 ,21 ,441 ,43 
世田谷区／10000m2未満,24 ,4 ,151 ,15 ,0 ,0 ,0 ,0,24 ,4 ,151 ,15 
世田谷区／10000m2以上,2 ,0 ,25 ,2 ,0 ,0 ,0 ,0,2 ,0 ,25 ,2 
世田谷区／計,682 ,100 ,1033 ,100 ,0 ,0 ,0 ,0,682 ,100 ,1033 ,100 
中野区／50m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
中野区／100m2未満,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0,1 ,3 ,0 ,0 
中野区／150m2未満,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0,1 ,3 ,0 ,0 
中野区／200m2未満,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0,1 ,3 ,0 ,0 
中野区／300m2未満,4 ,12 ,1 ,3 ,0 ,0 ,0 ,0,4 ,11 ,1 ,3 
中野区／500m2未満,6 ,18 ,2 ,6 ,0 ,0 ,0 ,0,6 ,17 ,2 ,5 
中野区／1000m2未満,4 ,12 ,3 ,7 ,1 ,100 ,1 ,100,5 ,14 ,4 ,9 
中野区／2000m2未満,12 ,35 ,19 ,48 ,0 ,0 ,0 ,0,12 ,34 ,19 ,47 
中野区／5000m2未満,5 ,15 ,14 ,35 ,0 ,0 ,0 ,0,5 ,14 ,14 ,35 
中野区／10000m2未満,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
中野区／10000m2以上,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 
中野区／計,34 ,100 ,40 ,100 ,1 ,100 ,1 ,100,35 ,100 ,40 ,100 
杉並区／50m2未満,4 ,2 ,0 ,0 ,0 ,0 ,0 ,0,4 ,2 ,0 ,0 
杉並区／100m2未満,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0,3 ,1 ,0 ,0 
杉並区／150m2未満,6 ,3 ,1 ,0 ,0 ,0 ,0 ,0,6 ,3 ,1 ,0 
杉並区／200m2未満,6 ,3 ,1 ,0 ,0 ,0 ,0 ,0,6 ,3 ,1 ,0 
杉並区／300m2未満,12 ,6 ,3 ,1 ,0 ,0 ,0 ,0,12 ,6 ,3 ,1 
杉並区／500m2未満,14 ,7 ,5 ,1 ,1 ,33 ,0 ,11 ,15 ,7 ,6 ,1 
杉並区／1000m2未満,43 ,21 ,30 ,8 ,0 ,0 ,0 ,0 ,43 ,21 ,30 ,8 
杉並区／2000m2未満,53 ,26 ,78 ,20 ,1 ,33 ,1 ,33 ,54 ,26 ,79 ,21 
