区市町村名,用途/昭和・平成・令和　年,58,63,4,9,14,19,24,29,30,元,2,3,4,5
千代田区,住宅地,―,17.1,-12.5,-22.9,-1.2,15.6,-1,7.5,3.3,2.9,3.1,-0.4,2,3.2
千代田区,商業地,8.6,14.8,-8.6,-19.8,-6.9,17.6,-2.9,7.1,6.6,7.7,7.7,-2.9,-1.2,2.1
千代田区,全用途平均(林地を含む。）,8.6,15.3,-9.6,-20.3,-5.9,17.3,-2.7,7.1,6.2,7.2,7.2,-2.6,-0.8,2.3
中央区,住宅地,―,31.6,-17.3,-14.6,-3.1,20.9,-0.7,6.2,2.2,4.7,4,-0.8,2.9,4
中央区,商業地,9.1,16.2,-6.9,-18.9,-8.7,20.9,-2.8,9.8,8.4,8.9,8.3,-3.9,-1.3,2.1
中央区,全用途平均(林地を含む。）,8.8,16.9,-7.9,-18.7,-8.1,20.9,-2.5,9.2,7.5,8.2,7.6,-3.4,-0.7,2.4
港区,住宅地,7.9,11.4,-19.9,-11,0.1,27.2,-0.9,5.2,5.3,6,6.2,0.3,2.4,3.6
港区,商業地,8.1,6.5,-7.9,-15.2,-2.1,23.2,-3.6,6.7,6.7,8.8,10.1,-1.1,-0.3,2.8
港区,全用途平均(林地を含む。）,7.4,8.6,-13.4,-13.2,-1.2,24.6,-2.7,6.2,6.2,7.8,8.7,-0.6,0.7,3.1
新宿区,住宅地,4.1,15.6,-15.5,-7,-1.5,8.5,-0.9,3,4,5.9,6.9,-0.5,1.9,4.2
新宿区,商業地,7.9,13.4,-7.9,-13.7,-4,11,-2,5.1,6.1,7.8,8.1,-3.1,0.5,3.1
新宿区,全用途平均(林地を含む。）,6.6,14.4,-11.6,-10.6,-2.8,10,-1.5,4.3,5.3,7.1,7.6,-2.2,1,3.5
文京区,住宅地,―,14.2,-12.3,-7.3,-1.1,18.5,-1.2,4.1,5.5,7,7.3,-0.7,2.5,4.4
文京区,商業地,5.3,7.8,-10.6,-21,-5.9,18.4,-1.9,5.8,6.3,8,8.5,-2,1.8,4.6
文京区,全用途平均(林地を含む。）,5.3,11.3,-11.5,-12.8,-3.2,18.4,-1.6,5,5.9,7.5,7.9,-1.4,2.1,4.5
台東区,住宅地,―,5.6,-12.1,-8.2,-1.3,13.7,-1.6,3.6,4.9,7.2,6.8,-0.5,1.8,4.8
台東区,商業地,4.3,15.9,-9.5,-19.4,-6.6,13.9,-2.9,5.7,7.3,11,14.9,-3.9,1.1,4.1
台東区,全用途平均(林地を含む。）,4.3,13.9,-10,-17.4,-5.6,13.9,-2.7,5.5,7,10.6,14,-3.6,1.1,4.2
墨田区,住宅地,2.7,86.3,-4.9,-6.6,-1.7,6.6,-1.9,2.5,3.9,5.3,5.5,-0.6,1.5,4.1
墨田区,商業地,2.1,72.4,-11.2,-16.8,-6.8,14.7,-1,3.3,5.1,8.5,9.1,-1.5,1.5,3.8
墨田区,全用途平均(林地を含む。）,2.4,75.9,-10.3,-13.1,-5.2,11.1,-1.4,2.9,4.5,7,7.4,-1.1,1.5,3.9
江東区,住宅地,3.1,62,-8.8,-6.6,-2.5,7.4,-1.5,3,4.1,5.5,5.7,-0.5,2.1,4.1
江東区,商業地,3.2,55.9,-10.5,-16.4,-7.4,15.3,-2.1,3.2,6,9.7,9.8,-1.6,1.4,4.3
江東区,全用途平均(林地を含む。）,3.3,62.2,-9.9,-10.7,-4.4,10.9,-1.8,3.1,4.7,6.9,7,-0.6,1.9,4.1
品川区,住宅地,6.6,15.3,-14.7,-4.9,-2.1,15.8,-0.8,3.5,5.5,5.8,5.9,-0.6,1.8,4.1
品川区,商業地,7.5,10.1,-9.2,-15.7,-3.4,19.3,-1.5,4.6,6.7,7.3,7.2,-1.6,0.8,3.9
品川区,全用途平均(林地を含む。）,6.9,13.7,-12,-9.6,-2.8,17.3,-1.1,4.1,6,6.5,6.5,-1,1.4,4
目黒区,住宅地,8,10.2,-17,-4.7,-1.6,17.6,-1,4.5,3.8,4.2,4.1,0.3,1.8,3.7
目黒区,商業地,8,9.7,-13.3,-14.8,-3.7,18.6,-1.6,4.7,4.5,6.3,6.6,-0.6,0.6,4.6
目黒区,全用途平均(林地を含む。）,8,10,-15.9,-7.5,-2.2,17.8,-1.2,4.6,4,4.9,5,0,1.4,4
大田区,住宅地,3.8,20.5,-16.8,-8.5,-1.7,10.6,-1,2.7,2.6,3.3,3.4,-0.4,1.1,3.3
大田区,商業地,5.8,24.6,-9.9,-14.4,-3,10.6,-1.4,3,3.2,4.7,5.8,-1,1.2,3.5
