年(昭和・平成・令和),58,64,7,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,3,4
区部合計／増加率(%),3,6.2,7,0.5,1.7,3.1,1.9,-0.4,0.9,1.6,0.8,0.5,0.1,0.9,0.5,0.3,0.7,0.7,0.3,0.5,0.7,0.9,0.4,0.2
区部合計／増加量(千m2),1083,2820,4614,445,1375,2559,1590,-308,758,1407,699,472,75,804,480,314,630,601,233,466,610,815,369,223
都心3区／増加率(%),3.2,5.4,3.6,0.3,2.8,4.8,2.2,0.5,1.2,1.5,1,0.4,-0.1,0.5,-0.3,-0.1,1.7,0.9,0.2,1.1,0.8,1.8,0.3,-0.4
都心3区／増加量(千m2),672,1416,1261,131,1133,1967,927,206,541,648,440,200,-34,213,-146,-42,759,422,77,502,388,875,151,-181
新宿区+渋谷区／増加率(%),2.7,5.8,6.7,0.4,0.4,1.4,1.6,-1.3,-0.5,0.9,-0.1,0.7,0.2,-0.1,3,1.9,-0.2,-0.6,0.3,0.6,0.4,0,1.4,1
新宿区+渋谷区／増加量(千m2),137,373,619,44,52,169,207,-164,-60,116,-14,94,25,-11,379,249,-21,-79,40,86,57,4,192,132
都心5区／増加率(%),3.1,5.4,4.3,0.3,2.3,4,2,0.1,0.8,1.3,0.7,0.5,0,0.4,0.4,0.4,1.2,0.6,0.2,1,0.7,1.4,0.5,-0.1
都心5区／増加量(千m2),809,1789,1880,174,1185,2136,1134,41,481,763,425,294,-10,202,233,207,738,343,117,588,446,879,343,-49
周辺18区／増加率(%),2.9,8.2,12.5,0.9,0.6,1.4,1.5,-1.2,0.9,2.1,0.9,0.6,0.3,1.9,0.8,0.3,-0.3,0.8,0.4,-0.4,0.5,-0.2,0.1,0.8
周辺18区／増加量(千m2),274,1031,2734,270,190,424,456,-349,277,644,274,178,85,601,247,107,-107,258,116,-122,165,-64,25,273
