区分,個人／所有者数(人),個人／構成比(%),個人／面積(千m2),個人／構成比(%),法人／所有者数(人),法人／構成比(%),法人／面積(千m2),法人／構成比(%),合計／所有者数(人),合計／構成比(%),合計／面積(千m2),合計／構成比(%)
八王子市／100m2未満,12021,10,827,1,542,13,22,0,12563,10,850,1
八王子市／200m2未満,66947,55,9906,16,659,15,105,0,67606,53,10011,11
八王子市／300m2未満,23086,19,5377,9,440,10,107,0,23526,19,5484,6
八王子市／500m2未満,8547,7,3212,5,631,15,246,1,9178,7,3458,4
八王子市／1000m2未満,5316,4,3672,6,697,16,502,2,6013,5,4174,5
八王子市／2000m2未満,2853,2,3916,6,467,11,654,2,3320,3,4570,5
八王子市／5000m2未満,2184,2,6809,11,387,9,1236,4,2571,2,8045,9
八王子市／10000m2未満,865,1,6011,10,175,4,1277,5,1040,1,7289,8
八王子市／10000m2以上,824,1,23180,37,277,6,23447,85,1101,1,46627,52
八王子市／計,122643,100,62910,100,4275,100,27597,100,126918,100,90508,100
立川市／100m2未満,6700,21,488,5,213,15,11,0,6913,21,499,4
立川市／200m2未満,17749,57,2306,22,331,24,48,1,18080,56,2354,17
立川市／300m2未満,2729,9,656,6,183,13,45,1,2912,9,701,5
立川市／500m2未満,1767,6,658,6,199,14,77,2,1966,6,735,5
立川市／1000m2未満,965,3,677,7,197,14,141,4,1162,4,818,6
立川市／2000m2未満,551,2,773,7,123,9,172,5,674,2,946,7
立川市／5000m2未満,406,1,1259,12,82,6,245,7,488,1,1504,11
立川市／10000m2未満,184,1,1339,13,19,1,131,4,203,1,1470,11
立川市／10000m2以上,141,0,2226,21,33,2,2654,75,174,1,4880,35
立川市／計,31192,100,10382,100,1380,100,3524,100,32572,100,13906,100
武蔵野市／100m2未満,5181,23,353,7,157,14,10,1,5338,23,363,5
武蔵野市／200m2未満,10488,47,1464,27,269,25,40,3,10757,46,1504,22
武蔵野市／300m2未満,3130,14,756,14,168,15,41,3,3298,14,797,12
武蔵野市／500m2未満,1955,9,733,14,187,17,72,5,2142,9,805,12
武蔵野市／1000m2未満,820,4,559,10,140,13,95,7,960,4,654,10
武蔵野市／2000m2未満,332,1,465,9,77,7,111,8,409,2,576,8
武蔵野市／5000m2未満,187,1,558,10,46,4,138,10,233,1,696,10
武蔵野市／10000m2未満,44,0,308,6,21,2,149,11,65,0,458,7
武蔵野市／10000m2以上,14,0,198,4,19,2,730,53,33,0,928,14
武蔵野市／計,22151,100,5395,100,1084,100,1385,100,23235,100,6780,100
三鷹市／100m2未満,7888,24,567,7,152,14,9,1,8040,24,576,6
三鷹市／200m2未満,17674,54,2287,26,279,25,41,3,17953,53,2328,23
三鷹市／300m2未満,3030,9,727,8,135,12,33,2,3165,9,760,7
三鷹市／500m2未満,1738,5,658,8,153,14,60,4,1891,6,718,7
三鷹市／1000m2未満,1043,3,732,8,161,15,115,7,1204,4,847,8
三鷹市／2000m2未満,566,2,796,9,89,8,123,8,655,2,919,9
三鷹市／5000m2未満,448,1,1381,16,80,7,261,16,528,2,1642,16
三鷹市／10000m2未満,156,0,1046,12,25,2,165,10,181,1,1211,12
三鷹市／10000m2以上,33,0,516,6,21,2,796,50,54,0,1311,13
三鷹市／計,32576,100,8709,100,1095,100,1603,100,33671,100,10312,100
青梅市／100m2未満,3790,10,265,1,117,9,5,0,3907,10,270,0
青梅市／200m2未満,17577,49,2465,6,176,14,26,0,17753,47,2491,4
青梅市／300m2未満,4541,13,1100,3,93,7,23,0,4634,12,1124,2
青梅市／500m2未満,3494,10,1333,3,155,12,61,0,3649,10,1393,2
青梅市／1000m2未満,2654,7,1850,4,218,17,153,1,2872,8,2003,3
青梅市／2000m2未満,1597,4,2233,5,159,12,231,1,1756,5,2464,4
青梅市／5000m2未満,1212,3,3835,9,126,10,412,2,1338,4,4247,7
青梅市／10000m2未満,587,2,4102,10,74,6,519,3,661,2,4621,8
青梅市／10000m2以上,735,2,24121,58,173,13,17627,92,908,2,41748,69
青梅市／計,36187,100,41305,100,1291,100,19058,100,37478,100,60362,100
府中市／100m2未満,12830,28,857,8,314,20,13,0,13144,28,871,6
府中市／200m2未満,22383,50,2917,26,326,21,48,1,22709,49,2965,20
府中市／300m2未満,4432,10,1053,9,164,11,40,1,4596,10,1092,7
府中市／500m2未満,2274,5,858,8,213,14,83,2,2487,5,942,6
府中市／1000m2未満,1567,3,1103,10,212,14,151,4,1779,4,1254,8
府中市／2000m2未満,865,2,1215,11,125,8,178,4,990,2,1393,9
府中市／5000m2未満,630,1,1925,17,98,6,283,7,728,2,2208,15
府中市／10000m2未満,106,0,698,6,37,2,254,6,143,0,953,6
府中市／10000m2以上,24,0,458,4,47,3,2998,74,71,0,3456,23
府中市／計,45111,100,11084,100,1536,100,4048,100,46647,100,15133,100
昭島市／100m2未満,3914,18,279,5,157,18,6,0,4071,18,285,3
昭島市／200m2未満,12068,57,1583,27,129,15,19,1,12197,55,1602,18
昭島市／300m2未満,2156,10,520,9,94,11,23,1,2250,10,543,6
昭島市／500m2未満,1439,7,541,9,119,14,47,1,1558,7,587,6
昭島市／1000m2未満,878,4,614,10,134,15,95,3,1012,5,710,8
昭島市／2000m2未満,451,2,631,11,95,11,138,4,546,2,769,8
昭島市／5000m2未満,275,1,835,14,63,7,190,6,338,2,1025,11
昭島市／10000m2未満,76,0,494,8,27,3,190,6,103,0,684,8
昭島市／10000m2以上,17,0,354,6,55,6,2538,78,72,0,2892,32
昭島市／計,21274,100,5851,100,873,100,3247,100,22147,100,9098,100
調布市／100m2未満,11567,30,1239,13,309,23,90,4,11876,30,1329,11
調布市／200m2未満,19606,52,3007,30,391,29,178,9,19997,51,3186,27
調布市／300m2未満,3302,9,1184,12,183,13,108,5,3485,9,1292,11
調布市／500m2未満,1665,4,1254,13,177,13,169,8,1842,5,1423,12
調布市／1000m2未満,1180,3,1457,15,145,11,248,12,1325,3,1705,14
調布市／2000m2未満,530,1,895,9,99,7,268,13,629,2,1163,10
調布市／5000m2未満,117,0,372,4,36,3,279,13,153,0,650,5
調布市／10000m2未満,31,0,220,2,8,1,163,8,39,0,383,3
調布市／10000m2以上,13,0,254,3,20,1,578,28,33,0,832,7
調布市／計,38011,100,9882,100,1368,100,2081,100,39379,100,11963,100
町田市／100m2未満,8712,9,569,2,544,18,19,0,9256,9,588,1
町田市／200m2未満,61520,61,8989,26,567,18,86,1,62087,59,9075,22
町田市／300m2未満,15710,15,3681,11,360,12,87,1,16070,15,3769,9
町田市／500m2未満,6669,7,2494,7,382,12,149,2,7051,7,2643,6
町田市／1000m2未満,4117,4,2887,8,444,14,322,4,4561,4,3210,8
町田市／2000m2未満,2499,2,3502,10,338,11,473,6,2837,3,3975,9
町田市／5000m2未満,1720,2,5285,15,244,8,744,10,1964,2,6030,14
町田市／10000m2未満,493,0,3313,10,92,3,634,8,585,1,3948,9
町田市／10000m2以上,186,0,3564,10,96,3,5064,67,282,0,8628,21
町田市／計,101626,100,34286,100,3067,100,7580,100,104693,100,41865,100
小金井市／100m2未満,5368,22,391,7,113,16,6,1,5481,22,397,6
小金井市／200m2未満,13367,55,1740,30,154,21,22,2,13521,54,1762,26
小金井市／300m2未満,2746,11,663,11,106,15,26,3,2852,11,689,10
小金井市／500m2未満,1479,6,551,10,117,16,46,5,1596,6,597,9
小金井市／1000m2未満,749,3,514,9,112,16,79,9,861,3,593,9
小金井市／2000m2未満,346,1,480,8,52,7,74,8,398,2,553,8
小金井市／5000m2未満,286,1,878,15,35,5,99,11,321,1,978,15
小金井市／10000m2未満,60,0,379,7,21,3,147,17,81,0,527,8
小金井市／10000m2以上,11,0,168,3,12,2,393,44,23,0,561,8
小金井市／計,24412,100,5765,100,722,100,892,100,25134,100,6657,100
小平市／100m2未満,15184,31,1130,11,488,28,62,2,15672,31,1192,9
小平市／200m2未満,25462,52,3494,33,470,27,187,7,25932,51,3681,28
小平市／300m2未満,3807,8,1059,10,226,13,120,5,4033,8,1179,9
小平市／500m2未満,2187,4,1105,11,239,14,205,8,2426,5,1310,10
小平市／1000m2未満,1348,3,1426,14,149,9,443,17,1497,3,1869,14
小平市／2000m2未満,654,1,1214,12,77,4,478,18,731,1,1692,13
小平市／5000m2未満,193,0,705,7,54,3,450,17,247,0,1155,9
小平市／10000m2未満,18,0,139,1,22,1,233,9,40,0,372,3
小平市／10000m2以上,11,0,184,2,18,1,486,18,29,0,670,5
小平市／計,48864,100,10455,100,1743,100,2663,100,50607,100,13119,100
日野市／100m2未満,12503,26,953,9,483,27,71,2,12986,26,1025,7
日野市／200m2未満,24307,51,3685,33,435,25,166,5,24742,50,3850,27
日野市／300m2未満,6498,14,1797,16,260,15,125,4,6758,14,1923,13
日野市／500m2未満,2726,6,1451,13,222,13,183,6,2948,6,1634,11
日野市／1000m2未満,1330,3,1549,14,197,11,342,10,1527,3,1891,13
日野市／2000m2未満,449,1,800,7,79,4,318,10,528,1,1118,8
日野市／5000m2未満,120,0,379,3,51,3,442,13,171,0,821,6
日野市／10000m2未満,24,0,184,2,18,1,313,9,42,0,496,3
日野市／10000m2以上,17,0,313,3,16,1,1338,41,33,0,1651,11
日野市／計,47974,100,11111,100,1761,100,3298,100,49735,100,14409,100
東村山市／100m2未満,7613,23,558,7,171,19,10,1,7784,23,568,6
東村山市／200m2未満,19035,57,2445,29,210,23,30,2,19245,56,2475,25
東村山市／300m2未満,3153,9,744,9,108,12,27,2,3261,10,771,8
東村山市／500m2未満,1442,4,544,6,112,12,45,3,1554,5,589,6
東村山市／1000m2未満,908,3,642,8,124,14,89,6,1032,3,731,7
東村山市／2000m2未満,602,2,840,10,77,9,101,7,679,2,941,9
東村山市／5000m2未満,476,1,1471,17,61,7,182,13,537,2,1653,17
東村山市／10000m2未満,125,0,850,10,15,2,98,7,140,0,949,10
東村山市／10000m2以上,31,0,441,5,20,2,800,58,51,0,1241,13
東村山市／計,33385,100,8535,100,898,100,1382,100,34283,100,9917,100
国分寺市／100m2未満,6073,22,446,7,152,15,9,1,6225,22,455,6
国分寺市／200m2未満,15668,58,2084,31,218,22,32,2,15886,56,2116,26
国分寺市／300m2未満,2660,10,641,10,129,13,32,2,2789,10,673,8
国分寺市／500m2未満,1366,5,509,8,142,14,56,4,1508,5,566,7
国分寺市／1000m2未満,621,2,426,6,158,16,111,8,779,3,537,7
国分寺市／2000m2未満,347,1,488,7,109,11,150,11,456,2,638,8
国分寺市／5000m2未満,302,1,959,14,61,6,184,14,363,1,1143,14
国分寺市／10000m2未満,88,0,603,9,17,2,115,8,105,0,718,9
国分寺市／10000m2以上,40,0,540,8,20,2,669,49,60,0,1209,15
国分寺市／計,27165,100,6696,100,1006,100,1358,100,28171,100,8053,100
国立市／100m2未満,2823,21,202,5,108,17,6,1,2931,21,207,4
国立市／200m2未満,6694,50,890,23,124,19,19,2,6818,48,909,19
国立市／300m2未満,1574,12,380,10,86,14,21,3,1660,12,401,8
国立市／500m2未満,1202,9,452,11,94,15,36,4,1296,9,488,10
国立市／1000m2未満,639,5,445,11,113,18,81,10,752,5,525,11
国立市／2000m2未満,254,2,355,9,66,10,97,12,320,2,452,9
