区市町村名/昭和・平成・令和　年,58,63,4,9,14,19,24,25,26,27,28,29,30,31,2
千代田区,"2,850","15,733","13,867","3,652","3,113","4,697","3,801","3,837","4,082","4,337","4,673","4,930","5,211","5,352","5,352"
中央区,"3,148","14,198","13,365","3,306","2,754","4,754","3,712","3,871","4,313","4,806","5,596","6,061","6,584","6,836","6,165"
港区,"2,502","14,748","12,696","2,726","2,363","4,005","2,924","2,974","3,147","3,461","4,114","4,450","4,810","5,244","5,410"
新宿区,"2,668","11,426","11,468","3,053","2,771","3,607","3,239","3,199","3,366","3,633","3,941","4,303","4,600","4,919","4,905"
文京区,895,"4,088","4,366","1,437",963,"1,295","1,066","1,041","1,084","1,144","1,201","1,285","1,383","1,508","1,549"
台東区,"1,051","4,094","3,911","1,329","1,012","1,224","1,019","1,023","1,045","1,079","1,140","1,237","1,356","1,574","1,602"
墨田区,616,"2,360","1,768",661,452,551,502,508,521,532,549,573,614,668,675
江東区,602,"3,060","2,298",810,523,663,599,607,625,639,659,691,744,816,835
品川区,717,"2,366","2,671",942,770,"1,019",844,842,887,930,958,"1,011","1,083","1,163","1,176"
目黒区,"1,548","7,391","6,068","1,559","1,069","1,478","1,198","1,163","1,202","1,259","1,351","1,430","1,503","1,623","1,651"
大田区,623,"2,428","2,062",741,546,659,596,601,621,639,666,682,709,751,767
世田谷区,662,"2,925","2,369",891,669,871,746,751,769,789,832,881,946,"1,022","1,050"
渋谷区,"2,361","10,243","9,287","2,254","1,990","3,356","2,894","2,934","3,082","3,311","3,598","3,987","4,441","5,466","5,622"
中野区,785,"3,470","2,868","1,092",872,"1,014",876,889,912,943,987,"1,041","1,126","1,238","1,280"
杉並区,669,"2,948","2,707",892,657,795,668,653,669,697,732,794,865,936,965
豊島区,"1,308","6,380","7,499","2,003","1,320","1,756","1,522","1,550","1,616","1,713","1,817","1,972","2,164","2,425","2,492"
北区,566,"2,439","2,439",986,630,771,677,699,710,726,752,792,869,960,985
荒川区,562,"1,584","1,867",775,551,639,576,563,572,584,605,637,697,768,786
板橋区,560,"1,785","1,737",833,597,664,584,585,596,609,627,656,702,719,728
練馬区,678,"2,156","1,969",729,515,618,553,554,568,573,603,633,665,704,714
足立区,419,"1,176","1,270",562,378,455,437,427,437,446,456,480,514,552,563
葛飾区,636,"1,953","1,919",772,443,461,439,444,453,462,471,490,518,561,556
江戸川区,561,"2,119","2,718",914,496,578,510,475,495,503,515,563,597,655,664
区部,"1,299","7,783","7,021","1,835","1,386","2,036","1,678","1,676","1,768","1,896","2,085","2,244","2,419","2,654","2,637"
八王子市,365,"1,850","1,779",613,358,372,349,348,351,358,364,369,373,378,373
立川市,506,"1,696","1,643",624,642,759,709,720,745,"1,401","1,500","1,571","1,641","1,706","1,697"
武蔵野市,"1,247","5,615","4,316","1,780","1,310","1,551","1,435","1,457","1,473","1,540","1,663","1,778","1,902","2,083","2,134"
三鷹市,700,"3,060","4,110","1,723","1,141","1,273","1,130","1,133","1,159","1,193","1,246","1,310","1,373","1,457","1,484"
青梅市,285,680,753,393,218,195,171,171,172,174,174,174,174,174,171
府中市,439,"1,498","1,547",678,483,511,458,461,473,481,495,509,526,540,542
昭島市,427,"1,085","1,137",547,370,334,288,290,294,295,302,308,313,319,316
調布市,545,"1,884","1,887",761,495,460,536,541,557,569,583,606,629,651,654
町田市,707,"2,910","2,236",752,503,539,517,487,498,508,520,534,547,562,561
小金井市,763,"2,845","2,375","1,033",742,765,729,815,833,846,874,907,944,"1,005","1,027"
小平市,447,"1,206","1,105",553,360,354,303,303,306,308,311,315,319,323,320
日野市,650,"1,435",918,545,417,388,326,296,300,303,307,312,319,322,318
東村山市,400,"1,166","1,107",503,368,370,328,329,333,336,340,352,355,359,356
国分寺市,431,"2,860","2,750","1,113","1,200","1,220","1,135","1,015","1,041","1,070","1,098","1,125","1,175","1,193","1,165"
国立市,417,"1,650","1,375",618,455,420,376,375,375,375,375,375,379,386,385
福生市,252,775,735,373,334,249,212,212,215,218,220,222,224,225,221
狛江市,486,"1,730","1,670",760,520,461,400,399,399,400,401,402,403,410,409
東大和市,262,583,543,343,224,213,182,182,184,185,186,187,188,189,188
清瀬市,527,"1,930","1,863",723,469,460,411,416,421,426,432,437,442,446,443
東久留米市,397,991,900,650,398,390,350,354,356,360,363,368,372,375,373
武蔵村山市,,,,333,184,170,147,147,131,133,139,140,140,141,139
多摩市,820,"3,870","3,460",619,374,385,359,361,363,364,364,366,369,373,372
稲城市,260,964,935,502,342,276,256,265,269,272,276,281,287,302,303
羽村市,387,785,817,484,338,320,225,225,226,229,230,231,233,234,229
あきる野市,156,270,385,278,171,139,134,134,135,133,133,133,133,133,131
西東京市,542,"1,597","1,713",705,407,409,371,375,381,387,393,474,497,521,531
市部,533,"2,035","1,894",740,511,538,498,495,500,551,573,596,619,646,648
瑞穂町,145,278,293,238,141,116,99,122,123,124,124,126,127,127,126
日の出町,,,,,,,,0,,,,,,,
檜原村,33,72,68,62,46,36,28,27,26,25,25,25,24,―,―
奥多摩町,60,109,109,95,69,49,38,36,35,34,34,33,33,33,32
西多摩郡,131,259,194,145,93,62,51,55,55,55,54,54,54,64,63
大島町,55,39,39,31,39,36,27,25,23,22,22,22,22,22,21
新島村,,,,10,10,10,10,10,10,10,10,10,10,10,10
神津島村,,,,10,10,10,10,10,10,10,10,10,10,10,10
三宅村,24,13,13,14,,14,13,13,13,13,13,13,13,13,12
八丈町,35,35,36,37,34,27,21,19,19,19,19,19,19,19,19
小笠原村,,,,,57,57,59,62,62,62,62,62,62,62,62
島しょ,42,33,34,26,32,27,23,23,22,22,22,22,22,22,22
東京都,"1,109","6,666","5,973","1,568","1,172","1,657","1,378","1,378","1,446","1,551","1,699","1,825","1,961","2,158","2,146"
